id , BZCAT5 Source name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
2963 , 5BZQJ1855+3742 , 283.86546 , 37.71583 , 1.12 ,  , 18.6 , 7211 , 187 ,  ,  , 
2964 , 5BZQJ1857-5325 , 284.25187 , -53.41678 , 0.778 ,  , 19.1 , 7211 , 515 ,  ,  , 
2965 , 5BZBJ1901-2112 , 285.26854 , -21.20033 ,  ,  , 17.6 , 7390 , 92 ,  ,  , 
2966 , 5BZQJ1901-7429 , 285.27138 , -74.49036 , 0.638 ,  , 18.9 , 7211 , 320 ,  ,  , 
2967 , 5BZQJ1902+3159 , 285.73308 , 31.99492 , 0.635 ,  , 15.8 , 7211 , 3204 , 283 , 0.53 , 
2968 , 5BZQJ1903-6749 , 285.75513 , -67.82664 , 0.255 ,  , 16.6 , 7211 , 241 , 381 , 0.61 , 7e-10
2969 , 5BZBJ1903+5540 , 285.79837 , 55.67736 ,  ,  , 16.4 , 7300 , 261 ,  , 0.94 , 3.5e-9
2970 , 5BZQJ1909+4834 , 287.444 , 48.5755 , 0.513 ,  ?  , 18.5 , 7211 , 423 ,  , 0.29 , 
2971 , 5BZQJ1911-2006 , 287.79021 , -20.11531 , 1.119 ,  , 18.9 , 7211 , 2714 , 2069 , 1.77 , 5.7e-9
2972 , 5BZQJ1911-2102 , 287.97475 , -21.0455 , 1.42 ,  , 17.9 , 7211 , 620 ,  , 0.27 , 
2973 , 5BZUJ1911+1611 , 287.99275 , 16.19636 ,  ,  , 20 , 7900 , 395 , 368 ,  , 1.4e-9
2974 , 5BZQJ1912+3740 , 288.10467 , 37.67683 , 1.104 ,  , 20 , 7211 , 418 , 230 ,  , 
2975 , 5BZQJ1912-8010 , 288.16675 , -80.16831 , 1.756 ,  , 19.2 , 7211 , 1200 , 298 ,  , 
2976 , 5BZQJ1913-4503 , 288.44396 , -45.05322 , 2.559 ,  , 17.7 , 7211 , 60 ,  ,  , 
2977 , 5BZQJ1914-4631 , 288.55754 , -46.52553 , 1.283 ,  , 18 , 7211 , 372 ,  ,  , 
2978 , 5BZUJ1915+6548 , 288.84925 , 65.81289 , 0.486 ,  , 19 , 7900 , 584 ,  ,  , 
2979 , 5BZQJ1915-2347 , 288.93654 , -23.78417 , 1.34 ,  , 17 , 7211 , 55 ,  ,  , 
2980 , 5BZQJ1916-7946 , 289.18471 , -79.77275 , 0.204 ,  , 18 , 7211 , 48 ,  , 0.65 , 
2981 , 5BZBJ1917-1921 , 289.43675 , -19.35878 , 0.137 ,  , 15.7 , 7300 , 482 ,  , 2.86 , 3.2e-9
2982 , 5BZQJ1918+5520 , 289.54479 , 55.34406 , 1.734 ,  , 19.5 , 7211 , 301 , 159 ,  , 
2983 , 5BZBJ1918-4111 , 289.56687 , -41.19189 ,  ,  , 17.3 , 7300 , 361 ,  ,  , 2.5e-9
2984 , 5BZQJ1918+4937 , 289.68992 , 49.63222 , 0.926 ,  , 17.5 , 7211 , 159 ,  , 0.21 , 
2985 , 5BZQJ1919-4543 , 289.81954 , -45.72739 , 2.47 ,  , 18.8 , 7211 , 789 ,  , 0.16 , 
2986 , 5BZQJ1920-2351 , 290.20183 , -23.85919 , 1.345 ,  , 18.6 , 7211 , 64 ,  ,  , 
2987 , 5BZBJ1921-1231 , 290.34967 , -12.53178 ,  ,  , 18.6 , 7300 , 111 ,  ,  , 1e-9
2988 , 5BZBJ1921-1607 , 290.46479 , -16.12033 ,  ,  , 16.7 , 7300 , 96 ,  , 0.46 , 1.6e-9
2989 , 5BZQJ1923-8007 , 290.77412 , -80.12467 , 1.481 ,  , 20 , 7211 , 268 ,  ,  , 
2990 , 5BZQJ1923-2104 , 290.88412 , -21.07592 , 0.874 ,  , 16.6 , 7211 , 3167 , 2065 , 0.77 , 8.3e-9
2991 , 5BZQJ1924-2914 , 291.21275 , -29.24169 , 0.353 ,  , 17.3 , 7211 , 13387 , 9129 , 2.42 , 3e-9
2992 , 5BZBJ1925-1018 , 291.26338 , -10.3035 ,  ,  , 14.6 , 7390 , 94 ,  ,  , 1.3e-9
2993 , 5BZQJ1925-3401 , 291.32083 , -34.017 , 1.523 ,  , 19.5 , 7211 , 257 ,  ,  , 
2994 , 5BZBJ1925-5935 , 291.3515 , -59.59231 , 0.436 ,  , 18.1 , 7300 , 229 ,  ,  , 
2995 , 5BZBJ1925-2219 , 291.41579 , -22.32642 ,  ,  , 17.4 , 7300 , 445 ,  ,  , 
2996 , 5BZBJ1925+2106 , 291.49838 , 21.10728 ,  ,  , 16.2 , 7300 , 1199 , 667 ,  , 
2997 , 5BZBJ1926+6154 , 291.70787 , 61.91178 ,  ,  , 17.1 , 7300 , 23 ,  , 1.92 , 2.2e-9
2998 , 5BZBJ1927+6117 , 291.87683 , 61.29247 ,  ,  , 17.7 , 7300 , 535 , 409 , 0.27 , 9e-10
2999 , 5BZQJ1927+7358 , 291.95208 , 73.96711 , 0.302 ,  , 15.2 , 7211 , 3950 , 2424 , 3.66 , 
3000 , 5BZUJ1928-0456 , 292.09367 , -4.94061 , 0.587 ,  , 18.4 , 7900 , 267 ,  , 0.45 , 1.7e-9
3001 , 5BZQJ1930-6056 , 292.52567 , -60.93589 , 3.254 ,  , 19.3 , 7211 , 692 ,  , 0.34 , 
3002 , 5BZBJ1931+0937 , 292.79004 , 9.62153 ,  ,  , 16.8 , 7300 , 19 ,  , 7.36 , 3.1e-9
3003 , 5BZQJ1932-4536 , 293.18704 , -45.61053 , 0.652 ,  , 17.1 , 7211 , 792 ,  , 0.49 , 
3004 , 5BZUJ1933+0726 , 293.33458 , 7.43939 ,  ,  , 16.6 , 7900 , 95 ,  , 1.33 , 1.2e-9
3005 , 5BZQJ1933-6942 , 293.37983 , -69.71636 , 1.481 ,  , 18.7 , 7211 , 759 ,  ,  , 
3006 , 5BZQJ1933+6540 , 293.48892 , 65.67136 , 1.687 ,  , 20 , 7211 , 221 , 89 , 0.18 , 
3007 , 5BZQJ1934+6138 , 293.6695 , 61.64489 , 1.749 ,  , 20.6 , 7211 , 193 ,  , 0.08 , 
3008 , 5BZQJ1934-2416 , 293.72021 , -24.27344 , 1.543 ,  , 17.2 , 7211 , 230 ,  ,  , 
3009 , 5BZQJ1935-1602 , 293.89917 , -16.04233 , 1.46 ,  , 19.3 , 7211 , 312 ,  ,  , 
3010 , 5BZQJ1936+7131 , 294.01483 , 71.5255 , 1.864 ,  , 18.4 , 7211 , 556 ,  ,  , 
3011 , 5BZQJ1936-0402 , 294.22392 , -4.04597 , 0.49 ,  , 18.2 , 7211 , 105 ,  ,  , 
3012 , 5BZBJ1936-4719 , 294.23375 , -47.33056 , 0.265 ,  , 16.2 , 7300 , 85 ,  , 2.56 , 7e-10
3013 , 5BZUJ1937-3958 , 294.31758 , -39.96711 , 0.965 ,  ?  , 16.9 , 7900 , 1003 , 414 , 0.77 , 1.1e-9
3014 , 5BZQJ1938-1749 , 294.52067 , -17.82233 , 0.903 ,  , 17.8 , 7211 , 198 , 212 ,  , 
3015 , 5BZQJ1938-4657 , 294.60979 , -46.95708 , 0.805 ,  , 21 , 7211 , 138 ,  , 0.13 , 7e-10
3016 , 5BZQJ1939-1525 , 294.86108 , -15.42864 , 1.657 ,  , 20.6 , 7211 , 609 ,  , 0.45 , 
3017 , 5BZQJ1939-1002 , 294.98858 , -10.04486 , 3.787 ,  , 16.9 , 7211 , 839 ,  , 0.4 , 
3018 , 5BZQJ1941-0211 , 295.32892 , -2.19586 , 0.202 ,  , 16.9 , 7211 , 54 ,  ,  , 
3019 , 5BZUJ1941-6211 , 295.34071 , -62.18919 ,  ,  , 20 , 7900 , 1831 ,  ,  , 6e-10
3020 , 5BZQJ1942-7015 , 295.68921 , -70.26233 , 2.896 ,  , 19 , 7211 , 80 ,  ,  , 
3021 , 5BZBJ1942+1033 , 295.69783 , 10.5575 ,  ,  , 15.4 , 7300 , 99 ,  , 2.86 , 2.8e-9
3022 , 5BZGJ1945-5520 , 296.354 , -55.34694 , 0.015 ,  , 11.9 , 7309 , 710 , 249 ,  , 
3023 , 5BZQJ1945-3048 , 296.48979 , -30.81369 , 0.576 ,  , 19.1 , 7211 , 128 ,  ,  , 
3024 , 5BZBJ1945-3111 , 296.49754 , -31.19425 ,  ,  , 18 , 7300 , 168 ,  ,  , 7e-10
3025 , 5BZQJ1949+5041 , 297.43275 , 50.69156 , 1.929 ,  , 15.7 , 7211 , 216 ,  ,  , 
3026 , 5BZQJ1949-1957 , 297.47258 , -19.95369 , 2.652 ,  , 17.9 , 7211 , 1416 ,  , 0.26 , 
3027 , 5BZQJ1951+5727 , 297.77908 , 57.45478 , 0.652 ,  , 19.3 , 7211 , 457 ,  ,  , 
3028 , 5BZQJ1951+0134 , 297.90008 , 1.57853 , 4.114 ,  , 19.4 , 7211 , 100 ,  , 0.08 , 
3029 , 5BZQJ1951-0509 , 297.94779 , -5.16222 , 1.083 ,  , 19.5 , 7211 , 184 ,  , 0.06 , 
3030 , 5BZBJ1954-1123 , 298.6715 , -11.38961 , 0.683 ,  , 18.9 , 7300 , 367 , 539 , 0.34 , 2.9e-9
3031 , 5BZQJ1955+1358 , 298.79821 , 13.97119 , 0.743 ,  , 18.6 , 7211 , 156 , 735 ,  , 1.9e-9
3032 , 5BZQJ1955+5131 , 298.92808 , 51.53014 , 1.214 ,  , 17.5 , 7211 , 1588 , 427 , 0.48 , 
3033 , 5BZQJ1956-3225 , 299.24771 , -32.42944 , 1.242 ,  , 18.6 , 7211 , 474 , 302 ,  , 
3034 , 5BZQJ1957-3845 , 299.49925 , -38.75178 , 0.63 ,  , 17.1 , 7211 , 1494 , 990 , 1.14 , 3.1e-9
3035 , 5BZGJ1958-3011 , 299.56212 , -30.18658 , 0.119 ,  , 14 , 7309 , 129 ,  , 6.24 , 6e-10
3036 , 5BZQJ1959-4246 , 299.80579 , -42.76883 , 2.178 ,  , 19.7 , 7211 , 163 , 318 , 0.29 , 2.5e-9
3037 , 5BZBJ1959+6508 , 299.99942 , 65.14853 , 0.047 ,  , 11.9 , 7300 , 250 ,  , 32.3 , 5.9e-9
3038 , 5BZQJ2000-1325 , 300.17563 , -13.42597 , 0.222 ,  , 16.7 , 7211 , 454 , 427 ,  , 
3039 , 5BZQJ2000-1748 , 300.23788 , -17.81603 , 0.652 ,  , 16.8 , 7211 , 550 , 1008 , 1.45 , 2.5e-9
3040 , 5BZBJ2001+4352 , 300.30362 , 43.88133 ,  ,  , 15 , 7300 , 104 ,  , 1 , 1.18e-8
3041 , 5BZBJ2001+7040 , 300.39146 , 70.67372 ,  ,  , 19.6 , 7300 , 160 ,  , 0.13 , 8e-10
3042 , 5BZQJ2003-3251 , 300.8505 , -32.86253 , 3.773 ,  , 17.1 , 7211 , 447 ,  , 0.2 , 
3043 , 5BZGJ2003-0856 , 300.97683 , -8.94525 , 0.057 ,  , 11.3 , 7309 , 9 ,  , 1.97 , 
3044 , 5BZQJ2004-6347 , 301.12283 , -63.78981 , 2.189 ,  , 19.2 , 7211 , 748 ,  ,  , 
3045 , 5BZBJ2005+7004 , 301.27625 , 70.07797 ,  ,  , 19.2 , 7300 , 8 ,  , 0.59 , 1.2e-9
3046 , 5BZQJ2005-1822 , 301.32204 , -18.36758 , 0.868 ,  , 18.2 , 7211 , 737 , 483 , 0.42 , 
3047 , 5BZBJ2005+7752 , 301.37917 , 77.87867 , 0.342 ,  , 16.1 , 7300 , 1061 , 939 , 0.43 , 1.1e-9
3048 , 5BZQJ2005-2310 , 301.48583 , -23.17417 , 0.833 ,  ?  , 18.8 , 7211 , 325 , 223 , 0.15 , 1.6e-9
3049 , 5BZQJ2006+6424 , 301.57371 , 64.41261 , 1.574 ,  , 18.5 , 7211 , 519 , 492 , 0.12 , 
3050 , 5BZQJ2007+0636 , 301.79967 , 6.61239 , 2.864 ,  , 20.1 , 7211 , 249 ,  ,  , 
3051 , 5BZQJ2007+6607 , 301.86988 , 66.12292 , 1.325 ,  , 20.3 , 7211 , 509 , 188 ,  , 
3052 , 5BZQJ2007+4029 , 301.93725 , 40.49683 , 1.736 ,  , 20.3 , 7211 , 2470 , 1507 , 0.73 , 
3053 , 5BZQJ2007-4434 , 301.97992 , -44.57897 , 0.24 ,  , 18 , 7211 , 862 ,  , 0.27 , 7e-10
3054 , 5BZUJ2008-0418 , 302.10179 , -4.30814 , 0.589 ,  , 17.6 , 7900 , 1042 ,  , 0.51 , 1.1e-9
3055 , 5BZBJ2009-4849 , 302.35579 , -48.83158 , 0.071 ,  , 11 , 7300 , 1299 , 506 , 33.3 , 3.8e-9
3056 , 5BZBJ2009+7229 , 302.46792 , 72.48872 ,  ,  , 19 , 7300 , 954 , 388 , 0.13 , 1.4e-9
3057 , 5BZQJ2009+0727 , 302.48129 , 7.45381 , 0.762 ,  , 19 , 7211 , 269 ,  ,  , 
3058 , 5BZQJ2010-2523 , 302.58233 , -25.39981 , 0.825 ,  , 19.4 , 7211 , 59 ,  , 1.71 , 
3059 , 5BZQJ2010+6116 , 302.70538 , 61.27089 , 0.87 ,  , 20.4 , 7211 , 251 ,  ,  , 
3060 , 5BZQJ2011-1546 , 302.81546 , -15.77786 , 1.178 ,  , 16.8 , 7211 , 547 , 567 , 1.72 , 
3061 , 5BZBJ2012+4628 , 303.0235 , 46.48217 ,  ,  , 16.8 , 7300 , 620 , 656 , 3.84 , 2.6e-9
3062 , 5BZBJ2014-0047 , 303.61933 , -0.78967 ,  ,  , 17.7 , 7300 , 125 ,  , 0.77 , 1e-9
3063 , 5BZBJ2014+0648 , 303.6295 , 6.81453 , 0.341 ,  , 17.8 , 7300 , 16 ,  , 0.42 , 5e-10
3064 , 5BZQJ2015-1252 , 303.80708 , -12.88247 , 0.614 ,  , 20.2 , 7211 , 52 ,  ,  , 
3065 , 5BZBJ2015-0137 , 303.81317 , -1.62572 ,  ,  , 16.5 , 7300 , 922 ,  , 0.27 , 1.2e-9
3066 , 5BZUJ2015+3710 , 303.86971 , 37.18319 ,  ,  , 21.4 , 7900 , 2167 , 2363 , 0.66 , 1.2e-8
3067 , 5BZQJ2015+6554 , 303.98071 , 65.91464 , 2.845 ,  , 19.9 , 7211 , 669 , 207 , 0.24 , 
3068 , 5BZBJ2016-0903 , 304.10013 , -9.05928 ,  ,  , 16.9 , 7300 , 76 ,  , 0.3 , 1.9e-9
3069 , 5BZQJ2017+7440 , 304.3045 , 74.68 , 2.187 ,  , 18.2 , 7211 , 474 , 212 , 0.34 , 
3070 , 5BZQJ2017+0603 , 304.30587 , 6.052 , 1.743 ,  , 17.2 , 7211 , 37 ,  , 0.14 , 6.4e-9
3071 , 5BZBJ2017-3753 , 304.36958 , -37.89611 , 0.598 ,  ?  , 20 , 7300 , 286 ,  ,  , 
3072 , 5BZQJ2018-1109 , 304.61671 , -11.16542 , 0.9 ,  , 18.1 , 7211 , 130 ,  ,  , 
3073 , 5BZQJ2018-0509 , 304.74067 , -5.15817 , 0.905 ,  , 19 , 7211 , 71 , 255 ,  , 
3074 , 5BZQJ2019-5201 , 304.76829 , -52.02764 , 1.717 ,  , 18.2 , 7211 , 394 ,  , 0.29 , 
3075 , 5BZQJ2020+6747 , 305.07879 , 67.78511 , 2.571 ,  , 20 , 7211 , 238 ,  ,  , 
3076 , 5BZQJ2022+6136 , 305.52783 , 61.61633 , 0.228 ,  , 17.7 , 7211 , 2097 , 230 , 0.06 , 
3077 , 5BZBJ2022-4513 , 305.60917 , -45.22528 ,  ,  ,  , 7300 , 141 ,  ,  , 5e-10
3078 , 5BZBJ2022+7611 , 305.64825 , 76.19061 ,  ,  , 16.7 , 7300 , 429 , 589 , 0.8 , 1.5e-9
3079 , 5BZUJ2023-1139 , 305.90279 , -11.66608 ,  ,  , 20.4 , 7900 , 175 ,  ,  , 1.1e-9
3080 , 5BZQJ2023-3655 , 305.94208 , -36.9225 , 1.048 ,  , 17.1 , 7211 , 437 ,  ,  , 
3081 , 5BZQJ2024-3253 , 306.14825 , -32.89331 , 1.465 ,  , 18.7 , 7211 , 887 , 425 ,  , 
3082 , 5BZQJ2024+1718 , 306.23567 , 17.30367 , 1.05 ,  , 17.4 , 7211 , 279 , 372 ,  , 
3083 , 5BZQJ2025+0316 , 306.29013 , 3.27903 , 2.21 ,  , 20.1 , 7211 , 406 ,  ,  , 
3084 , 5BZUJ2025+3343 , 306.29517 , 33.71672 , 0.219 ,  ?  ,  , 7900 , 1269 , 2619 , 0.12 , 4.1e-9
3085 , 5BZQJ2025-0735 , 306.41942 , -7.59797 , 1.388 ,  , 18.7 , 7211 , 1347 , 940 , 0.65 , 1.01e-8
3086 , 5BZQJ2025-2845 , 306.47338 , -28.76353 , 0.884 ,  , 17.7 , 7211 , 207 ,  , 0.28 , 
3087 , 5BZQJ2027-0831 , 306.96917 , -8.53219 , 1.697 ,  , 18.9 , 7211 , 362 ,  ,  , 
3088 , 5BZUJ2029+4926 , 307.41612 , 49.4395 ,  ,  ,  , 7900 , 93 , 240 ,  , 4.1e-9
3089 , 5BZUJ2030-0622 , 307.56308 , -6.37081 , 0.671 ,  , 21.9 , 7900 , 244 ,  , 0.03 , 9e-10
3090 , 5BZQJ2030-0503 , 307.59342 , -5.05356 , 0.543 ,  , 19.5 , 7211 , 283 , 274 ,  , 
3091 , 5BZUJ2030-3039 , 307.74138 , -30.65678 , 0.539 ,  , 19.9 , 7900 , 212 ,  ,  , 
3092 , 5BZQJ2031+0239 , 307.94687 , 2.66036 , 0.858 ,  , 18.4 , 7211 , 74 ,  ,  , 
3093 , 5BZQJ2031+5455 , 307.94983 , 54.91753 , 1.262 ,  , 17.2 , 7211 , 1154 ,  , 0.45 , 
3094 , 5BZUJ2031+1219 , 307.97913 , 12.32814 , 1.215 ,  , 17.4 , 7900 , 999 , 856 , 0.19 , 1.2e-9
3095 , 5BZUJ2034+1154 , 308.65463 , 11.90872 , 0.607 ,  , 17.9 , 7900 , 342 ,  , 0.32 , 
3096 , 5BZQJ2035+1056 , 308.84304 , 10.93522 , 0.601 ,  , 17.4 , 7211 , 1075 , 455 , 0.27 , 1.5e-9
3097 , 5BZQJ2035-6944 , 308.92029 , -69.73536 , 0.875 ,  , 16.3 , 7211 , 16 ,  ,  , 
3098 , 5BZQJ2035-6846 , 308.95367 , -68.77606 , 1.084 ,  , 19 , 7211 , 305 , 507 ,  , 
3099 , 5BZQJ2035-6602 , 308.96467 , -66.03542 , 2.296 ,  , 17.5 , 7211 , 354 ,  ,  , 
3100 , 5BZBJ2036+6553 , 309.08392 , 65.88736 ,  ,  , 18 , 7300 , 131 ,  ,  , 6e-10
3101 , 5BZQJ2036-2830 , 309.15738 , -28.50736 , 2.308 ,  , 20.6 , 7211 , 64 ,  , 0.17 , 
3102 , 5BZQJ2036-0629 , 309.16962 , -6.48439 , 1.636 ,  , 21.5 , 7211 , 1045 ,  ,  , 
3103 , 5BZQJ2036-2146 , 309.21321 , -21.77686 , 2.299 ,  , 19 , 7211 , 209 ,  ,  , 
3104 , 5BZQJ2037-1522 , 309.36642 , -15.36681 , 1.802 ,  , 20.2 , 7211 , 143 ,  ,  , 
3105 , 5BZQJ2038+5119 , 309.65429 , 51.32019 , 1.686 ,  , 18.9 , 7211 , 6081 , 972 , 0.28 , 
3106 , 5BZBJ2038-2636 , 309.68742 , -26.60881 , 0.437 ,  , 19.5 , 7300 , 6 ,  , 1.95 , 
3107 , 5BZBJ2039-1046 , 309.75296 , -10.77828 ,  ,  , 19 , 7300 , 193 ,  , 0.53 , 2.2e-9
3108 , 5BZBJ2039+5219 , 309.84792 , 52.33053 , 0.053 ,  , 16.2 , 7390 , 41 ,  , 1.04 , 4e-10
3109 , 5BZQJ2039-7206 , 309.99196 , -72.11564 , 1 ,  , 16.6 , 7211 , 105 ,  ,  , 
3110 , 5BZQJ2040-2507 , 310.03654 , -25.12964 , 1.574 ,  , 19.4 , 7211 , 613 ,  , 0.09 , 
3111 , 5BZGJ2042+2426 , 310.52521 , 24.44786 , 0.104 ,  , 13.3 , 7309 , 70 ,  , 7.53 , 
3112 , 5BZQJ2042-2255 , 310.72604 , -22.93331 , 2.12 ,  , 20.3 , 7211 , 236 ,  , 0.18 , 
3113 , 5BZQJ2042-2223 , 310.73867 , -22.39081 , 3.63 ,  , 19.2 , 7211 , 134 ,  ,  , 
3114 , 5BZQJ2043+1255 , 310.79254 , 12.92044 , 3.277 ,  , 20.2 , 7211 , 221 ,  ,  , 
3115 , 5BZQJ2047-1639 , 311.83196 , -16.65161 , 1.932 ,  , 17 , 7211 , 745 ,  ,  , 
3116 , 5BZBJ2047-2908 , 311.89962 , -29.14972 , 0.333 ,  , 18.6 , 7300 , 11 ,  , 1.64 , 
3117 , 5BZGJ2049-0039 , 312.34058 , -0.65739 , 0.257 ,  , 20.2 , 7309 , 5 ,  , 2 , 
3118 , 5BZBJ2050+0407 , 312.526 , 4.13025 ,  ,  , 18.5 , 7300 , 566 , 195 , 0.28 , 8e-10
3119 , 5BZQJ2050-2628 , 312.60288 , -26.47183 , 1.633 ,  , 20 , 7211 , 316 , 242 ,  , 
3120 , 5BZQJ2050+3127 , 312.71304 , 31.45761 , 3.18 ,  , 17.8 , 7211 , 770 ,  ,  , 1.7e-9
3121 , 5BZBJ2051+7441 , 312.89054 , 74.69458 ,  ,  , 19.2 , 7390 , 359 ,  ,  , 
3122 , 5BZUJ2051+1743 , 312.89825 , 17.72692 , 0.195 ,  , 15.7 , 7900 , 454 , 445 ,  , 
3123 , 5BZQJ2052-6523 , 313.02796 , -65.38653 , 1.15 ,  , 16.5 , 7211 , 554 ,  , 1.14 , 
3124 , 5BZBJ2052+0810 , 313.17933 , 8.17708 ,  ,  , 20.3 , 7300 , 6 ,  , 2.02 , 
3125 , 5BZGJ2054+0015 , 313.73687 , 0.2605 , 0.151 ,  , 17.1 , 7309 , 57 ,  , 1.42 , 
3126 , 5BZGJ2055-0506 , 313.84742 , -5.10536 , 0.342 ,  , 18.4 , 7309 , 20 ,  ,  , 
3127 , 5BZBJ2055-0021 , 313.86758 , -0.35478 ,  ,  , 17.9 , 7300 , 41 ,  , 4.95 , 4e-10
3128 , 5BZQJ2056-4714 , 314.06817 , -47.24656 , 1.491 ,  , 18.3 , 7211 , 2138 , 1502 , 0.59 , 8.6e-9
3129 , 5BZBJ2056-3208 , 314.10446 , -32.14661 ,  ,  , 19.8 , 7300 , 67 , 440 ,  , 
3130 , 5BZQJ2056-3857 , 314.22879 , -38.95461 , 1.937 ,  , 19.3 , 7211 , 266 ,  , 0.1 , 
3131 , 5BZQJ2057-3734 , 314.42333 , -37.5675 , 1.071 ,  , 18.8 , 7211 , 266 , 494 ,  , 
3132 , 5BZGJ2059-0037 , 314.91075 , -0.63222 , 0.335 ,  , 18.8 , 7309 , 15 ,  , 0.69 , 
3133 , 5BZQJ2101-2933 , 315.25692 , -29.55772 , 1.492 ,  , 18.6 , 7211 , 668 , 505 ,  , 
3134 , 5BZQJ2101+0341 , 315.41179 , 3.69203 , 1.012 ,  , 17.7 , 7211 , 627 , 572 , 0.37 , 
3135 , 5BZQJ2102+6015 , 315.66758 , 60.25272 , 4.575 ,  ?  ,  , 7211 , 319 ,  ,  , 
3136 , 5BZGJ2103-6812 , 315.90079 , -68.20078 , 0.041 ,  , 10.2 , 7309 , 68 ,  ,  , 
3137 , 5BZUJ2105-4848 , 316.25483 , -48.81292 , 1.041 ,  , 16.9 , 7900 , 1100 , 208 , 0.64 , 
3138 , 5BZQJ2106+2135 , 316.54508 , 21.59333 , 0.647 ,  , 20.7 , 7211 , 184 ,  ,  , 
3139 , 5BZQJ2106+0231 , 316.61729 , 2.52717 , 2.942 ,  , 18.9 , 7211 , 84 ,  ,  , 
3140 , 5BZQJ2108-2911 , 317.03083 , -29.18811 , 1.566 ,  , 20.8 , 7211 , 116 ,  ,  , 
3141 , 5BZQJ2108+1430 , 317.17096 , 14.5075 , 2.017 ,  , 19.9 , 7211 , 404 ,  ,  , 
3142 , 5BZBJ2108-0250 , 317.18637 , -2.84283 , 0.149 ,  , 16.2 , 7300 , 127 ,  , 1.38 , 4e-10
3143 , 5BZBJ2108-6637 , 317.21592 , -66.62297 ,  ,  , 17 , 7300 , 327 ,  , 1.62 , 6e-10
3144 , 5BZQJ2109-4110 , 317.38829 , -41.17239 , 1.058 ,  , 19.9 , 7211 , 1823 , 410 , 0.55 , 
3145 , 5BZQJ2109-1332 , 317.45792 , -13.54611 , 1.226 ,  , 17.2 , 7211 , 62 ,  , 0.16 , 
3146 , 5BZQJ2110-1020 , 317.50408 , -10.34925 , 2.5 ,  , 18.8 , 7211 , 1194 ,  ,  , 
3147 , 5BZQJ2110+0809 , 317.54033 , 8.16539 , 1.58 ,  , 19.4 , 7211 , 77 ,  ,  , 1e-9
3148 , 5BZQJ2110-0126 , 317.59425 , -1.4495 , 0.904 ,  , 18.9 , 7211 , 132 ,  , 0.17 , 
3149 , 5BZQJ2114-6851 , 318.55587 , -68.85064 , 2.91 ,  , 19.5 , 7211 , 524 ,  ,  , 
3150 , 5BZQJ2114+2832 , 318.74304 , 28.54922 , 2.345 ,  , 18.9 , 7211 , 397 , 180 ,  , 
3151 , 5BZUJ2115-1416 , 318.82683 , -14.27872 , 1.7 ,  ?  , 18.3 , 7900 , 313 ,  ,  , 
3152 , 5BZQJ2115+2933 , 318.87254 , 29.56067 , 1.514 ,  , 18.9 , 7211 , 756 , 217 , 0.15 , 1.3e-9
3153 , 5BZBJ2116-0108 , 319.01346 , -1.14122 , 0.305 ,  , 17.9 , 7300 , 69 ,  ,  , 
3154 , 5BZGJ2116-0628 , 319.04954 , -6.47511 , 0.292 ,  , 18.5 , 7309 , 21 ,  , 0.7 , 
3155 , 5BZBJ2116+3339 , 319.0605 , 33.65567 ,  ,  , 15.4 , 7300 , 116 ,  , 0.25 , 2.8e-9
3156 , 5BZQJ2116-5527 , 319.12425 , -55.45567 , 1.722 ,  , 19.1 , 7211 , 50 ,  ,  , 
3157 , 5BZQJ2117+0502 , 319.33637 , 5.04933 , 1.794 ,  , 17.2 , 7211 , 324 ,  ,  , 
3158 , 5BZQJ2118+0013 , 319.57246 , 0.22131 , 0.463 ,  , 18.4 , 7211 , 149 , 185 , 0.2 , 9e-10
3159 , 5BZQJ2118-0636 , 319.68017 , -6.605 , 0.328 ,  , 17.6 , 7211 , 89 ,  , 1.4 , 
3160 , 5BZQJ2119-1106 , 319.91621 , -11.10392 , 1.844 ,  , 20.8 , 7211 , 271 ,  ,  , 
3161 , 5BZQJ2121+1901 , 320.25254 , 19.02453 , 2.18 ,  , 20.4 , 7211 , 698 ,  , 0.09 , 2.3e-9
3162 , 5BZQJ2121-6111 , 320.26696 , -61.19017 , 1.017 ,  , 17.8 , 7211 , 973 ,  ,  , 
3163 , 5BZBJ2123-1036 , 320.78029 , -10.6135 ,  ,  , 15.7 , 7300 , 119 ,  , 6.36 , 
3164 , 5BZQJ2123+0535 , 320.9355 , 5.58947 , 1.941 ,  , 17.4 , 7211 , 794 , 460 , 0.35 , 
3165 , 5BZQJ2123-3046 , 320.9525 , -30.76817 , 1.879 ,  , 17.9 , 7211 , 148 ,  ,  , 
3166 , 5BZQJ2124-6028 , 321.01242 , -60.46917 , 1.098 ,  , 16.9 , 7211 , 34 ,  ,  , 
3167 , 5BZQJ2125+0441 , 321.37192 , 4.69319 , 1.394 ,  , 20.6 , 7211 , 268 ,  ,  , 
3168 , 5BZQJ2126-4605 , 321.62792 , -46.09664 , 1.67 ,  ?  , 17.6 , 7211 , 1520 , 442 , 0.62 , 1e-9
