id , 3HSP Source name , BZcat name , R.A. , Dec , NVSS/FIRSTflux density(mJy) , Redshift , X-ray flux d. @ 1keV (μJy) , Log(peak flux) , FOM , γ-ray counterpart , Fermi γ-ray slope , 2WHSP name
1715 , 3HSPJ193109.3+093716 , 5BZBJ1931+0937 , 292.78858 , 9.62111 , 19.1 ,  , 0.41 , -10.7 , 7.94 , 2FHL J1931.1+0937 , 1.87 , 2WHSPJ193109.1+093715
1716 , 3HSPJ193320.3+072621 , 5BZUJ1933+0726 , 293.3345 , 7.43917 , 95.2 , 0.17 , 0.49 , -11.7 , 0.79 , 2FHL J1933.3+0725 , 1.74 , 2WHSPJ193320.2+072621
1717 , 3HSPJ193412.8-241920 ,  , 293.55321 , -24.32222 , 19.2 , 0.23 , 0.86 , -11.4 , 1.58 ,  , 1.59 , 2WHSPJ193412.7-241919
1718 , 3HSPJ193419.6+600139 ,  , 293.58175 , 60.0275 , 19 ,  , 0.08 , -12 , 0.4 ,  , 2.14 , 2WHSPJ193419.6+600139
1719 , 3HSPJ193517.6+751933 ,  , 293.82333 , 75.32583 , 5.3 , 0.27 , 0.1 , -12.4 , 0.16 ,  ,  , 2WHSPJ193517.5+751932
1720 , 3HSPJ193656.0-471950 , 5BZBJ1936-4719 , 294.23375 , -47.33056 , 92.9 , 0.265 , 1.52 , -11.2 , 2.51 , 2FHL J1936.9-4721 , 1.64 , 2WHSPJ193656.1-471950
1721 , 3HSPJ193804.6-380117 ,  , 294.51896 , -38.02139 , 11.4 , 0.3 , 0.05 , -12.3? , 0.2 ,  ,  , 2WHSPJ193804.5-380117
1722 , 3HSPJ194247.5+103327 , 5BZBJ1942+1033 , 295.69783 , 10.5575 , 99.1 ,  , 0.97 , -11 , 3.98 , 2FHL J1942.8+1033 , 1.82 , 2WHSPJ194247.3+103326
1723 , 3HSPJ194333.8-053353 ,  , 295.89083 , -5.56472 , 7.1 , 0.5 , 0.23 , >-11.8 , 0.63 ,  , 2.35 , 2WHSPJ194333.7-053352
1724 , 3HSPJ194356.2+211822 ,  , 295.98433 , 21.30611 , 103.5 , 0.22 , 2.45 , -11 , 3.98 , 2FHL J1944.1+2117 , 1.43 , 2WHSPJ194356.2+211821
1725 , 3HSPJ194422.4-452331 ,  , 296.09333 , -45.39194 , 67.3 , 0.21 , 0.42 , -11.6 , 1 , 2FHL J1944.3-4521 , 1.56 , 2WHSPJ194422.3-452330
1726 , 3HSPJ194455.2-214319 ,  , 296.22983 , -21.72194 , 42.2 , 0.28 , 0.35 , -12 , 0.4 , 2FHL J1944.9-2144 , 1.85 , 2WHSPJ194455.0-214318
1727 , 3HSPJ194615.3-520848 ,  , 296.56371 , -52.14667 , 95.3 , 0.23 , 0.1 , -12.2 , 0.25 ,  ,  , 2WHSPJ194615.1-520848
1728 , 3HSPJ194934.2+090653 ,  , 297.3925 , 9.11472 , 28.2 ,  , 0.05 , -11.6 , 1 , 2FHL J1949.5+0907 , 2.47 , 2WHSPJ194934.1+090652
1729 , 3HSPJ195021.9+604753 ,  , 297.59117 , 60.79806 , 6.9 , 0.25 , 0.17 , -12.1 , 0.32 ,  ,  , 2WHSPJ195020.9+604750
1730 , 3HSPJ195134.9-154930 ,  , 297.89529 , -15.825 , 6.4 , 0.42 , 0.14 , -12.1 , 0.32 ,  ,  , 2WHSPJ195134.7-154929
1731 , 3HSPJ195500.7-160338 ,  , 298.75271 , -16.06056 , 24.8 , 0.23 , 0.33 , -11.7 , 0.79 ,  , 2.05 , 2WHSPJ195500.5-160338
1732 , 3HSPJ195502.8-564028 ,  , 298.76187 , -56.67444 , 8.4 , 0.2 , 0.25 , -11.5 , 1.26 , 2FHL J1954.9-5641 , 1.88 , 2WHSPJ195502.8-564027
1733 , 3HSPJ195547.9+021512 ,  , 298.94942 , 2.25333 , 32.1 ,  , 0.33 , -11.4 , 1.58 ,  , 1.93 , 2WHSPJ195547.8+021511
1734 , 3HSPJ195755.0-241950 ,  , 299.47925 , -24.33056 , 106.9 ,  , 0.2 , -11.9 , 0.5 ,  ,  , 2WHSPJ195755.0-241950
1735 , 3HSPJ195800.5+243806 ,  , 299.502 , 24.635 , 23.3 ,  ,  , -11.4 , 1.58 ,  , 1.68 , 
1736 , 3HSPJ195812.7+694325 ,  , 299.55279 , 69.72361 , 8.4 , 0.28 ,  , -12.4 , 0.16 ,  ,  , 
1737 , 3HSPJ195814.1-301111 , 5BZGJ1958-3011 , 299.56212 , -30.18639 , 150 , 0.119 , 1.08 , -11.3 , 2 , 2FHL J1958.3-3011 , 1.82 , 2WHSPJ195814.8-301111
1738 , 3HSPJ195945.7-472519 ,  , 299.94025 , -47.42194 , 23.8 ,  , 0.46 , -11.4 , 1.58 , 2FHL J1959.6-4725 , 1.81 , 2WHSPJ195945.5-472518
1739 , 3HSPJ195959.8+650854 , 5BZBJ1959+6508 , 299.99929 , 65.14833 , 250.2 , 0.047 , 12.51 , -10.1 , 31.62 , 2FHL J2000.1+6508 , 1.88 , 2WHSPJ195959.8+650853
1740 , 3HSPJ200053.9-364226 ,  , 300.22479 , -36.70722 , 3.6 ,  , 0.12 , -12.2 , 0.25 ,  ,  , 2WHSPJ200054.0-364226
1741 , 3HSPJ200112.9+435252 , 5BZBJ2001+4352 , 300.30362 , 43.88111 , 104.3 ,  , 1.08 , -10.7 , 7.94 , 2FHL J2001.2+4352 , 1.97 , 2WHSPJ200112.7+435251
1742 , 3HSPJ200204.2-573645 ,  , 300.51742 , -57.6125 , 18 , 0.26 , 0.13 , -11.7 , 0.79 ,  , 1.94 , 2WHSPJ200204.0-573644
1743 , 3HSPJ200213.7-583736 ,  , 300.557 , -58.62667 , 37.2 , 0.35 , 0.09 , -12.2 , 0.25 ,  ,  , 2WHSPJ200213.6-583736
1744 , 3HSPJ200227.3-711936 ,  , 300.61363 , -71.32667 , 81.3 , 0.21 ,  , -11.9? , 0.5 ,  , 1.71 , 
1745 , 3HSPJ200245.4+630233 ,  , 300.68908 , 63.0425 , 11.6 ,  , 0.22 , -12.1 , 0.32 ,  , 2.13 , 2WHSPJ200245.3+630232
1746 , 3HSPJ200506.0+700439 , 5BZBJ2005+7004 , 301.27487 , 70.0775 , 8.1 ,  , 0.66 , -11.8 , 0.63 ,  , 1.91 , 2WHSPJ200505.8+700439
1747 , 3HSPJ200632.1+635549 ,  , 301.63667 , 63.93028 , 5.5 , 0.29 , 0.08 , -12.4 , 0.16 ,  ,  , 2WHSPJ200632.8+635549
1748 , 3HSPJ200925.4-484953 , 5BZBJ2009-4849 , 302.35579 , -48.83139 , 1299 , 0.071 , 1.59 , -10.3 , 19.95 , 2FHL J2009.4-4849 , 1.77 , 2WHSPJ200925.3-484953
1749 , 3HSPJ201002.9-244737 ,  , 302.51221 , -24.79361 , 29.7 , 0.32 , 0.08 , -12.3 , 0.2 ,  ,  , 2WHSPJ201002.8-244736
1750 , 3HSPJ201201.0-771219 ,  , 303.00408 , -77.20528 , 9.6 , 0.33 , 0.18 , -12 , 0.4 ,  , 2.07 , 2WHSPJ201200.9-771219
1751 , 3HSPJ201213.7-523251 ,  , 303.05713 , -52.5475 , 25.3 , 0.37 ,  , -12.2 , 0.25 ,  , 1.8 , 
1752 , 3HSPJ201428.6-004722 , 5BZBJ2014-0047 , 303.61933 , -0.78944 , 124.9 , 0.231 , 0.19 , -11.9 , 0.5 ,  , 1.83 , 2WHSPJ201428.6-004721
1753 , 3HSPJ201431.1+064852 , 5BZBJ2014+0648 , 303.6295 , 6.81444 , 15.9 , 0.341 , 0.12 , -11.7 , 0.79 ,  , 1.92 , 
1754 , 3HSPJ201503.1+162227 ,  , 303.76587 , 16.37417 , 483.7 , 0.25 , 0.13 , -12.2 , 0.25 ,  , 2.41 , 
1755 , 3HSPJ201525.0-143203 ,  , 303.85425 , -14.53417 , 13.5 , 0.31 ,  , -12.3 , 0.2 ,  , 1.77 , 
1756 , 3HSPJ201619.6+495324 ,  , 304.08146 , 49.89 , 10.8 ,  , 1.18 , -11.8 , 0.63 ,  , 1.79 , 
1757 , 3HSPJ201924.7+712624 ,  , 304.85308 , 71.44 , 15.8 , 0.31 , 0.08 , -11.9 , 0.5 ,  ,  , 2WHSPJ201924.7+712623
1758 , 3HSPJ202143.9-722611 ,  , 305.43275 , -72.43639 , 34.4 , 0.29 ,  , -12 , 0.4 ,  , 1.95 , 
1759 , 3HSPJ202429.4-084804 ,  , 306.12238 , -8.80111 , 37.1 ,  , 0.72 , -11.8 , 0.63 ,  , 1.7 , 2WHSPJ202429.2-084803
1760 , 3HSPJ202630.8+764448 ,  , 306.62829 , 76.74667 , 6.4 , 0.29 , 0.28 , -12 , 0.4 ,  , 1.84 , 2WHSPJ202630.7+764448
1761 , 3HSPJ202658.4+334308 ,  , 306.74346 , 33.71889 , 5.5 , 0.24 , 0.77 , >-11.3 , 2 ,  , 1.77 , 
1762 , 3HSPJ202830.3+764736 ,  , 307.12617 , 76.79333 , 5 , 0.38 , 0.04 , -12.5 , 0.13 ,  , 1.84 , 
1763 , 3HSPJ203024.0-503413 ,  , 307.60017 , -50.57028 , 20.4 , 0.53 ,  , -12.6 , 0.1 ,  , 1.69 , 
1764 , 3HSPJ203027.1-143917 ,  , 307.61629 , -14.65472 , 36 , 0.43 ,  , -12.5 , 0.13 ,  , 1.87 , 
1765 , 3HSPJ203031.7+223439 ,  , 307.632 , 22.5775 , 5.3 ,  ,  , -12 , 0.4 ,  , 1.78 , 
1766 , 3HSPJ203057.1+193612 ,  , 307.738 , 19.60333 , 56.8 , 0.27 , 0.22 , -11.8 , 0.63 ,  , 1.83 , 2WHSPJ203057.1+193611
1767 , 3HSPJ203117.6+002745 ,  , 307.82338 , 0.4625 , 5.8 , 0.48 , 0.09 , -12.7? , 0.08 ,  ,  , 
1768 , 3HSPJ203156.1-345850 ,  , 307.98371 , -34.98056 , 14.6 , 0.124 , 0.09 , -12.4 , 0.16 ,  ,  , 2WHSPJ203155.9-345850
1769 , 3HSPJ203451.1-420038 ,  , 308.71283 , -42.01056 ,  , 0.29 , 0.25 , -11.6 , 1 ,  , 1.95 , 2WHSPJ203450.9-420038
1770 , 3HSPJ203508.6-471708 ,  , 308.786 , -47.28556 , 84.9 ,  , 0.08 , -12.2 , 0.25 ,  ,  , 2WHSPJ203508.5-471708
1771 , 3HSPJ203649.5-332830 ,  , 309.20621 , -33.475 , 3.5 , 0.23 , 0.36 , -11.8 , 0.63 ,  , 1.3 , 2WHSPJ203649.3-332830
1772 , 3HSPJ203844.1-263632 , 5BZBJ2038-2636 , 309.68712 , -26.60889 , 5.7 , 0.44 , 0.45 , -12.3 , 0.2 ,  ,  , 2WHSPJ203844.8-263632
1773 , 3HSPJ203856.1-185916 ,  , 309.73625 , -18.98778 , 3.8 , 0.63 , 0.08 , -12.6 , 0.1 ,  ,  , 2WHSPJ203856.7-185916
1774 , 3HSPJ203923.5+521950 , 5BZBJ2039+5219 , 309.84796 , 52.33056 , 41.6 , 0.053 , 0.71 , -11.6 , 1 ,  , 1.89 , 
1775 , 3HSPJ203941.1-422052 ,  , 309.92138 , -42.34778 , 13.2 , 0.4 , 0.07 , -12.4 , 0.16 ,  ,  , 2WHSPJ203941.0-422052
1776 , 3HSPJ204006.6-462018 ,  , 310.02758 , -46.33833 , 41.3 , 0.31 , 0.2 , -11.8 , 0.63 ,  , 1.78 , 2WHSPJ204006.5-462017
1777 , 3HSPJ204008.3-711459 ,  , 310.03446 , -71.24972 , 494.2 , 0.161 , 0.68 , -11.2 , 2.51 , 2FHL J2040.9-7119 , 1.8 , 2WHSPJ204008.2-711458
1778 , 3HSPJ204150.2-373339 ,  , 310.45929 , -37.56083 , 125 , 0.098 , 0.65 , -11.5 , 1.26 ,  , 1.78 , 2WHSPJ204150.2-373338
1779 , 3HSPJ204201.9-731913 ,  , 310.508 , -73.32028 , 33.4 , 0.31 ,  , -11.8 , 0.63 ,  , 2.21 , 2WHSPJ204201.9-731913
1780 , 3HSPJ204206.0+242652 , 5BZGJ2042+2426 , 310.52517 , 24.44778 , 70.3 , 0.104 , 2.54 , -11.4 , 1.58 ,  , 1.87 , 2WHSPJ204205.9+242652
1781 , 3HSPJ204600.5-343017 ,  , 311.50225 , -34.50472 , 13 , 0.425 , 0.14 , -12.3 , 0.2 ,  ,  , 2WHSPJ204600.4-343016
1782 , 3HSPJ204735.1+793800 ,  , 311.89608 , 79.63333 , 9.8 ,  , 0.03 , -12.8 , 0.06 ,  ,  , 2WHSPJ204734.9+793759
1783 , 3HSPJ204735.1-290859 , 5BZBJ2047-2908 , 311.89962 , -29.14972 , 10.7 , 0.333 , 0.31 , >-12.1 , 0.32 ,  ,  , 2WHSPJ204735.8-290858
1784 , 3HSPJ204921.7-003926 , 5BZGJ2049-0039 , 312.34058 , -0.65722 , 6 , 0.25 , 0.64 , -12.1 , 0.32 ,  , 1.5 , 2WHSPJ204921.7-003925
1785 , 3HSPJ205242.5+081040 , 5BZBJ2052+0810 , 313.17725 , 8.17778 , 6.2 , 0.53 , 0.55 , -12? , 0.4 ,  , 1.46 , 2WHSPJ205242.4+081040
1786 , 3HSPJ205350.7+292314 ,  , 313.46133 , 29.38722 , 37.4 , 0.23 , 1.17 , -11.3 , 2 ,  , 1.54 , 
1787 , 3HSPJ205456.8+001537 , 5BZGJ2054+0015 , 313.73687 , 0.26028 , 57.1 , 0.151 , 0.44 , -12 , 0.4 ,  , 1.73 , 2WHSPJ205456.8+001537
1788 , 3HSPJ205528.2-002117 , 5BZBJ2055-0021 , 313.86758 , -0.35472 , 41 , 0.44 , 1.59 , >-10.9 , 5.01 ,  , 1.62 , 2WHSPJ205528.2-002116
1789 , 3HSPJ205637.1+221845 ,  , 314.15458 , 22.3125 , 109.5 , 0.23 , 0.12 , -12.3 , 0.2 ,  ,  , 2WHSPJ205637.0+221845
1790 , 3HSPJ205642.7+494005 ,  , 314.17787 , 49.66806 , 167.7 , 0.1 , 4.1 , -11 , 3.98 , 2FHL J2056.7+4939 , 1.78 , 
1791 , 3HSPJ205846.7-144304 ,  , 314.69475 , -14.71778 , 147 , 0.078 ,  , -12.2 , 0.25 ,  , 1.97 , 2WHSPJ205846.6-144304
1792 , 3HSPJ205938.6-003755 , 5BZGJ2059-0037 , 314.91067 , -0.63194 , 15.2 , 0.335 , 0.22 , -12.4 , 0.16 ,  ,  , 2WHSPJ205938.5-003754
1793 , 3HSPJ210050.6-430532 ,  , 315.21096 , -43.09222 , 20.5 , 0.31 , 0.12 , -12.5 , 0.13 ,  ,  , 2WHSPJ210050.5-430531
1794 , 3HSPJ210123.1-454949 ,  , 315.34608 , -45.83028 , 248.1 ,  ,  , -11.4 , 1.58 ,  ,  , 2WHSPJ210122.9-454949
1795 , 3HSPJ210123.9+091324 ,  , 315.34942 , 9.22333 , 54.8 , 0.29 , 0.2 , -11.8 , 0.63 ,  , 2.05 , 2WHSPJ210123.8+091323
1796 , 3HSPJ210338.4-623225 ,  , 315.90992 , -62.54028 , 83.5 ,  , 0.12 , -11.3 , 2 , 2FHL J2103.8-6233 , 1.98 , 2WHSPJ210338.2-623225
1797 , 3HSPJ210415.9+211808 ,  , 316.06633 , 21.30222 , 14.7 , 0.36 , 0.09 , -12 , 0.4 , 3FHL J2104.5+2117 , 2.05 , 2WHSPJ210415.9+211807
1798 , 3HSPJ210421.9-021238 ,  , 316.09138 , -2.21056 , 14.1 , 0.45 , 0.21 , -11.7 , 0.79 ,  , 1.52 , 2WHSPJ210421.8-021238
1799 , 3HSPJ210451.1+050320 ,  , 316.21271 , 5.05556 , 137.2 ,  , 0.16 , -11.8 , 0.63 ,  ,  , 2WHSPJ210450.9+050320
1800 , 3HSPJ210721.2-145418 ,  , 316.83821 , -14.905 , 37.5 , 0.3 , 0.22 , -12.1 , 0.32 ,  ,  , 2WHSPJ210721.1-145417
1801 , 3HSPJ210844.7-025034 , 5BZBJ2108-0250 , 317.18637 , -2.84278 , 127.2 , 0.15 , 0.33 , -11.8 , 0.63 ,  , 1.94 , 2WHSPJ210844.6-025034
1802 , 3HSPJ210936.1+395513 ,  , 317.40058 , 39.92028 , 8.5 ,  ,  , -11.9 , 0.5 ,  , 1.61 , 
1803 , 3HSPJ211011.2-861847 ,  , 317.54658 , -86.31306 , 25.1 , 0.31 , 0.08 , -12 , 0.4 , 2FHL J2112.5-8617 , 1.74 , 2WHSPJ211011.1-861847
1804 , 3HSPJ211207.5-144412 ,  , 318.03112 , -14.73667 , 35.3 , 0.28 , 0.26 , -12.1 , 0.32 ,  ,  , 2WHSPJ211207.3-144412
1805 , 3HSPJ211243.0+081835 ,  , 318.17917 , 8.30972 , 23.5 , 0.27 , 0.88 , -11.9 , 0.5 , 2FHL J2112.8+0819 , 1.81 , 2WHSPJ211243.0+081834
1806 , 3HSPJ211349.1+082501 ,  , 318.45667 , 8.41694 , 68.6 , 0.23 , 0.14 , -12.2 , 0.25 ,  ,  , 2WHSPJ211349.6+082500
1807 , 3HSPJ211353.1+133017 ,  , 318.47379 , 13.50472 , 68.9 , 0.307 , 0.24 , -12 , 0.4 ,  ,  , 2WHSPJ211353.6+133016
1808 , 3HSPJ211355.6-015540 ,  , 318.48179 , -1.92778 , 45.7 , 0.42 , 0.06 , -12.2 , 0.25 ,  ,  , 2WHSPJ211355.6-015540
1809 , 3HSPJ211501.0-005641 ,  , 318.75587 , -0.94472 , 17.2 , 0.226 , 0.09 , -12.5 , 0.13 ,  ,  , 2WHSPJ211501.3-005640
1810 , 3HSPJ211522.0+121802 ,  , 318.84167 , 12.30056 , 16.5 , 0.28 ,  , -11.9 , 0.5 , 3FHL J2115.2+1218 , 2.16 , 
1811 , 3HSPJ211544.1-012545 ,  , 318.93362 , -1.42917 , 4.8 , 0.33 , 0.28 , -12.1 , 0.32 ,  ,  , 2WHSPJ211543.9-012545
1812 , 3HSPJ211605.0+251200 ,  , 319.02092 , 25.2 , 6.8 ,  , 0.02 , -12.5 , 0.13 ,  ,  , 2WHSPJ211604.9+251159
1813 , 3HSPJ211614.5+333920 , 5BZBJ2116+3339 , 319.06054 , 33.65556 , 116.3 , 0.12 , 0.09 , -11.4 , 1.58 , 2FHL J2116.1+3339 , 1.91 , 
1814 , 3HSPJ211754.1-324328 ,  , 319.47879 , -32.72444 , 22.6 , 0.215 , 0.11 , -12.2 , 0.25 ,  , 2.31 , 2WHSPJ211754.8-324327
1815 , 3HSPJ212125.5-831914 ,  , 320.35617 , -83.32056 , 6.5 , 0.62 , 0.1 , -12.4 , 0.16 ,  ,  , 2WHSPJ212125.3-831914
1816 , 3HSPJ212233.8+192527 ,  , 320.64067 , 19.42417 , 5 ,  , 0.05 , -12.4 , 0.16 ,  ,  , 2WHSPJ212233.7+192527
1817 , 3HSPJ212307.3-103648 , 5BZBJ2123-1036 , 320.78021 , -10.61333 , 119.2 , 0.023 , 1.75 , -12.1 , 0.32 ,  ,  , 
1818 , 3HSPJ212743.0+361305 , 5BZBJ2127+3613 , 321.92929 , 36.21806 , 191.8 , 0.876 , 0.7 , -11.5 , 1.26 ,  , 1.9 , 2WHSPJ212743.0+361305
1819 , 3HSPJ212840.0-194152 ,  , 322.1665 , -19.69778 , 86.5 , 0.24 , 0.12 , -12.3 , 0.2 ,  ,  , 2WHSPJ212839.9-194152
1820 , 3HSPJ212940.7+003527 , 5BZUJ2129+0035 , 322.41942 , 0.59083 , 9.2 , 0.426 , 0.12 , -12.5? , 0.13 ,  ,  , 2WHSPJ212940.6+003526
1821 , 3HSPJ213004.8-563222 ,  , 322.51987 , -56.53944 , 11 ,  , 0.04 , -12.5 , 0.13 ,  ,  , 2WHSPJ213004.6-563221
1822 , 3HSPJ213103.2-274657 , 5BZBJ2131-2746 , 322.7635 , -27.7825 , 37.5 , 0.38 , 0.51 , -11.5 , 1.26 ,  , 1.7 , 2WHSPJ213103.1-274656
1823 , 3HSPJ213135.0-091523 , 5BZBJ2131-0915 , 322.89754 , -9.25639 , 43.6 , 0.449 , 0.99 , -11.5 , 1.26 , 2FHL J2131.4-0914 , 2.02 , 2WHSPJ213135.3-091523
1824 , 3HSPJ213151.5-251558 , 5BZBJ2131-2515 , 322.96475 , -25.26611 , 11 , 0.86 , 0.58 , -11.5 , 1.26 ,  , 2.01 , 2WHSPJ213151.4-251557
1825 , 3HSPJ213306.0-281536 ,  , 323.27625 , -28.26 , 83.3 ,  , 0.09 , -12.1 , 0.32 ,  ,  , 2WHSPJ213306.3-281536
1826 , 3HSPJ213314.4+252859 , 5BZGJ2133+2528 , 323.30983 , 25.48306 , 39.8 , 0.294 ,  , -12.1 , 0.32 ,  , 2.01 , 
1827 , 3HSPJ213349.2+664704 ,  , 323.455 , 66.78444 , 35.6 ,  , 0.13 , -11.9 , 0.5 ,  , 2.08 , 
1828 , 3HSPJ213448.2-164205 ,  , 323.70092 , -16.70139 , 6 , 0.8 ,  , -12.6 , 0.1 ,  ,  , 2WHSPJ213448.1-164205
1829 , 3HSPJ213510.9+224307 ,  , 323.79546 , 22.71861 , 21 , 0.45 , 0.11 , -12.6 , 0.1 ,  ,  , 2WHSPJ213510.9+224306
1830 , 3HSPJ213818.4-352204 ,  , 324.57646 , -35.36778 , 11.7 ,  ,  , -12.5 , 0.13 ,  ,  , 2WHSPJ213818.3-352204
1831 , 3HSPJ213821.1+355823 ,  , 324.58804 , 35.97306 , 59.1 , 0.25 , 0.26 , -11.9 , 0.5 ,  , 1.87 , 
1832 , 3HSPJ213852.7-205347 , 5BZBJ2138-2053 , 324.71979 , -20.89639 , 9.9 , 0.29 , 0.5 , -11.7 , 0.79 ,  , 1.39 , 2WHSPJ213852.6-205347
1833 , 3HSPJ214130.9+211526 ,  , 325.37871 , 21.25722 , 26.8 , 0.22 , 0.22 , -12.3 , 0.2 ,  ,  , 2WHSPJ214130.7+211525
1834 , 3HSPJ214226.5+365949 ,  , 325.61037 , 36.99694 , 8.8 , 0.24 , 0.97 , -11.5 , 1.26 ,  , 1.97 , 2WHSPJ214226.4+365948
1835 , 3HSPJ214239.8-202819 ,  , 325.66575 , -20.47194 , 3.5 , 0.53 ,  , -12.6 , 0.1 , 3FHL J2142.5-2029 , 1.52 , 
1836 , 3HSPJ214247.6+195810 ,  , 325.69842 , 19.96944 , 15.1 , 0.38 ,  , -11.9 , 0.5 ,  , 2.01 , 
1837 , 3HSPJ214255.6-391312 ,  , 325.73179 , -39.22 , 8 ,  , 0.04 , -12.6 , 0.1 ,  ,  , 2WHSPJ214255.6-391311
1838 , 3HSPJ214410.0-195600 ,  , 326.04175 , -19.93333 , 41.9 , 0.45 , 0.11 , -12.4 , 0.16 ,  ,  , 2WHSPJ214410.0-195559
1839 , 3HSPJ214429.6-563849 ,  , 326.12321 , -56.64694 ,  , 0.48 , 0.1 , -12.5 , 0.13 ,  , 2.46 , 
1840 , 3HSPJ214442.1-181800 ,  , 326.17538 , -18.3 , 37.3 , 0.23 , 0.21 , -12.2 , 0.25 ,  ,  , 2WHSPJ214442.0-181800
1841 , 3HSPJ214453.4-185725 ,  , 326.22233 , -18.95694 , 44.6 , 0.38 , 0.08 , -12.7 , 0.08 ,  ,  , 2WHSPJ214453.2-185724
1842 , 3HSPJ214530.2+100605 ,  , 326.37579 , 10.10139 , 68.5 , 0.37 ,  , -12.1 , 0.32 ,  , 1.55 , 
1843 , 3HSPJ214533.4-043439 , 5BZGJ2145-0434 , 326.38908 , -4.5775 , 68.1 , 0.07 , 0.58 , -12 , 0.4 ,  , 2.81 , 2WHSPJ214533.3-043438
1844 , 3HSPJ214552.3+071927 , 5BZBJ2145+0719 , 326.46788 , 7.32417 , 102 , 0.237 , 1.1 , -11.7 , 0.79 ,  , 2.66 , 2WHSPJ214552.1+071927
1845 , 3HSPJ214609.1+850148 ,  , 326.54 , 85.03 , 26.4 , 0.28 , 0.23 , -11.9 , 0.5 ,  ,  , 2WHSPJ214609.6+850148
1846 , 3HSPJ214625.1-474837 , 5BZBJ2146-4748 , 326.60712 , -47.81028 , 37.6 , 0.461 , 0.42 , -12.1 , 0.32 ,  ,  , 2WHSPJ214625.6-474837
1847 , 3HSPJ214637.0-134400 , 5BZBJ2146-1344 , 326.65396 , -13.73333 , 23 , 0.42 , 0.33 , -11.6 , 1 , 2FHL J2146.6-1343 , 1.66 , 2WHSPJ214636.9-134359
1848 , 3HSPJ214924.0-563112 ,  , 327.35004 , -56.52 , 11.2 , 0.27 , 0.05 , -12.5 , 0.13 ,  ,  , 2WHSPJ214924.0-563112
1849 , 3HSPJ215006.4-044130 ,  , 327.52646 , -4.69167 , 6.9 , 0.53 , 0.13 , -12.5 , 0.13 ,  ,  , 2WHSPJ215006.3-044130
1850 , 3HSPJ215006.8-245723 ,  , 327.52842 , -24.95639 , 29 ,  , 0.05 , -12.3 , 0.2 ,  ,  , 2WHSPJ215006.7-245723
1851 , 3HSPJ215015.5-141049 , 5BZGJ2150-1410 , 327.56463 , -14.18028 , 68.4 , 0.22 , 2.36 , -11.3 , 2 , 2FHL J2150.3-1411 , 1.83 , 2WHSPJ215015.4-141049
1852 , 3HSPJ215051.7+111916 , 5BZBJ2150+1119 , 327.71546 , 11.32111 , 10 , 0.495 ,  , -12.2 , 0.25 ,  , 2.16 , 
1853 , 3HSPJ215123.2+415633 ,  , 327.84675 , 41.9425 , 26.9 , 0.1 ,  , -11.7 , 0.79 ,  , 1.85 , 
1854 , 3HSPJ215214.0-120541 , 5BZBJ2152-1205 , 328.05879 , -12.09472 , 53.5 , 0.121 , 0.73 , -12 , 0.4 ,  , 2.3 , 2WHSPJ215214.0-120540
1855 , 3HSPJ215258.4+172459 ,  , 328.24329 , 17.41639 , 12.9 , 0.283 , 0.06 , -12.6 , 0.1 ,  , 2.18 , 2WHSPJ215258.3+172459
1856 , 3HSPJ215305.3-004230 , 5BZBJ2153-0042 , 328.27217 , -0.70833 , 24.8 , 0.341 , 0.84 , >-11.4 , 1.58 , 2FHL J2153.1-0041 , 1.95 , 2WHSPJ215305.2-004229
1857 , 3HSPJ215355.1-295444 ,  , 328.48254 , -29.91222 , 15.4 , 0.68 , 0.23 , -12.3 , 0.2 ,  ,  , 2WHSPJ215355.8-295443
1858 , 3HSPJ215412.8+000423 ,  , 328.55333 , 0.07306 , 4.3 , 0.217 , 0.01 , -13.4 , 0.02 ,  ,  , 
1859 , 3HSPJ215511.6-253755 ,  , 328.79854 , -25.63194 , 12.2 , 0.46 , 0.15 , -12.3? , 0.2 ,  ,  , 2WHSPJ215511.5-253754
1860 , 3HSPJ215601.6+181837 ,  , 329.00683 , 18.31028 , 33.3 , 0.36 , 0.51 , -11.7 , 0.79 ,  , 1.91 , 2WHSPJ215601.6+181837
1861 , 3HSPJ215852.0-301332 , 5BZBJ2158-3013 , 329.71687 , -30.22556 , 479.2 , 0.117 , 72.89 , -9.9 , 50.12 , 2FHL J2158.8-3013 , 1.83 , 2WHSPJ215852.0-301332
1862 , 3HSPJ215910.9-284116 , 5BZUJ2159-2841 , 329.7955 , -28.68778 , 20.3 , 0.271 ,  , -12.3 , 0.2 ,  , 1.94 , 
1863 , 3HSPJ215936.1-461953 ,  , 329.90058 , -46.33139 ,  , 0.4 ,  , -12.2 , 0.25 ,  , 1.68 , 
1864 , 3HSPJ220031.3+003541 ,  , 330.13046 , 0.59472 , 5.1 , 0.098 , 0.16 , -12.5 , 0.13 ,  ,  , 2WHSPJ220031.3+003540
1865 , 3HSPJ220107.3-590640 ,  , 330.28054 , -59.11111 , 34.2 , 0.21 , 0.34 , -11.8 , 0.63 ,  , 1.85 , 2WHSPJ220107.3-590639
1866 , 3HSPJ220123.8+294934 ,  , 330.34925 , 29.82611 , 6.8 , 0.24 , 0.24 , -12.4 , 0.16 ,  ,  , 2WHSPJ220123.8+294933
