id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Power Law Index , Flux 50-100 MeV (ph/cm2/s) , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Signif. Peak , Flux Peak (ph/cm2/s) , Flux Peak Error (ph/cm2/s) , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Association , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
4550 , 4FGL J2051.0+3049e , 312.75 , 30.83 , Cygnus Loop , 2.493e-12 , LogParabola , 2.2134352 , 2.671e-8 , 6.208e-8 , 3.287e-8 , 8.153e-9 , 1.540e-9 , 2.012e-10 , 9.191e-12 , 4.433e-12 , 1.574e-11 , 2.280e-11 , 1.891e-11 , 9.644e-12 , 4.302e-12 , 2.883e-13 ,  ,  ,  , 3FGL J2051.0+3040e ,  , N ,  , SNR , Cygnus Loop ,  , 312.75 , 31 , 1.5
4551 , 4FGL J2051.0-0826 , 312.7676 , -8.4344 ,  , 3.388e-13 , PLSuperExpCutoff , 2.1011827 , 9.224e-9 , <9.012e-10 , 5.695e-10 , 4.067e-10 , 1.234e-10 , <5.712e-12 , 2.627e-12 , 1.578e-12 , 2.656e-18 , 4.494e-13 , 1.018e-12 , 7.403e-13 , 1.200e-19 , 7.303e-14 ,  ,  ,  , 3FGL J2051.3-0828 ,  , N ,  , PSR , PSR J2051-0827 , 1 , 312.7814025878906 , -8.460479736328125 , 0.0000072213925
4552 , 4FGL J2052.1+5539 , 313.0493 , 55.6611 ,  , 8.792e-13 , PowerLaw , 2.2582004 , <2.391e-8 , 4.227e-9 , 1.321e-9 , 5.990e-11 , 5.172e-11 , 1.662e-11 , 2.094e-12 , 6.525e-17 , 9.905e-13 , 8.802e-13 , 1.404e-13 , 3.446e-13 , 3.895e-13 , 1.010e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4553 , 4FGL J2052.2-5533 , 313.0674 , -55.5624 ,  , 6.518e-13 , PowerLaw , 2.3102486 , <1.711e-8 , 1.196e-8 , 4.311e-9 , 8.771e-10 , 2.137e-10 , 3.223e-11 , <6.465e-12 , 2.230e-15 , 2.789e-12 , 2.855e-12 , 2.045e-12 , 1.415e-12 , 7.515e-13 , 1.233e-15 , 29.798246 , 0.00000007414758 , 0.0000000037750434 , 3FGL J2051.8-5535 ,  , N ,  , bcu , PMN J2052-5533 , 0.9993072 , 313.057022042 , -55.5527900722 , 0.0000008
4554 , 4FGL J2052.3+4437 , 313.082 , 44.6333 ,  , 3.125e-12 , LogParabola , 2.6922717 , 2.073e-8 , 1.002e-8 , 7.633e-9 , 1.220e-9 , 5.000e-11 , <9.553e-12 , <6.362e-12 , 3.594e-12 , 2.734e-12 , 5.301e-12 , 2.649e-12 , 2.742e-13 , 8.312e-18 , 1.335e-16 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4555 , 4FGL J2052.5+0810 , 313.1262 , 8.1742 ,  , 3.479e-13 , PowerLaw , 1.4738826 , <1.810e-8 , 3.718e-10 , <1.854e-10 , <2.859e-11 , 1.299e-11 , 1.211e-11 , 8.705e-12 , 6.397e-15 , 9.415e-14 , 3.418e-16 , 2.876e-20 , 9.500e-14 , 3.066e-13 , 5.811e-13 ,  ,  ,  ,  ,  , N ,  , bll , RX J2052.7+0810 , 0.9949781 , 313.1778869628906 , 8.177200317382812 , 0.009
4556 , 4FGL J2052.7+1218 , 313.1937 , 12.3162 ,  , 6.479e-13 , PowerLaw , 2.347354 , <2.344e-8 , 6.690e-9 , 1.557e-9 , 4.290e-10 , 7.759e-11 , 8.025e-12 , <5.738e-12 , 6.775e-16 , 1.554e-12 , 1.026e-12 , 9.966e-13 , 5.116e-13 , 1.864e-13 , 9.686e-17 ,  ,  ,  , 3FGL J2052.7+1217 ,  , N ,  , PSR , PSR J2052+1218 , 1 , 313.1990661621094 , 12.333060264587402 , 0.000006967541
4557 , 4FGL J2052.8+5739 , 313.2198 , 57.6575 ,  , 1.075e-12 , PowerLaw , 2.5946186 , 7.843e-9 , 8.794e-9 , 1.933e-9 , 1.752e-10 , 8.246e-11 , 3.531e-13 , <3.855e-12 , 1.227e-12 , 1.995e-12 , 1.239e-12 , 3.976e-13 , 5.288e-13 , 8.012e-15 , 1.969e-16 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4558 , 4FGL J2053.8+2922 , 313.4539 , 29.3693 ,  , 9.355e-13 , LogParabola , 1.7522888 , 1.165e-8 , 1.057e-9 , 8.331e-11 , 3.853e-10 , 2.427e-10 , 1.158e-10 , 3.148e-11 , 2.020e-12 , 3.084e-13 , 6.838e-14 , 1.020e-12 , 1.756e-12 , 2.755e-12 , 1.228e-12 ,  ,  ,  , 3FGL J2053.9+2922 ,  , N ,  , bll , RX J2053.8+2923 , 0.9980296 , 313.4612401 , 29.3874606111 , 0.00000052
4559 , 4FGL J2054.0+7024 , 313.5095 , 70.4001 ,  , 5.008e-13 , PowerLaw , 2.1221325 , <1.673e-8 , 3.034e-9 , 1.985e-10 , 1.647e-10 , 1.113e-11 , 4.289e-12 , 6.488e-12 , 2.997e-15 , 7.204e-13 , 1.344e-13 , 3.910e-13 , 7.530e-14 , 1.018e-13 , 3.299e-13 ,  ,  ,  ,  ,  , N ,  , bcu , NVSS J205350+702404 ,  , 313.463500721 , 70.4016133778 , 0.0000021
4560 , 4FGL J2054.1-4054 , 313.5355 , -40.9049 ,  , 5.161e-13 , PowerLaw , 2.473797 , <1.146e-8 , 6.235e-9 , 1.304e-9 , 1.730e-10 , 6.102e-11 , <6.148e-12 , <4.831e-12 , 1.242e-16 , 1.431e-12 , 8.474e-13 , 3.971e-13 , 3.966e-13 , 3.349e-17 , 5.791e-17 ,  ,  ,  , 3FGL J2053.4-4052 ,  , N ,  ,  ,  , 0.31 , 313.2555847167969 , -40.929107666015625 , 0.0045
4561 , 4FGL J2054.2+6904 , 313.5671 , 69.0769 ,  , 5.781e-13 , LogParabola , 2.3836496 , <1.297e-8 , 1.042e-9 , 1.752e-9 , 5.116e-10 , 6.532e-11 , 7.828e-12 , <3.204e-12 , 1.067e-15 , 2.816e-13 , 1.259e-12 , 1.181e-12 , 3.926e-13 , 1.579e-13 , 6.860e-19 ,  ,  ,  , 3FGL J2054.3+6907 ,  , N ,  ,  ,  , 0 ,  ,  , 
4562 , 4FGL J2054.8+0015 , 313.7246 , 0.257 ,  , 5.564e-13 , PowerLaw , 1.9162565 , 1.546e-9 , 3.173e-9 , 4.429e-10 , 1.753e-10 , 6.230e-11 , 2.345e-11 , 9.328e-12 , 2.485e-13 , 7.688e-13 , 3.071e-13 , 4.247e-13 , 4.320e-13 , 5.682e-13 , 5.155e-13 ,  ,  ,  , 3FGL J2055.0+0016 ,  , N ,  , bll , RGB J2054+002 , 0.99920076 , 313.736886946 , 0.260490408333 , 0.00000083
4563 , 4FGL J2055.4-0020 , 313.8527 , -0.3395 ,  , 6.048e-13 , PowerLaw , 1.8690296 , <1.628e-8 , <3.008e-9 , 9.605e-10 , 1.078e-10 , 1.033e-10 , 4.274e-11 , 1.310e-11 , 2.812e-14 , 4.210e-17 , 6.698e-13 , 2.625e-13 , 7.202e-13 , 1.040e-12 , 7.381e-13 ,  ,  ,  , 3FGL J2055.2-0019 ,  , N ,  , bll , 1RXS J205528.2-002123 , 0.9988356 , 313.867627708 , -0.354767458333 , 0.00000035
4564 , 4FGL J2055.8+1545 , 313.954 , 15.7505 ,  , 6.251e-13 , PowerLaw , 2.4283357 , <1.877e-8 , 7.078e-9 , 1.523e-9 , 1.682e-10 , 4.083e-11 , 1.436e-12 , 3.592e-12 , 1.133e-13 , 1.632e-12 , 9.954e-13 , 3.878e-13 , 2.668e-13 , 3.311e-14 , 1.628e-13 ,  ,  ,  ,  ,  , N ,  , bcu , TXS 2053+156 , 0.8572282 , 313.8392028808594 , 15.800800323486328 , 0.0045
4565 , 4FGL J2055.8+2540 , 313.9601 , 25.674 ,  , 1.094e-12 , PLSuperExpCutoff , 2.1675305 , 1.643e-8 , 2.234e-8 , 2.135e-8 , 8.121e-9 , 8.523e-10 , 1.060e-11 , <4.591e-12 , 2.780e-12 , 6.036e-12 , 1.588e-11 , 1.874e-11 , 4.516e-12 , 2.008e-13 , 1.790e-16 ,  ,  ,  , 3FGL J2055.8+2539 ,  J2055+2521 , N ,  , PSR , PSR J2055+2539 , 1 , 313.95330810546875 , 25.667200088500977 , 0.00034195065
4566 , 4FGL J2056.2-4714 , 314.0715 , -47.2369 ,  , 1.254e-12 , LogParabola , 2.4467964 , 1.616e-7 , 1.019e-7 , 2.787e-8 , 4.445e-9 , 6.895e-10 , 7.306e-11 , 7.559e-12 , 2.590e-11 , 2.410e-11 , 1.828e-11 , 1.006e-11 , 4.299e-12 , 1.586e-12 , 2.593e-13 , 64.08857 , 0.00000024832048 , 0.0000000062570287 , 3FGL J2056.2-4714 ,  J2057-4711 , N ,  , fsrq , PKS 2052-47 , 0.9998995 , 314.068165892 , -47.2465632722 , 0.000000068
4567 , 4FGL J2056.4+4351c , 314.1141 , 43.855 ,  , 3.452e-12 , LogParabola , 2.6445582 , <6.407e-8 , 1.442e-8 , 6.334e-9 , 1.291e-9 , 9.034e-11 , 1.230e-11 , <5.455e-12 , 6.438e-19 , 3.648e-12 , 4.230e-12 , 2.827e-12 , 5.167e-13 , 2.401e-13 , 6.012e-18 ,  ,  ,  ,  ,  , N ,  , unk , 1RXS J205549.4+435216 , 0 , 313.9558410644531 , 43.87125015258789 , 0.00045
4568 , 4FGL J2056.4+3142 , 314.1198 , 31.7019 ,  , 1.014e-12 , LogParabola , 2.4065583 , 3.648e-9 , 6.301e-9 , 5.404e-9 , 1.224e-9 , 1.425e-10 , 3.896e-12 , <4.695e-12 , 6.324e-13 , 1.725e-12 , 3.844e-12 , 2.745e-12 , 8.161e-13 , 7.490e-14 , 7.857e-20 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 , 312.75 , 30.66666603088379 , 0.00045
4569 , 4FGL J2056.4-4904 , 314.1224 , -49.072 ,  , 6.410e-13 , PowerLaw , 2.7605093 , 1.266e-8 , 3.934e-9 , 1.241e-9 , 1.351e-10 , 7.542e-12 , <7.654e-12 , <4.514e-12 , 1.968e-12 , 8.792e-13 , 7.816e-13 , 3.019e-13 , 4.750e-14 , 1.171e-16 , 3.797e-16 ,  ,  ,  , 3FGL J2054.8-4908 ,  , N ,  , bcu , SUMSS J205613-490415 , 0.9582181 , 314.056640625 , -49.07061004638672 , 0.0045
4570 , 4FGL J2056.4-5922 , 314.1242 , -59.3678 ,  , 4.945e-13 , PowerLaw , 2.4262311 , <1.307e-8 , 6.925e-9 , 1.078e-9 , 2.856e-10 , 6.861e-11 , <5.576e-12 , <3.884e-12 , 5.638e-15 , 1.597e-12 , 7.046e-13 , 6.584e-13 , 4.484e-13 , 3.809e-20 , 1.857e-18 ,  ,  ,  , 3FGL J2056.3-5925 ,  , N ,  ,  ,  , 0 ,  ,  , 
4571 , 4FGL J2056.5-0202 , 314.1422 , -2.0355 ,  , 6.123e-13 , PowerLaw , 2.6253333 , 1.148e-8 , 5.207e-9 , 2.313e-9 , 2.326e-10 , 3.183e-11 , <7.601e-12 , <6.174e-12 , 1.795e-12 , 1.178e-12 , 1.478e-12 , 5.264e-13 , 2.034e-13 , 2.262e-16 , 5.635e-19 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J2056-0205 , 0.97905403 , 314.158976696 , -2.08582302222 , 0.00000018
4572 , 4FGL J2056.7-3209 , 314.178 , -32.1612 ,  , 5.812e-13 , PowerLaw , 2.6080818 , <1.489e-8 , 5.502e-9 , 1.081e-9 , 1.533e-10 , <1.349e-11 , <6.096e-12 , 3.796e-12 , 2.981e-14 , 1.247e-12 , 6.924e-13 , 3.475e-13 , 2.431e-18 , 8.157e-17 , 1.618e-13 ,  ,  ,  ,  ,  , N ,  , bll , PKS 2053-323 , 0.99423534 , 314.104459308 , -32.1466113278 , 0.00000015
4573 , 4FGL J2056.7+4939 , 314.1913 , 49.6663 ,  , 1.397e-12 , PowerLaw , 1.8518728 , 2.366e-8 , <1.128e-8 , 9.226e-10 , 1.291e-9 , 5.247e-10 , 1.668e-10 , 7.547e-11 , 3.812e-12 , 1.878e-16 , 6.446e-13 , 3.148e-12 , 3.666e-12 , 4.067e-12 , 4.285e-12 , 12.957867 , 0.000000019453207 , 0.0000000025762399 , 3FGL J2056.7+4938 ,  , P , RGB J2056+496 , bcu , RGB J2056+496 , 0.9992758 , 314.178084146 , 49.668500075 , 0.00000046
4574 , 4FGL J2057.4-0723 , 314.3535 , -7.3901 ,  , 5.894e-13 , PowerLaw , 2.7419918 , 1.579e-8 , 9.071e-9 , 1.775e-9 , 2.466e-10 , 2.529e-11 , 6.240e-13 , <4.980e-12 , 2.456e-12 , 2.030e-12 , 1.120e-12 , 5.521e-13 , 1.596e-13 , 1.397e-14 , 4.227e-17 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J2057-0719 , 0.978997 , 314.337691225 , -7.32767633333 , 0.00000018
4575 , 4FGL J2058.0+3338 , 314.517 , 33.638 ,  , 3.665e-13 , LogParabola , 2.2255034 , <2.000e-8 , <1.186e-9 , 3.955e-11 , 2.731e-10 , 6.944e-11 , 2.661e-12 , <4.244e-12 , 1.228e-13 , 4.914e-17 , 3.294e-14 , 6.683e-13 , 4.148e-13 , 5.119e-14 , 3.693e-17 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4576 , 4FGL J2058.5-1833 , 314.6488 , -18.5648 ,  , 3.364e-13 , PowerLaw , 1.2488985 , 3.141e-10 , <9.879e-10 , <1.839e-10 , 3.040e-12 , 1.354e-11 , 6.915e-12 , 7.331e-12 , 5.184e-14 , 6.693e-19 , 5.003e-15 , 7.873e-15 , 1.017e-13 , 1.791e-13 , 5.391e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4577 , 4FGL J2058.7+4454 , 314.6752 , 44.915 ,  , 2.318e-12 , PowerLaw , 2.7209039 , <6.556e-8 , 5.831e-9 , 3.606e-9 , 4.932e-10 , 7.514e-11 , <9.618e-12 , <4.958e-12 , 1.586e-17 , 1.308e-12 , 2.281e-12 , 1.106e-12 , 4.753e-13 , 2.103e-17 , 1.317e-18 ,  ,  ,  ,  ,  , N ,  , spp , SNR G085.9-00.6 , 0.8 , 314.6666564941406 , 44.88333511352539 , 0.00045
4578 , 4FGL J2058.8-1442 , 314.7137 , -14.7085 ,  , 4.452e-13 , PowerLaw , 1.9714793 , 1.300e-8 , 2.427e-9 , 2.534e-10 , 9.944e-11 , 5.013e-11 , 1.418e-11 , 5.375e-12 , 2.084e-12 , 5.849e-13 , 1.746e-13 , 2.396e-13 , 3.454e-13 , 3.418e-13 , 2.904e-13 ,  ,  ,  ,  ,  , N ,  , bcu , TXS 2056-149 , 0.99893457 , 314.694779683 , -14.7180518806 , 0.00000068
4579 , 4FGL J2100.0+1445 , 315.0149 , 14.7645 ,  , 6.125e-13 , PowerLaw , 2.4413342 , <2.289e-8 , 1.155e-9 , 1.188e-9 , 2.127e-10 , 8.995e-12 , 1.398e-12 , 5.256e-12 , 2.235e-13 , 2.658e-13 , 7.753e-13 , 4.898e-13 , 5.868e-14 , 3.218e-14 , 2.372e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4580 , 4FGL J2100.0-4356 , 315.0196 , -43.9445 ,  , 4.823e-13 , PowerLaw , 2.3610806 , 2.391e-8 , 5.612e-9 , 8.697e-10 , 1.412e-10 , 6.754e-11 , 6.518e-12 , <4.394e-12 , 3.775e-12 , 1.302e-12 , 5.726e-13 , 3.276e-13 , 4.446e-13 , 1.512e-13 , 5.664e-18 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4581 , 4FGL J2101.3+0912 , 315.3491 , 9.2007 ,  , 5.090e-13 , PowerLaw , 2.0488408 , 3.147e-8 , 2.117e-9 , 5.745e-10 , 1.622e-10 , 4.702e-11 , 1.889e-11 , 3.053e-12 , 5.032e-12 , 5.062e-13 , 3.922e-13 , 3.878e-13 , 3.210e-13 , 4.517e-13 , 1.598e-13 ,  ,  ,  ,  ,  , N ,  , bcu , RX J2101.3+0913 , 0.9964544 , 315.34942626953125 , 9.223555564880371 , 0.0045
4582 , 4FGL J2101.4-2935 , 315.3664 , -29.5926 ,  , 6.133e-13 , PowerLaw , 2.834817 , <1.891e-8 , 1.036e-8 , 1.603e-9 , 9.382e-11 , 2.660e-11 , <6.104e-12 , <5.926e-12 , 1.067e-14 , 2.300e-12 , 1.002e-12 , 2.083e-13 , 1.662e-13 , 9.171e-20 , 3.786e-20 , 6.6535873 , 0.000000028110527 , 0.0000000045491255 ,  ,  , N ,  , fsrq , PKS 2058-297 , 0.9735339 , 315.256916612 , -29.5577322917 , 0.0000001
4583 , 4FGL J2101.8+5044 , 315.4654 , 50.7424 ,  , 2.314e-12 , PowerLaw , 2.5924673 , <7.862e-8 , 8.559e-9 , 3.332e-9 , 6.350e-10 , 7.570e-11 , <9.744e-12 , <6.671e-12 , 4.139e-15 , 1.943e-12 , 2.138e-12 , 1.441e-12 , 4.856e-13 , 8.056e-19 , 4.042e-15 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4584 , 4FGL J2102.3+4702 , 315.5784 , 47.0422 ,  , 1.684e-12 , PowerLaw , 2.2450886 , <8.631e-8 , <1.331e-8 , 4.600e-9 , 1.223e-9 , 2.951e-10 , 7.842e-11 , 1.410e-11 , 1.750e-13 , 3.102e-15 , 3.069e-12 , 2.869e-12 , 1.969e-12 , 1.840e-12 , 6.836e-13 ,  ,  ,  , 2FGL J2103.4+4706 ,  , N ,  , bcu , MG4 J210218+4702 , 0.9988544 , 315.571066663 , 47.0378481806 , 0.00000012
4585 , 4FGL J2103.0+0342 , 315.7647 , 3.7128 ,  , 6.151e-13 , PowerLaw , 2.509161 , 1.608e-8 , 7.588e-9 , 1.089e-9 , 2.183e-10 , 4.066e-11 , <8.888e-12 , 3.595e-12 , 2.526e-12 , 1.736e-12 , 7.052e-13 , 4.993e-13 , 2.632e-13 , 3.296e-16 , 1.584e-13 , 4.863238 , 0.00000001655894 , 0.000000003967147 ,  ,  , N ,  , bcu , NVSS J210301+034411 ,  , 315.7549743652344 , 3.7361748218536377 , 0.0045
4586 , 4FGL J2103.2-2114 , 315.8167 , -21.2419 ,  , 4.108e-13 , PowerLaw , 2.101171 , <1.185e-8 , 2.100e-9 , 2.132e-11 , 8.568e-11 , 3.970e-11 , 1.702e-11 , <4.592e-12 , 5.367e-14 , 4.995e-13 , 1.447e-14 , 2.038e-13 , 2.693e-13 , 4.050e-13 , 2.360e-20 ,  ,  ,  ,  ,  , N ,  , bcu , NVSS J210312-211216 ,  , 315.801892321 , -21.2040613111 , 0.0000056
4587 , 4FGL J2103.7-1112 , 315.9353 , -11.2113 ,  , 5.514e-13 , LogParabola , 2.1220415 , 7.333e-9 , 1.270e-9 , 1.611e-9 , 9.230e-10 , 1.911e-10 , 1.682e-11 , <4.727e-12 , 1.271e-12 , 3.650e-13 , 1.234e-12 , 2.215e-12 , 1.181e-12 , 3.430e-13 , 9.580e-17 ,  ,  ,  , 3FGL J2103.7-1113 ,  , N ,  , bcu , 1RXS J210346.8-111335 , 0 , 315.94500732421875 , -11.22638988494873 , 0.009
4588 , 4FGL J2103.8-6233 , 315.9547 , -62.5563 ,  , 8.462e-13 , LogParabola , 2.022396 , 6.596e-9 , 3.834e-9 , 3.830e-9 , 1.188e-9 , 3.859e-10 , 8.052e-11 , 2.160e-11 , 1.087e-12 , 9.701e-13 , 2.719e-12 , 2.866e-12 , 2.589e-12 , 1.855e-12 , 8.705e-13 , 18.22049 , 0.000000015173534 , 0.0000000014657133 , 3FGL J2103.9-6233 ,  , N ,  , bll , PMN J2103-6232 , 0.97534716 , 315.909912109375 , -62.54050064086914 , 0.009
4589 , 4FGL J2104.0+4623 , 316.0058 , 46.3836 ,  , 7.826e-13 , LogParabola , 2.5104234 , 5.905e-8 , 7.484e-9 , 1.261e-9 , 6.588e-10 , 9.801e-11 , <7.914e-12 , <7.403e-12 , 1.024e-11 , 2.183e-12 , 1.016e-12 , 1.530e-12 , 5.469e-13 , 4.916e-16 , 3.453e-16 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4590 , 4FGL J2104.0-3546 , 316.0096 , -35.7678 ,  , 5.898e-13 , PowerLaw , 2.3324647 , 2.294e-8 , 5.793e-9 , 2.011e-9 , 3.814e-10 , 1.225e-10 , 1.536e-11 , <5.304e-12 , 3.627e-12 , 1.348e-12 , 1.328e-12 , 8.873e-13 , 8.091e-13 , 3.574e-13 , 1.446e-19 , 9.062237 , 0.000000023363635 , 0.000000003255009 , 3FGL J2103.9-3546 ,  , N ,  , bcu , NVSS J210353-354620 , 0.9932553 , 315.970639063 , -35.7722985417 , 0.00000065
4591 , 4FGL J2104.3-0212 , 316.0787 , -2.2088 ,  , 5.154e-13 , PowerLaw , 1.6739801 , <1.728e-8 , 1.137e-9 , 4.489e-11 , 7.039e-11 , 6.849e-11 , 2.725e-11 , 1.174e-11 , 3.242e-14 , 2.821e-13 , 3.204e-14 , 1.747e-13 , 4.888e-13 , 6.763e-13 , 7.189e-13 ,  ,  ,  , 3FGL J2104.2-0211 ,  , N ,  , bll , NVSS J210421-021239 , 0.999418 , 316.091373921 , -2.21083865833 , 0.00000046
4592 , 4FGL J2104.4+2116 , 316.1226 , 21.2831 ,  , 6.482e-13 , PowerLaw , 2.193353 , 6.327e-10 , 4.832e-9 , 1.379e-9 , 1.744e-10 , 5.756e-11 , 1.857e-11 , 1.126e-11 , 1.006e-13 , 1.139e-12 , 9.258e-13 , 4.111e-13 , 3.863e-13 , 4.380e-13 , 5.571e-13 ,  ,  ,  , 3FGL J2104.7+2113 ,  , N ,  ,  ,  , 0.36 , 316.06634521484375 , 21.302278518676758 , 0.0045
4593 , 4FGL J2104.7+0108 , 316.1774 , 1.1414 ,  , 4.899e-13 , PowerLaw , 2.1100955 , <1.513e-8 , <2.169e-9 , 1.718e-10 , 1.696e-10 , 5.924e-11 , 8.760e-12 , 3.116e-12 , 1.566e-14 , 1.084e-17 , 1.165e-13 , 4.031e-13 , 4.015e-13 , 2.082e-13 , 1.592e-13 ,  ,  ,  ,  ,  , N ,  , bcu , PKS B2102+009 , 0.99691415 , 316.178789254 , 1.13629508889 , 0.0000006
4594 , 4FGL J2105.2-5143 , 316.3189 , -51.7293 ,  , 4.741e-13 , PowerLaw , 2.4517236 , 1.855e-8 , 4.426e-9 , 7.561e-10 , 1.482e-10 , 2.318e-11 , 9.154e-12 , 2.586e-12 , 2.920e-12 , 1.018e-12 , 4.927e-13 , 3.409e-13 , 1.511e-13 , 2.105e-13 , 1.163e-13 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J2105-5145 , 0.9930328 , 316.353559987 , -51.7638606861 , 0.000024
4595 , 4FGL J2105.9+7508 , 316.4812 , 75.1444 ,  , 6.181e-13 , PowerLaw , 2.2214017 , 2.018e-8 , <3.377e-9 , 1.011e-9 , 2.402e-10 , 7.082e-11 , 1.761e-11 , 2.612e-12 , 3.204e-12 , 3.457e-14 , 6.764e-13 , 5.647e-13 , 4.738e-13 , 4.140e-13 , 1.278e-13 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4596 , 4FGL J2106.9+2455 , 316.7417 , 24.9327 ,  , 6.803e-13 , PowerLaw , 2.72794 , <1.843e-8 , 4.574e-9 , 1.302e-9 , 1.429e-10 , 1.354e-11 , <7.510e-12 , <6.486e-12 , 8.641e-15 , 1.025e-12 , 8.231e-13 , 3.202e-13 , 8.554e-14 , 1.881e-16 , 6.573e-16 , 3.5957453 , 0.000000015888114 , 0.0000000046198245 , 3FGL J2106.1+2505 ,  , N ,  , bcu , MG3 J210642+2501 , 0.94210553 , 316.665657292 , 25.0159693806 , 0.00000039
4597 , 4FGL J2107.6-4148 , 316.9083 , -41.8157 ,  , 4.504e-13 , PowerLaw , 2.3779135 , 1.092e-9 , 1.606e-12 , 7.653e-10 , 1.656e-10 , 4.275e-11 , <5.203e-12 , <4.638e-12 , 1.723e-13 , 3.719e-16 , 5.029e-13 , 3.836e-13 , 2.809e-13 , 1.985e-19 , 4.258e-20 ,  ,  ,  ,  ,  , N ,  , bcu , PMN J2107-4145 , 0.9724732 , 316.8465576171875 , -41.758277893066406 , 0.0045
4598 , 4FGL J2107.7+3529 , 316.9428 , 35.4885 ,  , 7.049e-13 , PowerLaw , 2.4464638 , <3.426e-8 , 3.227e-9 , 1.046e-9 , 1.835e-10 , 1.407e-11 , 3.867e-12 , <5.356e-12 , 1.843e-14 , 7.425e-13 , 6.820e-13 , 4.223e-13 , 9.176e-14 , 8.899e-14 , 1.120e-16 , 8.113725 , 0.000000030244454 , 0.0000000044909827 , 3FGL J2110.3+3540 ,  , N ,  ,  ,  , 0.62 , 317.3828125 , 35.549339294433594 , 0.0045
4599 , 4FGL J2108.0+3655 , 317.0034 , 36.9297 ,  , 6.479e-13 , PowerLaw , 2.0145197 , 1.113e-8 , 2.918e-9 , 8.601e-10 , 2.372e-10 , 1.079e-10 , 4.363e-11 , <4.417e-12 , 1.782e-12 , 7.001e-13 , 5.895e-13 , 5.691e-13 , 7.397e-13 , 1.047e-12 , 4.314e-17 ,  ,  ,  , 3FGL J2108.0+3654 ,  , N ,  , bll , TXS 2106+367 , 0.99989384 , 317.022747854 , 36.9240442944 , 0.00000046
4600 , 4FGL J2108.0+5155 , 317.0167 , 51.9276 ,  , 3.023e-12 , LogParabola , 2.536392 , 5.885e-8 , 2.755e-8 , 1.088e-8 , 1.899e-9 , 2.094e-10 , 1.234e-11 , <7.396e-12 , 9.665e-12 , 6.766e-12 , 7.223e-12 , 4.226e-12 , 1.246e-12 , 2.521e-13 , 1.788e-14 ,  ,  ,  ,  ,  , N ,  ,  ,  , 0 ,  ,  , 
4601 , 4FGL J2108.2-2454 , 317.0615 , -24.9081 ,  , 5.668e-13 , PowerLaw , 2.5856118 , 2.405e-8 , 9.692e-9 , 2.140e-9 , 3.817e-10 , 5.206e-11 , 5.172e-12 , <4.414e-12 , 3.764e-12 , 2.201e-12 , 1.373e-12 , 8.668e-13 , 3.342e-13 , 1.175e-13 , 1.460e-17 , 7.355772 , 0.000000023523501 , 0.0000000037246919 ,  ,  , N ,  , bcu , AT20G J210812-245233 , 0.99178636 , 317.051332437 , -24.8759230167 , 0.00000016
4602 , 4FGL J2108.5+1434 , 317.1476 , 14.5812 ,  , 7.051e-13 , PowerLaw , 2.7221403 , 2.800e-8 , 1.657e-8 , 2.746e-9 , 2.482e-10 , 3.569e-11 , <5.535e-12 , <5.195e-12 , 4.361e-12 , 3.716e-12 , 1.736e-12 , 5.567e-13 , 2.257e-13 , 5.727e-17 , 9.225e-17 , 7.2749853 , 0.00000003322289 , 0.000000005135947 ,  ,  , N ,  , fsrq , OX 110 , 0.9936406 , 317.1709673 , 14.5075035083 , 0.000000075
