x,y
-1, 3.579580361693728e-9
-0.977284460505937, 4.905614655816922e-9
-0.9586990191017036, 6.05249314964596e-9
-0.9297883324728962, 7.3122510730048525e-9
-0.903975219411461, 7.787953641245652e-9
-0.8657718120805369, 8.2079287274782e-9
-0.8430562725864739, 8.294603305144389e-9
-0.8007227671657201, 8.037287229717964e-9
-0.7790397521941145, 7.787953641245652e-9
-0.7387712958182755, 7.2358415992511776e-9
-0.7170882808466701, 7.011370543284967e-9
-0.6778523489932886, 6.4462414641938174e-9
-0.6551368094992256, 6.116406629525071e-9
-0.6159008776458441, 5.56465131348159e-9
-0.5921528136293237, 5.2799248017357525e-9
-0.5529168817759421, 4.703761092323609e-9
-0.5343314403717089, 4.416446691765417e-9
-0.4940629839958698, 3.772613684737265e-9
-0.47341249354672177, 3.5051614705759804e-9
-0.43624161073825496, 2.9628886373639715e-9
-0.41662364481156433, 2.6956092271594535e-9
-0.37945276200309763, 2.1619916614562104e-9
-0.3629323696437792, 1.9464066362286735e-9
-0.32782653588022703, 1.5286447508535107e-9
-0.3092410944759938, 1.333521432163324e-9
-0.2762003097573569, 1.0042106375434148e-9
-0.2617449664429532, 8.852792643314842e-10
-0.23180175529168823, 6.392296842024864e-10
-0.21734641197728455, 5.518084175983697e-10
-0.19050077439339197, 3.9844186431729295e-10
-0.17914300464636046, 3.368001395501572e-10
-0.15849251419721266, 2.2595117210321372e-10
-0.1502323180175531, 1.8506988982582532e-10
-0.14093959731543615, 1.2948703228208374e-10
-0.1347444501806918, 1.0063226002073946e-10
-0.1275167785234903, 6.680631519708772e-11
-0.1233866804336603, 5.358146682889923e-11
-0.11615900877645813, 3.446741864073258e-11
-0.11409395973154335, 2.7936235506858136e-11
-0.10789881259679901, 2.2642637164952787e-11
-0.09344346928239555, 1.9752425750524157e-11
-0.07589055240061948, 1.7782794100389227e-11
-0.06040268456375819, 1.3391364075705391e-11
-0.05110996386164146, 1.1682028143480952e-11
-0.03975219411461017, 9.874737223446137e-12
-0.027361899845121274, 9.369476547502817e-12
-0.008776458440888035, 9.468416907448808e-12
0.020134228187919767, 9.771551013458782e-12
0.04078471863706756, 9.979013065357524e-12
0.057305110996386244, 9.874737223446137e-12
0.07692307692307665, 9.568402063737115e-12
0.09447599380485272, 9.369476547502817e-12
0.13371192565823442, 8.983946422967278e-12
0.15436241610738244, 8.797171644053698e-12
0.22044398554465672, 8.347046765721716e-12
0.24935467217346408, 8.347046765721716e-12
0.26897263810015515, 8.2598241793528e-12
0.3082085699535364, 8.088103783623435e-12
0.3319566339700568, 7.919953426876671e-12
0.3711925658234383, 7.67425978024983e-12
0.39803820340733087, 7.594067491253775e-12
0.4383066597831695, 7.281590932847278e-12
0.46102219927723276, 7.205501842673303e-12
0.5033557046979866, 7.055700636136062e-12
0.5240061951471346, 7.130207846551837e-12
0.5642746515229731, 7.130207846551837e-12
0.6014455343314404, 7.055700636136062e-12
0.6293236964377904, 7.055700636136062e-12
0.6499741868869386, 7.055700636136062e-12
0.6799173980382034, 7.205501842673303e-12
0.7098606091894686, 7.055700636136062e-12
0.7315436241610738, 7.055700636136062e-12
0.7542591636551363, 6.981971989897265e-12
0.7759421786267424, 6.836817932493292e-12
0.7965926690758902, 6.765376504244189e-12
0.8182756840474958, 6.6946816042368026e-12
0.8420237480640163, 6.765376504244189e-12
0.8606091894682497, 6.836817932493292e-12
0.881259679917398, 7.281590932847249e-12
0.9019101703665457, 7.755298888585006e-12
0.9246257098606092, 8.52426483959009e-12
0.9576664945792461, 1.0190879791899992e-11
0.9927723283427983, 1.2975935739737911e-11
