id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , Spectrum Type , PL Flux Density (cm-2 MeV-1 s-1) , PL Flux Density Error (cm-2 MeV-1 s-1) , Power Law Index , Flux 100-300 MeV (ph/cm2/s) , Flux 300-1000 MeV (ph/cm2/s) , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 50-100 MeV (erg /cm2/s) , NuFNu 100-300 MeV (erg /cm2/s) , NuFNu 300-1000 MeV (erg /cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s) , Class , Low confidence Class
2733 , 4FGL J1413.5-6205 , 14 13 31.68 , -62 05 25.07 ,  , 87.73495 , 2.725e-8 , 4.937e-10 , PLSuperExpCutoff , 5.887e-12 , 1.024e-13 , 2.330003 , 6.557e-8 , 6.039e-8 , 2.148e-8 , 5.311e-9 , 3.665e-10 , 1.018e-11 , 6.411e-12 , 1.660e-11 , 4.321e-11 , 5.142e-11 , 3.307e-11 , 7.088e-12 , 2.829e-13 , PSR , 
2734 , 4FGL J1415.2-5550 , 14 15 15.98 , -55 50 20.04 ,  , 5.7362094 , 3.574e-10 , 9.228e-11 , LogParabola , 1.323e-12 , 2.487e-13 , 2.7346234 , 8.766e-9 , 2.362e-9 , 3.752e-10 , <2.162e-11 , 1.396e-12 , <4.049e-12 , 2.431e-13 , 2.294e-12 , 1.556e-12 , 7.828e-13 , 3.722e-15 , 2.645e-14 , 5.189e-16 ,  , 
2735 , 4FGL J1415.3-6110 , 14 15 21.45 , -61 10 35.76 ,  , 4.936274 , 1.437e-9 , 3.328e-10 , PowerLaw , 2.468e-14 , 4.880e-15 , 2.4216871 , <1.453e-7 , 3.576e-9 , 1.744e-9 , 3.110e-10 , 6.173e-12 , 7.538e-12 , 2.012e-12 , 1.008e-13 , 2.338e-12 , 4.022e-12 , 2.034e-12 , 1.424e-13 , 3.425e-13 ,  , 
2736 , 4FGL J1415.4-6458 , 14 15 26.87 , -64 58 59.15 ,  , 7.7134776 , 5.029e-10 , 9.493e-11 , LogParabola , 6.146e-14 , 1.023e-14 , 2.1939163 , 1.468e-9 , 4.359e-10 , 2.612e-10 , 1.524e-10 , 2.455e-11 , 3.129e-12 , 2.087e-13 , 4.280e-13 , 3.673e-13 , 6.708e-13 , 9.973e-13 , 5.148e-13 , 8.697e-14 ,  , 
2737 , 4FGL J1415.5+4830 , 14 15 35.8 , +48 30 51.12 ,  , 23.837921 , 6.520e-10 , 4.725e-11 , PowerLaw , 1.499e-13 , 1.069e-14 , 1.9688796 , 4.432e-9 , 1.280e-9 , 4.751e-10 , 1.430e-10 , 5.743e-11 , 1.740e-11 , 2.429e-12 , 1.068e-12 , 8.817e-13 , 1.145e-12 , 9.852e-13 , 1.384e-12 , 9.408e-13 , bll , 
2738 , 4FGL J1415.9-1504 , 14 15 57.23 , -15 04 15.59 ,  , 5.2780495 , 1.885e-10 , 4.099e-11 , PowerLaw , 3.678e-14 , 7.996e-15 , 2.1171026 , 2.325e-9 , 2.530e-10 , 1.535e-10 , 5.133e-11 , 7.673e-12 , <5.513e-12 , 2.062e-19 , 5.524e-13 , 1.714e-13 , 3.646e-13 , 3.476e-13 , 1.823e-13 , 9.450e-18 ,  , agn
2739 , 4FGL J1416.1+1320 , 14 16 06.83 , +13 20 49.19 ,  , 14.443486 , 4.666e-10 , 4.945e-11 , PowerLaw , 9.481e-13 , 8.239e-14 , 2.405265 , 9.999e-9 , 1.899e-9 , 4.616e-10 , 7.182e-11 , 7.277e-12 , <5.862e-12 , 1.975e-12 , 2.310e-12 , 1.244e-12 , 1.066e-12 , 4.705e-13 , 1.681e-13 , 1.117e-16 , bcu , 
2740 , 4FGL J1416.1-2417 , 14 16 08.01 , -24 17 53.52 ,  , 9.298661 , 2.636e-10 , 4.491e-11 , PowerLaw , 1.561e-14 , 2.592e-15 , 1.8433762 , 3.960e-9 , <2.375e-10 , 1.927e-10 , 8.304e-11 , 2.765e-11 , 9.556e-12 , 2.797e-15 , 9.665e-13 , 3.001e-15 , 4.702e-13 , 5.808e-13 , 6.747e-13 , 5.445e-13 , bll , 
2741 , 4FGL J1416.7-5023 , 14 16 42.74 , -50 23 22.19 ,  , 11.308848 , 7.396e-10 , 8.465e-11 , LogParabola , 6.195e-13 , 6.654e-14 , 2.4045358 , 4.458e-9 , 1.315e-9 , 6.707e-10 , 1.139e-10 , 5.711e-12 , <6.342e-12 , 4.612e-12 , 1.190e-12 , 9.414e-13 , 1.557e-12 , 6.955e-13 , 1.174e-13 , 7.292e-17 ,  , 
2742 , 4FGL J1417.6-4403 , 14 17 39.5 , -44 03 07.19 ,  , 20.561329 , 1.117e-9 , 8.211e-11 , LogParabola , 9.756e-13 , 6.460e-14 , 2.3335326 , 5.373e-9 , 2.914e-9 , 8.015e-10 , 2.197e-10 , 5.436e-12 , <4.120e-12 , 3.054e-14 , 1.441e-12 , 2.097e-12 , 1.868e-12 , 1.346e-12 , 1.119e-13 , 1.946e-17 , psr , 
2743 , 4FGL J1417.7-6057 , 14 17 47.76 , -60 57 23.76 ,  , 6.327955 , 9.305e-10 , 5.320e-10 , PowerLaw , 1.904e-15 , 3.934e-16 , 1.8238771 , <2.417e-7 , 3.986e-8 , 1.914e-9 , 4.309e-10 , 6.769e-11 , 3.840e-11 , 3.463e-13 , 2.367e-14 , 2.794e-11 , 4.680e-12 , 3.021e-12 , 1.655e-12 , 2.206e-12 ,  , 
2744 , 4FGL J1417.9+2543 , 14 17 58.55 , +25 43 25.68 ,  , 10.954149 , 1.784e-10 , 3.574e-11 , PowerLaw , 2.860e-15 , 5.012e-16 , 1.536569 , <1.326e-9 , 8.179e-11 , 8.303e-11 , 5.023e-11 , 3.344e-11 , 2.426e-11 , 2.339e-13 , 3.389e-15 , 5.935e-14 , 2.089e-13 , 3.644e-13 , 8.416e-13 , 1.576e-12 , bll , 
2745 , 4FGL J1418.2-5400 , 14 18 16.72 , -54 00 19.79 ,  , 6.5905013 , 4.541e-10 , 8.984e-11 , LogParabola , 5.386e-13 , 9.050e-14 , 2.6067352 , 7.206e-9 , 2.374e-9 , 3.616e-10 , 2.354e-11 , <1.017e-11 , <4.014e-12 , 2.481e-12 , 1.940e-12 , 1.611e-12 , 7.677e-13 , 1.261e-13 , 9.755e-16 , 3.466e-16 ,  , 
2746 , 4FGL J1418.4-0233 , 14 18 25.39 , -02 33 33.84 ,  , 56.08804 , 2.898e-9 , 1.092e-10 , LogParabola , 7.394e-13 , 2.692e-14 , 1.7901014 , 9.541e-9 , 3.182e-9 , 1.559e-9 , 8.988e-10 , 3.186e-10 , 9.278e-11 , 7.049e-13 , 2.460e-12 , 2.329e-12 , 3.883e-12 , 6.313e-12 , 7.671e-12 , 4.521e-12 , bll , 
2747 , 4FGL J1418.4+3543 , 14 18 29.49 , +35 43 09.12 ,  , 65.69121 , 2.884e-9 , 9.569e-11 , LogParabola , 5.039e-12 , 1.409e-13 , 2.106669 , 2.470e-8 , 7.632e-9 , 2.008e-9 , 6.613e-10 , 1.564e-10 , 1.571e-11 , 2.019e-12 , 6.001e-12 , 5.241e-12 , 4.773e-12 , 4.426e-12 , 3.639e-12 , 6.965e-13 , BCU , 
2748 , 4FGL J1418.7-3504 , 14 18 43.0 , -35 04 19.55 ,  , 6.74116 , 2.062e-10 , 4.089e-11 , PowerLaw , 1.753e-12 , 2.575e-13 , 2.7092721 , 8.793e-9 , 1.620e-9 , 1.578e-10 , 2.038e-11 , <5.971e-12 , <4.669e-12 , 2.845e-15 , 1.974e-12 , 1.026e-12 , 3.542e-13 , 1.291e-13 , 7.339e-16 , 2.586e-17 , fsrq , 
2749 , 4FGL J1418.7-6057 , 14 18 46.24 , -60 57 55.44 ,  , 38.09046 , 4.150e-8 , 1.362e-9 , PLSuperExpCutoff , 2.775e-12 , 1.177e-13 , 2.3750975 , 2.404e-7 , 7.659e-8 , 3.083e-8 , 6.318e-9 , 3.179e-10 , <8.449e-12 , 1.502e-11 , 6.001e-11 , 5.371e-11 , 7.221e-11 , 3.799e-11 , 6.026e-12 , 1.220e-17 , PSR , 
2750 , 4FGL J1418.7-6110 , 14 18 47.44 , -61 10 32.51 ,  , 5.19484 , 1.809e-9 , 4.173e-10 , PowerLaw , 5.145e-14 , 1.036e-14 , 2.3619034 , 1.066e-8 , 1.775e-8 , 2.961e-9 , 2.665e-10 , 3.517e-11 , 1.711e-11 , 1.793e-12 , 2.473e-12 , 1.168e-11 , 6.869e-12 , 1.754e-12 , 8.159e-13 , 7.945e-13 ,  , 
2751 , 4FGL J1418.9+7731 , 14 18 56.73 , +77 31 54.48 ,  , 19.53866 , 4.036e-10 , 3.914e-11 , LogParabola , 3.932e-14 , 3.668e-15 , 1.7655371 , <9.632e-10 , 2.341e-10 , 2.138e-10 , 1.326e-10 , 4.287e-11 , 1.323e-11 , 1.173e-13 , 1.050e-16 , 1.852e-13 , 5.532e-13 , 9.424e-13 , 1.014e-12 , 5.277e-13 , bll , 
2752 , 4FGL J1419.2-6029 , 14 19 14.04 , -60 29 20.76 ,  , 5.0646224 , 8.265e-10 , 2.758e-10 , PowerLaw , 8.557e-15 , 1.858e-15 , 2.1241724 , <1.016e-7 , 4.149e-9 , 7.878e-10 , 2.115e-10 , 3.350e-11 , 3.308e-12 , 3.282e-13 , 1.391e-15 , 2.807e-12 , 1.870e-12 , 1.431e-12 , 7.952e-13 , 1.680e-13 ,  , 
2753 , 4FGL J1419.3+0444 , 14 19 20.9 , +04 44 34.07 ,  , 8.552176 , 2.050e-10 , 3.953e-11 , PowerLaw , 1.101e-14 , 2.035e-15 , 1.8475219 , <1.954e-9 , 3.651e-10 , 9.695e-11 , 5.100e-11 , 3.858e-11 , <4.703e-12 , 7.467e-13 , 1.070e-16 , 2.552e-13 , 2.365e-13 , 3.565e-13 , 9.412e-13 , 1.819e-16 , bll , 
2754 , 4FGL J1419.4-0838 , 14 19 26.4 , -08 38 30.12 ,  , 47.09075 , 2.387e-9 , 9.895e-11 , LogParabola , 5.831e-12 , 1.979e-13 , 2.2313566 , 2.257e-8 , 7.271e-9 , 1.936e-9 , 4.563e-10 , 7.039e-11 , 7.206e-12 , 6.254e-12 , 5.501e-12 , 4.953e-12 , 4.528e-12 , 2.963e-12 , 1.583e-12 , 2.733e-13 , fsrq , 
2755 , 4FGL J1419.5+3821 , 14 19 34.65 , +38 21 56.51 ,  , 18.365274 , 4.792e-10 , 4.386e-11 , PowerLaw , 1.560e-12 , 1.101e-13 , 2.522438 , 1.289e-8 , 2.710e-9 , 4.049e-10 , 6.024e-11 , 6.296e-12 , 3.004e-12 , 4.052e-12 , 2.946e-12 , 1.752e-12 , 9.250e-13 , 3.895e-13 , 1.438e-13 , 1.318e-13 , fsrq , 
2756 , 4FGL J1419.6-5153 , 14 19 41.32 , -51 53 24.35 ,  , 12.067661 , 6.818e-10 , 6.906e-11 , PowerLaw , 6.857e-13 , 6.465e-14 , 2.5307155 , 1.258e-8 , 3.278e-9 , 5.845e-10 , 9.469e-11 , 2.120e-11 , <4.387e-12 , 1.162e-12 , 2.872e-12 , 2.117e-12 , 1.334e-12 , 6.116e-13 , 4.841e-13 , 4.237e-23 , bcu , 
2757 , 4FGL J1419.8+5423 , 14 19 49.2 , +54 23 37.32 ,  , 43.928738 , 1.328e-9 , 5.931e-11 , PowerLaw , 2.709e-12 , 9.480e-14 , 2.3503282 , 2.215e-8 , 5.244e-9 , 1.135e-9 , 2.312e-10 , 3.209e-11 , 7.137e-12 , 1.702e-12 , 5.145e-12 , 3.457e-12 , 2.636e-12 , 1.524e-12 , 7.453e-13 , 3.327e-13 , bll , 
2758 , 4FGL J1420.0-6048 , 14 20 02.15 , -60 48 17.99 ,  , 10.928885 , 1.739e-8 , 1.773e-9 , PLSuperExpCutoff , 2.214e-12 , 8.939e-13 , 2.3948185 , 2.186e-7 , 4.688e-8 , 1.105e-8 , 1.585e-9 , 1.154e-10 , <1.002e-11 , 4.988e-11 , 5.460e-11 , 3.264e-11 , 2.540e-11 , 9.109e-12 , 2.187e-12 , 1.002e-16 , PSR , 
2759 , 4FGL J1420.3-6046e , 14 20 19.67 , -60 46 55.19 , HESS J1420-607 , 10.652356 , 3.476e-9 , 1.361e-9 , PowerLaw , 6.231e-15 , 7.499e-16 , 1.9977322 , <2.251e-7 , 2.623e-8 , 6.140e-9 , 1.297e-9 , 1.438e-10 , 1.423e-10 , 8.671e-13 , 4.300e-14 , 1.801e-11 , 1.476e-11 , 8.910e-12 , 3.455e-12 , 7.607e-12 , PWN , 
2760 , 4FGL J1420.3+0612 , 14 20 21.4 , +06 12 01.44 ,  , 6.01846 , 1.877e-10 , 3.735e-11 , PowerLaw , 1.241e-13 , 2.348e-14 , 2.3716953 , 1.847e-9 , 1.120e-9 , 8.850e-11 , 3.046e-11 , 8.097e-12 , 3.356e-12 , 4.661e-17 , 4.281e-13 , 7.364e-13 , 2.051e-13 , 2.003e-13 , 1.877e-13 , 1.553e-13 , bll , 
2761 , 4FGL J1420.7-6701 , 14 20 47.32 , -67 01 50.87 ,  , 4.325478 , 2.875e-10 , 6.149e-11 , PowerLaw , 1.337e-13 , 2.849e-14 , 2.6066515 , 4.163e-9 , 1.546e-9 , 2.763e-10 , 3.845e-11 , 4.524e-12 , <4.222e-12 , 4.112e-12 , 9.436e-13 , 9.899e-13 , 6.262e-13 , 2.463e-13 , 1.026e-13 , 3.916e-18 ,  , 
2762 , 4FGL J1420.9-7920 , 14 20 56.78 , -79 20 57.84 ,  , 10.734894 , 4.315e-10 , 5.060e-11 , PowerLaw , 2.588e-13 , 2.928e-14 , 2.3737144 , <5.312e-9 , 1.928e-9 , 3.728e-10 , 6.699e-11 , 9.739e-12 , <3.751e-12 , 1.075e-14 , 1.375e-17 , 1.267e-12 , 8.638e-13 , 4.404e-13 , 2.257e-13 , 2.905e-17 , bcu , 
2763 , 4FGL J1420.9-6127 , 14 20 57.81 , -61 27 36.72 ,  , 4.7289267 , 1.094e-9 , 3.209e-10 , PowerLaw , 1.078e-14 , 2.347e-15 , 2.2512188 , 1.963e-8 , <8.631e-9 , 1.528e-9 , 1.803e-10 , 3.660e-11 , 1.842e-11 , 2.247e-12 , 4.604e-12 , 7.309e-15 , 3.583e-12 , 1.202e-12 , 8.582e-13 , 8.911e-13 ,  , 
2764 , 4FGL J1420.9-2431 , 14 20 58.03 , -24 31 41.51 ,  , 8.080003 , 2.958e-10 , 4.618e-11 , PowerLaw , 1.363e-13 , 2.055e-14 , 2.2137353 , <2.739e-9 , 8.644e-10 , 2.758e-10 , 6.449e-11 , 1.367e-11 , <4.450e-12 , 1.686e-15 , 8.845e-15 , 5.788e-13 , 6.491e-13 , 4.319e-13 , 3.216e-13 , 2.079e-16 ,  , 
2765 , 4FGL J1421.1-4614 , 14 21 08.42 , -46 14 40.2 ,  , 8.623577 , 3.654e-10 , 5.234e-11 , PowerLaw , 4.768e-13 , 6.152e-14 , 2.488625 , 8.370e-9 , 1.416e-9 , 3.935e-10 , 5.216e-11 , <7.910e-12 , <4.584e-12 , 5.890e-12 , 1.918e-12 , 9.192e-13 , 9.020e-13 , 3.385e-13 , 2.725e-16 , 5.350e-17 , bcu , 
2766 , 4FGL J1421.1-1120 , 14 21 08.92 , -11 20 21.47 ,  , 12.122003 , 4.480e-10 , 5.180e-11 , PowerLaw , 4.834e-13 , 5.006e-14 , 2.3573403 , 4.760e-9 , 1.947e-9 , 3.387e-10 , 1.002e-10 , 1.395e-11 , <4.845e-12 , 1.046e-12 , 1.105e-12 , 1.283e-12 , 7.860e-13 , 6.602e-13 , 3.238e-13 , 8.340e-17 , bcu , 
2767 , 4FGL J1421.6-4819 , 14 21 39.0 , -48 19 54.11 ,  , 6.3946233 , 2.703e-10 , 6.609e-11 , LogParabola , 5.831e-13 , 1.003e-13 , 2.726123 , 4.762e-9 , 2.017e-9 , 2.215e-10 , 2.329e-11 , <6.348e-12 , <3.121e-12 , 4.668e-16 , 1.252e-12 , 1.330e-12 , 4.612e-13 , 1.228e-13 , 2.291e-18 , 3.466e-16 , bcu , 
2768 , 4FGL J1422.3+3223 , 14 22 18.52 , +32 23 27.96 ,  , 15.476877 , 3.800e-10 , 3.953e-11 , PowerLaw , 6.441e-13 , 5.553e-14 , 2.377719 , 5.957e-9 , 1.672e-9 , 3.207e-10 , 3.603e-11 , 1.453e-11 , 5.115e-12 , 3.752e-19 , 1.380e-12 , 1.099e-12 , 7.429e-13 , 2.368e-13 , 3.366e-13 , 2.361e-13 , fsrq , 
2769 , 4FGL J1422.3-6059 , 14 22 23.97 , -60 59 22.56 ,  , 5.661897 , 1.692e-9 , 3.273e-10 , PowerLaw , 6.678e-14 , 1.186e-14 , 2.4732614 , <1.131e-7 , 3.069e-9 , 2.331e-9 , 2.634e-10 , 2.722e-11 , 1.316e-11 , 2.137e-12 , 4.017e-12 , 1.995e-12 , 5.350e-12 , 1.712e-12 , 6.248e-13 , 5.870e-13 ,  , 
2770 , 4FGL J1422.5-6137 , 14 22 31.15 , -61 37 51.96 ,  , 42.620934 , 9.357e-9 , 3.912e-10 , PLSuperExpCutoff , 7.964e-13 , 2.739e-14 , 2.228738 , <3.603e-8 , 9.898e-9 , 6.201e-9 , 2.626e-9 , 2.285e-10 , <4.783e-12 , 2.459e-11 , 4.177e-13 , 7.647e-12 , 1.569e-11 , 1.702e-11 , 4.409e-12 , 1.794e-20 , PSR , 
2771 , 4FGL J1422.6+5801 , 14 22 38.99 , +58 01 28.2 ,  , 10.830007 , 1.735e-10 , 2.811e-11 , PowerLaw , 8.828e-15 , 1.390e-15 , 1.7469627 , 2.009e-9 , 3.981e-11 , 1.034e-10 , 4.929e-11 , 2.941e-11 , 1.067e-11 , 7.892e-13 , 4.951e-13 , 2.816e-14 , 2.547e-13 , 3.487e-13 , 7.247e-13 , 6.331e-13 , bll , 
2772 , 4FGL J1422.6+8150 , 14 22 40.32 , +81 50 36.6 ,  , 4.6582165 , 9.180e-11 , 2.327e-11 , PowerLaw , 1.062e-14 , 2.674e-15 , 2.052522 , <1.342e-9 , 1.258e-10 , 7.910e-11 , 2.746e-11 , 4.602e-12 , <3.293e-12 , 3.581e-15 , 5.949e-17 , 8.581e-14 , 1.891e-13 , 1.874e-13 , 1.100e-13 , 4.857e-19 , bcu , 
2773 , 4FGL J1423.1+3738 , 14 23 10.1 , +37 38 42.72 ,  , 22.322073 , 6.331e-10 , 4.837e-11 , PowerLaw , 1.872e-13 , 1.397e-14 , 2.0766606 , 4.405e-9 , 1.363e-9 , 4.845e-10 , 1.870e-10 , 2.116e-11 , 6.445e-12 , 2.566e-13 , 1.050e-12 , 9.271e-13 , 1.155e-12 , 1.272e-12 , 5.046e-13 , 3.337e-13 , bll , 
2774 , 4FGL J1423.5+4524 , 14 23 30.28 , +45 24 12.23 ,  , 5.8940825 , 1.302e-10 , 2.761e-11 , PowerLaw , 8.542e-14 , 1.652e-14 , 2.3468204 , 3.249e-9 , 3.774e-10 , 8.231e-11 , 3.017e-11 , 6.997e-12 , 3.884e-12 , 5.595e-13 , 7.548e-13 , 2.489e-13 , 1.912e-13 , 1.990e-13 , 1.626e-13 , 1.813e-13 , bcu , 
2775 , 4FGL J1423.5-7829 , 14 23 31.99 , -78 29 54.24 ,  , 5.7541947 , 2.284e-10 , 4.229e-11 , PowerLaw , 1.643e-13 , 2.938e-14 , 2.4591897 , 5.857e-9 , 1.196e-9 , 1.932e-10 , 4.932e-11 , <5.474e-12 , <4.363e-12 , 8.968e-16 , 1.346e-12 , 7.786e-13 , 4.440e-13 , 3.211e-13 , 3.017e-17 , 8.379e-17 , fsrq , 
2776 , 4FGL J1424.1-1750 , 14 24 07.05 , -17 50 40.91 ,  , 6.173546 , 2.067e-10 , 4.386e-11 , PowerLaw , 1.474e-14 , 3.049e-15 , 1.9458278 , <2.096e-9 , 4.130e-10 , 1.661e-10 , 4.580e-11 , 1.419e-11 , 9.849e-12 , 2.099e-12 , 2.881e-16 , 2.853e-13 , 4.013e-13 , 3.164e-13 , 3.428e-13 , 5.377e-13 , bll , 
2777 , 4FGL J1424.1+2917 , 14 24 07.08 , +29 17 30.11 ,  , 5.0603476 , 8.278e-11 , 2.515e-11 , PowerLaw , 4.092e-15 , 1.178e-15 , 1.8728148 , 2.482e-9 , <1.379e-10 , 5.278e-11 , 2.714e-11 , 5.487e-12 , 2.938e-12 , 4.276e-17 , 6.040e-13 , 7.223e-15 , 1.284e-13 , 1.892e-13 , 1.335e-13 , 1.653e-13 , bcu , 
2778 , 4FGL J1424.2+0433 , 14 24 12.19 , +04 33 46.08 ,  , 12.680331 , 4.244e-10 , 4.772e-11 , PowerLaw , 2.320e-13 , 2.466e-14 , 2.2093713 , 4.248e-9 , 1.239e-9 , 3.809e-10 , 9.117e-11 , 1.353e-11 , <4.495e-12 , 7.900e-13 , 1.000e-12 , 8.300e-13 , 8.968e-13 , 6.108e-13 , 3.186e-13 , 1.618e-17 , bll , 
2779 , 4FGL J1424.6+1447 , 14 24 40.68 , +14 47 02.4 ,  , 5.8547225 , 1.843e-10 , 3.706e-11 , PowerLaw , 6.181e-14 , 1.227e-14 , 2.2521288 , 1.964e-9 , 6.964e-10 , 1.295e-10 , 3.063e-11 , 8.923e-12 , 3.477e-12 , 4.404e-12 , 4.604e-13 , 4.642e-13 , 3.037e-13 , 2.042e-13 , 2.092e-13 , 1.681e-13 , bll , 
2780 , 4FGL J1424.8-6536 , 14 24 50.56 , -65 36 53.64 ,  , 4.674111 , 3.230e-10 , 6.421e-11 , PowerLaw , 1.726e-13 , 3.397e-14 , 2.612857 , 2.284e-9 , 2.792e-9 , 1.578e-10 , 2.834e-11 , 1.467e-11 , 3.351e-12 , 3.675e-12 , 5.174e-13 , 1.787e-12 , 3.575e-13 , 1.814e-13 , 3.323e-13 , 1.426e-13 ,  , 
2781 , 4FGL J1424.8-8012 , 14 24 51.47 , -80 12 33.11 ,  , 5.7712564 , 2.763e-10 , 5.507e-11 , LogParabola , 3.889e-14 , 8.808e-15 , 2.3353846 , 2.793e-9 , 2.751e-10 , 1.906e-10 , 5.691e-11 , <4.305e-12 , <2.566e-12 , 7.435e-16 , 8.147e-13 , 2.380e-13 , 4.770e-13 , 3.216e-13 , 2.796e-17 , 6.329e-17 ,  , 
2782 , 4FGL J1424.8-6808 , 14 24 52.05 , -68 08 56.03 ,  , 26.896597 , 1.847e-9 , 1.026e-10 , LogParabola , 3.153e-12 , 1.514e-13 , 2.4713974 , 2.196e-8 , 8.142e-9 , 1.548e-9 , 1.978e-10 , 2.861e-11 , <4.216e-12 , 2.484e-12 , 5.405e-12 , 5.474e-12 , 3.510e-12 , 1.212e-12 , 6.026e-13 , 2.179e-18 , bcu , 
2783 , 4FGL J1425.0+3615 , 14 25 00.48 , +36 15 25.19 ,  , 18.579838 , 5.855e-10 , 5.664e-11 , PowerLaw , 4.497e-14 , 4.266e-15 , 1.9193308 , <3.714e-9 , 5.246e-10 , 4.086e-10 , 1.794e-10 , 4.701e-11 , 1.325e-11 , 8.483e-14 , 9.583e-17 , 3.636e-13 , 9.897e-13 , 1.243e-12 , 1.139e-12 , 7.315e-13 , bll , 
2784 , 4FGL J1425.4-0119 , 14 25 26.23 , -01 19 59.87 ,  , 5.3068347 , 1.009e-10 , 3.041e-11 , PowerLaw , 3.166e-15 , 8.691e-16 , 1.7590604 , 2.616e-9 , <1.708e-10 , 2.184e-11 , 4.976e-11 , 1.091e-11 , 3.186e-12 , 3.223e-15 , 6.439e-13 , 4.158e-21 , 5.375e-14 , 3.516e-13 , 2.685e-13 , 1.881e-13 , bll , 
2785 , 4FGL J1426.1+3403 , 14 26 09.45 , +34 03 45.71 ,  , 12.831523 , 3.283e-10 , 3.799e-11 , PowerLaw , 1.043e-13 , 1.176e-14 , 2.0816786 , 1.653e-9 , 7.564e-10 , 2.572e-10 , 7.168e-11 , 2.063e-11 , <5.252e-12 , 4.943e-12 , 3.939e-13 , 5.144e-13 , 6.131e-13 , 4.874e-13 , 4.917e-13 , 2.408e-15 , bll , 
2786 , 4FGL J1426.4+3625 , 14 26 28.53 , +36 25 57.71 ,  , 5.10747 , 1.821e-10 , 3.974e-11 , PowerLaw , 1.507e-13 , 3.140e-14 , 2.451167 , 6.003e-9 , 1.450e-9 , 1.232e-10 , 3.051e-11 , 8.754e-12 , <4.257e-12 , 3.328e-12 , 1.381e-12 , 9.450e-13 , 2.834e-13 , 1.988e-13 , 2.014e-13 , 1.536e-18 , fsrq , 
2787 , 4FGL J1427.0+2348 , 14 27 01.39 , +23 48 04.68 ,  , 141.63719 , 1.225e-8 , 2.035e-10 , LogParabola , 6.542e-12 , 9.930e-14 , 1.815741 , 3.120e-8 , 1.758e-8 , 7.393e-9 , 3.311e-9 , 1.189e-9 , 3.975e-10 , 6.161e-12 , 7.908e-12 , 1.266e-11 , 1.823e-11 , 2.306e-11 , 2.851e-11 , 1.945e-11 , BLL , 
2788 , 4FGL J1427.4-1823 , 14 27 28.05 , -18 23 43.79 ,  , 11.0358515 , 3.624e-10 , 4.963e-11 , PowerLaw , 3.593e-14 , 4.882e-15 , 1.9593098 , 2.979e-9 , 2.293e-10 , 3.096e-10 , 6.655e-11 , 4.927e-11 , 3.712e-12 , 3.122e-13 , 7.187e-13 , 1.582e-13 , 7.469e-13 , 4.591e-13 , 1.189e-12 , 2.015e-13 , bcu , 
2789 , 4FGL J1427.6-3305 , 14 27 39.12 , -33 05 38.4 ,  , 36.44476 , 1.853e-9 , 8.785e-11 , LogParabola , 2.852e-12 , 1.167e-13 , 2.2845786 , 1.418e-8 , 6.845e-9 , 1.440e-9 , 2.484e-10 , 5.753e-11 , 1.206e-11 , 4.914e-12 , 3.457e-12 , 4.644e-12 , 3.343e-12 , 1.591e-12 , 1.275e-12 , 4.326e-13 , bll , 
2790 , 4FGL J1427.7-3215 , 14 27 47.06 , -32 15 13.32 ,  , 13.095118 , 4.687e-10 , 5.484e-11 , PowerLaw , 6.097e-14 , 7.099e-15 , 2.0880823 , 8.562e-9 , 1.255e-9 , 3.433e-10 , 9.261e-11 , 2.309e-11 , 1.529e-11 , 1.825e-15 , 2.040e-12 , 8.525e-13 , 8.178e-13 , 6.292e-13 , 5.502e-13 , 7.882e-13 , bll , 
2791 , 4FGL J1427.8-6051 , 14 27 49.53 , -60 51 17.27 ,  , 19.34997 , 4.979e-9 , 3.037e-10 , LogParabola , 9.219e-13 , 5.634e-14 , 2.5473382 , 2.020e-8 , 3.231e-8 , 4.530e-9 , 4.189e-10 , 8.582e-11 , 2.009e-11 , 1.331e-12 , 4.872e-12 , 2.138e-11 , 1.020e-11 , 2.565e-12 , 1.816e-12 , 6.316e-13 ,  , 
2792 , 4FGL J1427.9-4206 , 14 27 56.78 , -42 06 21.6 ,  , 258.0308 , 3.817e-8 , 3.571e-10 , LogParabola , 1.007e-10 , 7.737e-13 , 2.191294 , 3.177e-7 , 1.187e-7 , 2.935e-8 , 7.460e-9 , 1.128e-9 , 8.799e-11 , 7.017e-11 , 7.772e-11 , 8.110e-11 , 6.875e-11 , 4.846e-11 , 2.536e-11 , 3.315e-12 , FSRQ , 
