id , BZCAT5 Source name , Source classification
2828 , 5BZBJ1736+2033 , BL Lac Candidate
2829 , 5BZQJ1736+0631 , FSRQ
2830 , 5BZQJ1737+0621 , FSRQ
2831 , 5BZBJ1737+5702 , BL Lac
2832 , 5BZQJ1738-5334 , FSRQ
2833 , 5BZQJ1738+3224 , FSRQ
2834 , 5BZQJ1739+4955 , FSRQ
2835 , 5BZQJ1739+3358 , FSRQ
2836 , 5BZBJ1739+4737 , BL Lac
2837 , 5BZQJ1740+4506 , FSRQ
2838 , 5BZQJ1740+5211 , FSRQ
2839 , 5BZQJ1740+4348 , FSRQ
2840 , 5BZBJ1741+7224 , BL Lac Candidate
2841 , 5BZBJ1742+5945 , BL Lac
2842 , 5BZQJ1743+3747 , FSRQ
2843 , 5BZGJ1743+1935 , BL Lac-galaxy dominated
2844 , 5BZQJ1743-0350 , FSRQ
2845 , 5BZBJ1744-0518 , BL Lac
2846 , 5BZQJ1745+2252 , FSRQ
2847 , 5BZBJ1745-0753 , BL Lac
2848 , 5BZQJ1745+1720 , FSRQ
2849 , 5BZGJ1745+3951 , BL Lac-galaxy dominated
2850 , 5BZBJ1746+5028 , BL Lac Candidate
2851 , 5BZBJ1747+4937 , BL Lac
2852 , 5BZBJ1747+4658 , BL Lac
2853 , 5BZQJ1747+2324 , FSRQ
2854 , 5BZQJ1748+3404 , FSRQ
2855 , 5BZBJ1748+7005 , BL Lac
2856 , 5BZBJ1749+4321 , BL Lac
2857 , 5BZQJ1749-6258 , FSRQ
2858 , 5BZGJ1750+4700 , BL Lac-galaxy dominated
2859 , 5BZBJ1751+0939 , BL Lac
2860 , 5BZQJ1752+1734 , FSRQ
2861 , 5BZQJ1753+4409 , FSRQ
2862 , 5BZQJ1753+2848 , FSRQ
2863 , 5BZBJ1754+3212 , BL Lac
2864 , 5BZBJ1754-6423 , BL Lac
2865 , 5BZGJ1755+6236 , BL Lac-galaxy dominated
2866 , 5BZQJ1756+5748 , FSRQ
2867 , 5BZBJ1756+5522 , BL Lac
2868 , 5BZQJ1756+1553 , FSRQ
2869 , 5BZBJ1757+7033 , BL Lac
2870 , 5BZGJ1757+5523 , BL Lac-galaxy dominated
2871 , 5BZQJ1759+2343 , FSRQ
2872 , 5BZBJ1759+7037 , BL Lac Candidate
2873 , 5BZQJ1800+3848 , FSRQ
2874 , 5BZBJ1800+6126 , BL Lac Candidate
2875 , 5BZBJ1800+7828 , BL Lac
2876 , 5BZQJ1801+4404 , FSRQ
2877 , 5BZQJ1802-4925 , FSRQ
2878 , 5BZGJ1802+4819 , BL Lac-galaxy dominated
2879 , 5BZQJ1802-3940 , FSRQ
2880 , 5BZQJ1803-6507 , FSRQ
2881 , 5BZQJ1803+0934 , FSRQ
2882 , 5BZBJ1803+6548 , BL Lac Candidate
2883 , 5BZQJ1803+0341 , FSRQ
2884 , 5BZGJ1804+0042 , BL Lac-galaxy dominated
2885 , 5BZQJ1804+0101 , FSRQ
2886 , 5BZUJ1804+1755 , Blazar Uncertain type
2887 , 5BZBJ1806+6949 , BL Lac
2888 , 5BZQJ1807+2204 , FSRQ
2889 , 5BZQJ1807-6413 , FSRQ
2890 , 5BZBJ1808+4649 , BL Lac
2891 , 5BZQJ1808-5011 , FSRQ
2892 , 5BZQJ1808+4542 , FSRQ
2893 , 5BZBJ1809+2041 , BL Lac
2894 , 5BZQJ1809+1849 , FSRQ
2895 , 5BZBJ1809+2910 , BL Lac
2896 , 5BZUJ1809-4552 , Blazar Uncertain type
2897 , 5BZBJ1810+1608 , BL Lac
2898 , 5BZBJ1811+0341 , BL Lac Candidate
2899 , 5BZBJ1811+1704 , BL Lac Candidate
2900 , 5BZBJ1811+4416 , BL Lac
2901 , 5BZQJ1813+4304 , FSRQ
2902 , 5BZBJ1813+0615 , BL Lac
2903 , 5BZBJ1813+3144 , BL Lac Candidate
2904 , 5BZQJ1813+2952 , FSRQ
2905 , 5BZQJ1814+4113 , FSRQ
2906 , 5BZQJ1815+1623 , FSRQ
2907 , 5BZQJ1815-7001 , FSRQ
2908 , 5BZQJ1818+5017 , FSRQ
2909 , 5BZQJ1818+0903 , FSRQ
2910 , 5BZUJ1819-6345 , Blazar Uncertain type
2911 , 5BZUJ1819-5521 , Blazar Uncertain type
2912 , 5BZGJ1823+7938 , BL Lac-galaxy dominated
2913 , 5BZBJ1823+6857 , BL Lac
2914 , 5BZUJ1823-3454 , Blazar Uncertain type
2915 , 5BZQJ1824+1044 , FSRQ
2916 , 5BZBJ1824+5651 , BL Lac
2917 , 5BZQJ1826-3650 , FSRQ
2918 , 5BZQJ1826+0149 , FSRQ
2919 , 5BZQJ1826+3431 , FSRQ
2920 , 5BZQJ1827-4533 , FSRQ
2921 , 5BZQJ1829-5813 , FSRQ
2922 , 5BZUJ1829+2729 , Blazar Uncertain type
2923 , 5BZBJ1829+5402 , BL Lac
2924 , 5BZUJ1829+4844 , Blazar Uncertain type
2925 , 5BZBJ1830+1324 , BL Lac
2926 , 5BZQJ1830+0619 , FSRQ
2927 , 5BZQJ1831-4805 , FSRQ
2928 , 5BZBJ1832-5659 , BL Lac
2929 , 5BZQJ1832+1357 , FSRQ
2930 , 5BZQJ1833-2103 , FSRQ
2931 , 5BZBJ1834-5948 , BL Lac Candidate
2932 , 5BZBJ1834-5856 , BL Lac
2933 , 5BZQJ1835+6119 , FSRQ
2934 , 5BZQJ1835+2506 , FSRQ
2935 , 5BZBJ1836+3136 , BL Lac
2936 , 5BZQJ1837-7108 , FSRQ
2937 , 5BZQJ1837-5848 , FSRQ
2938 , 5BZQJ1838-3427 , FSRQ
2939 , 5BZBJ1838+4802 , BL Lac
2940 , 5BZGJ1838+5735 , BL Lac-galaxy dominated
2941 , 5BZQJ1840+2457 , FSRQ
2942 , 5BZGJ1840-7709 , BL Lac-galaxy dominated
2943 , 5BZQJ1840+3900 , FSRQ
2944 , 5BZBJ1840+5452 , BL Lac
2945 , 5BZBJ1841+5906 , BL Lac
2946 , 5BZBJ1841+3218 , BL Lac
2947 , 5BZQJ1842+6809 , FSRQ
2948 , 5BZBJ1843-7430 , BL Lac
2949 , 5BZBJ1844+5709 , BL Lac
2950 , 5BZQJ1846+3747 , FSRQ
2951 , 5BZQJ1848+3219 , FSRQ
2952 , 5BZBJ1848+6537 , BL Lac
2953 , 5BZBJ1848+4245 , BL Lac
2954 , 5BZQJ1849+6705 , FSRQ
2955 , 5BZQJ1849+3024 , FSRQ
2956 , 5BZBJ1849-4314 , BL Lac
2957 , 5BZBJ1849+2748 , BL Lac
2958 , 5BZQJ1850+2825 , FSRQ
2959 , 5BZQJ1852+4855 , FSRQ
2960 , 5BZQJ1852+4019 , FSRQ
2961 , 5BZBJ1853+6713 , BL Lac
2962 , 5BZQJ1854+7351 , FSRQ
2963 , 5BZQJ1855+3742 , FSRQ
2964 , 5BZQJ1857-5325 , FSRQ
2965 , 5BZBJ1901-2112 , BL Lac Candidate
2966 , 5BZQJ1901-7429 , FSRQ
2967 , 5BZQJ1902+3159 , FSRQ
2968 , 5BZQJ1903-6749 , FSRQ
2969 , 5BZBJ1903+5540 , BL Lac
2970 , 5BZQJ1909+4834 , FSRQ
2971 , 5BZQJ1911-2006 , FSRQ
2972 , 5BZQJ1911-2102 , FSRQ
2973 , 5BZUJ1911+1611 , Blazar Uncertain type
2974 , 5BZQJ1912+3740 , FSRQ
2975 , 5BZQJ1912-8010 , FSRQ
2976 , 5BZQJ1913-4503 , FSRQ
2977 , 5BZQJ1914-4631 , FSRQ
2978 , 5BZUJ1915+6548 , Blazar Uncertain type
2979 , 5BZQJ1915-2347 , FSRQ
2980 , 5BZQJ1916-7946 , FSRQ
2981 , 5BZBJ1917-1921 , BL Lac
2982 , 5BZQJ1918+5520 , FSRQ
2983 , 5BZBJ1918-4111 , BL Lac
2984 , 5BZQJ1918+4937 , FSRQ
2985 , 5BZQJ1919-4543 , FSRQ
2986 , 5BZQJ1920-2351 , FSRQ
2987 , 5BZBJ1921-1231 , BL Lac
2988 , 5BZBJ1921-1607 , BL Lac
2989 , 5BZQJ1923-8007 , FSRQ
2990 , 5BZQJ1923-2104 , FSRQ
2991 , 5BZQJ1924-2914 , FSRQ
2992 , 5BZBJ1925-1018 , BL Lac Candidate
2993 , 5BZQJ1925-3401 , FSRQ
2994 , 5BZBJ1925-5935 , BL Lac
2995 , 5BZBJ1925-2219 , BL Lac
2996 , 5BZBJ1925+2106 , BL Lac
2997 , 5BZBJ1926+6154 , BL Lac
2998 , 5BZBJ1927+6117 , BL Lac
2999 , 5BZQJ1927+7358 , FSRQ
3000 , 5BZUJ1928-0456 , Blazar Uncertain type
3001 , 5BZQJ1930-6056 , FSRQ
3002 , 5BZBJ1931+0937 , BL Lac
3003 , 5BZQJ1932-4536 , FSRQ
3004 , 5BZUJ1933+0726 , Blazar Uncertain type
3005 , 5BZQJ1933-6942 , FSRQ
3006 , 5BZQJ1933+6540 , FSRQ
3007 , 5BZQJ1934+6138 , FSRQ
3008 , 5BZQJ1934-2416 , FSRQ
3009 , 5BZQJ1935-1602 , FSRQ
3010 , 5BZQJ1936+7131 , FSRQ
3011 , 5BZQJ1936-0402 , FSRQ
3012 , 5BZBJ1936-4719 , BL Lac
3013 , 5BZUJ1937-3958 , Blazar Uncertain type
3014 , 5BZQJ1938-1749 , FSRQ
3015 , 5BZQJ1938-4657 , FSRQ
3016 , 5BZQJ1939-1525 , FSRQ
3017 , 5BZQJ1939-1002 , FSRQ
3018 , 5BZQJ1941-0211 , FSRQ
3019 , 5BZUJ1941-6211 , Blazar Uncertain type
3020 , 5BZQJ1942-7015 , FSRQ
3021 , 5BZBJ1942+1033 , BL Lac
3022 , 5BZGJ1945-5520 , BL Lac-galaxy dominated
3023 , 5BZQJ1945-3048 , FSRQ
3024 , 5BZBJ1945-3111 , BL Lac
3025 , 5BZQJ1949+5041 , FSRQ
3026 , 5BZQJ1949-1957 , FSRQ
3027 , 5BZQJ1951+5727 , FSRQ
3028 , 5BZQJ1951+0134 , FSRQ
3029 , 5BZQJ1951-0509 , FSRQ
3030 , 5BZBJ1954-1123 , BL Lac
3031 , 5BZQJ1955+1358 , FSRQ
3032 , 5BZQJ1955+5131 , FSRQ
3033 , 5BZQJ1956-3225 , FSRQ
3034 , 5BZQJ1957-3845 , FSRQ
3035 , 5BZGJ1958-3011 , BL Lac-galaxy dominated
3036 , 5BZQJ1959-4246 , FSRQ
3037 , 5BZBJ1959+6508 , BL Lac
3038 , 5BZQJ2000-1325 , FSRQ
3039 , 5BZQJ2000-1748 , FSRQ
3040 , 5BZBJ2001+4352 , BL Lac
3041 , 5BZBJ2001+7040 , BL Lac
3042 , 5BZQJ2003-3251 , FSRQ
3043 , 5BZGJ2003-0856 , BL Lac-galaxy dominated
3044 , 5BZQJ2004-6347 , FSRQ
3045 , 5BZBJ2005+7004 , BL Lac
3046 , 5BZQJ2005-1822 , FSRQ
3047 , 5BZBJ2005+7752 , BL Lac
3048 , 5BZQJ2005-2310 , FSRQ
3049 , 5BZQJ2006+6424 , FSRQ
3050 , 5BZQJ2007+0636 , FSRQ
3051 , 5BZQJ2007+6607 , FSRQ
3052 , 5BZQJ2007+4029 , FSRQ
3053 , 5BZQJ2007-4434 , FSRQ
3054 , 5BZUJ2008-0418 , Blazar Uncertain type
3055 , 5BZBJ2009-4849 , BL Lac
3056 , 5BZBJ2009+7229 , BL Lac
3057 , 5BZQJ2009+0727 , FSRQ
3058 , 5BZQJ2010-2523 , FSRQ
3059 , 5BZQJ2010+6116 , FSRQ
3060 , 5BZQJ2011-1546 , FSRQ
3061 , 5BZBJ2012+4628 , BL Lac
3062 , 5BZBJ2014-0047 , BL Lac
3063 , 5BZBJ2014+0648 , BL Lac
3064 , 5BZQJ2015-1252 , FSRQ
3065 , 5BZBJ2015-0137 , BL Lac
3066 , 5BZUJ2015+3710 , Blazar Uncertain type
3067 , 5BZQJ2015+6554 , FSRQ
3068 , 5BZBJ2016-0903 , BL Lac
3069 , 5BZQJ2017+7440 , FSRQ
3070 , 5BZQJ2017+0603 , FSRQ
3071 , 5BZBJ2017-3753 , BL Lac
3072 , 5BZQJ2018-1109 , FSRQ
3073 , 5BZQJ2018-0509 , FSRQ
3074 , 5BZQJ2019-5201 , FSRQ
3075 , 5BZQJ2020+6747 , FSRQ
3076 , 5BZQJ2022+6136 , FSRQ
3077 , 5BZBJ2022-4513 , BL Lac
3078 , 5BZBJ2022+7611 , BL Lac
3079 , 5BZUJ2023-1139 , Blazar Uncertain type
3080 , 5BZQJ2023-3655 , FSRQ
3081 , 5BZQJ2024-3253 , FSRQ
3082 , 5BZQJ2024+1718 , FSRQ
3083 , 5BZQJ2025+0316 , FSRQ
3084 , 5BZUJ2025+3343 , Blazar Uncertain type
3085 , 5BZQJ2025-0735 , FSRQ
3086 , 5BZQJ2025-2845 , FSRQ
3087 , 5BZQJ2027-0831 , FSRQ
3088 , 5BZUJ2029+4926 , Blazar Uncertain type
3089 , 5BZUJ2030-0622 , Blazar Uncertain type
3090 , 5BZQJ2030-0503 , FSRQ
3091 , 5BZUJ2030-3039 , Blazar Uncertain type
3092 , 5BZQJ2031+0239 , FSRQ
3093 , 5BZQJ2031+5455 , FSRQ
3094 , 5BZUJ2031+1219 , Blazar Uncertain type
3095 , 5BZUJ2034+1154 , Blazar Uncertain type
3096 , 5BZQJ2035+1056 , FSRQ
3097 , 5BZQJ2035-6944 , FSRQ
3098 , 5BZQJ2035-6846 , FSRQ
3099 , 5BZQJ2035-6602 , FSRQ
3100 , 5BZBJ2036+6553 , BL Lac
3101 , 5BZQJ2036-2830 , FSRQ
3102 , 5BZQJ2036-0629 , FSRQ
3103 , 5BZQJ2036-2146 , FSRQ
3104 , 5BZQJ2037-1522 , FSRQ
3105 , 5BZQJ2038+5119 , FSRQ
3106 , 5BZBJ2038-2636 , BL Lac
3107 , 5BZBJ2039-1046 , BL Lac
3108 , 5BZBJ2039+5219 , BL Lac Candidate
3109 , 5BZQJ2039-7206 , FSRQ
3110 , 5BZQJ2040-2507 , FSRQ
3111 , 5BZGJ2042+2426 , BL Lac-galaxy dominated
3112 , 5BZQJ2042-2255 , FSRQ
3113 , 5BZQJ2042-2223 , FSRQ
3114 , 5BZQJ2043+1255 , FSRQ
3115 , 5BZQJ2047-1639 , FSRQ
3116 , 5BZBJ2047-2908 , BL Lac
3117 , 5BZGJ2049-0039 , BL Lac-galaxy dominated
3118 , 5BZBJ2050+0407 , BL Lac
3119 , 5BZQJ2050-2628 , FSRQ
3120 , 5BZQJ2050+3127 , FSRQ
3121 , 5BZBJ2051+7441 , BL Lac Candidate
3122 , 5BZUJ2051+1743 , Blazar Uncertain type
3123 , 5BZQJ2052-6523 , FSRQ
3124 , 5BZBJ2052+0810 , BL Lac
3125 , 5BZGJ2054+0015 , BL Lac-galaxy dominated
3126 , 5BZGJ2055-0506 , BL Lac-galaxy dominated
3127 , 5BZBJ2055-0021 , BL Lac
3128 , 5BZQJ2056-4714 , FSRQ
3129 , 5BZBJ2056-3208 , BL Lac
3130 , 5BZQJ2056-3857 , FSRQ
3131 , 5BZQJ2057-3734 , FSRQ
3132 , 5BZGJ2059-0037 , BL Lac-galaxy dominated
3133 , 5BZQJ2101-2933 , FSRQ
3134 , 5BZQJ2101+0341 , FSRQ
3135 , 5BZQJ2102+6015 , FSRQ
3136 , 5BZGJ2103-6812 , BL Lac-galaxy dominated
3137 , 5BZUJ2105-4848 , Blazar Uncertain type
3138 , 5BZQJ2106+2135 , FSRQ
3139 , 5BZQJ2106+0231 , FSRQ
3140 , 5BZQJ2108-2911 , FSRQ
3141 , 5BZQJ2108+1430 , FSRQ
3142 , 5BZBJ2108-0250 , BL Lac
3143 , 5BZBJ2108-6637 , BL Lac
3144 , 5BZQJ2109-4110 , FSRQ
3145 , 5BZQJ2109-1332 , FSRQ
3146 , 5BZQJ2110-1020 , FSRQ
3147 , 5BZQJ2110+0809 , FSRQ
3148 , 5BZQJ2110-0126 , FSRQ
3149 , 5BZQJ2114-6851 , FSRQ
3150 , 5BZQJ2114+2832 , FSRQ
3151 , 5BZUJ2115-1416 , Blazar Uncertain type
3152 , 5BZQJ2115+2933 , FSRQ
3153 , 5BZBJ2116-0108 , BL Lac
3154 , 5BZGJ2116-0628 , BL Lac-galaxy dominated
3155 , 5BZBJ2116+3339 , BL Lac
3156 , 5BZQJ2116-5527 , FSRQ
3157 , 5BZQJ2117+0502 , FSRQ
3158 , 5BZQJ2118+0013 , FSRQ
3159 , 5BZQJ2118-0636 , FSRQ
3160 , 5BZQJ2119-1106 , FSRQ
3161 , 5BZQJ2121+1901 , FSRQ
3162 , 5BZQJ2121-6111 , FSRQ
3163 , 5BZBJ2123-1036 , BL Lac
3164 , 5BZQJ2123+0535 , FSRQ
3165 , 5BZQJ2123-3046 , FSRQ
3166 , 5BZQJ2124-6028 , FSRQ
3167 , 5BZQJ2125+0441 , FSRQ
3168 , 5BZQJ2126-4605 , FSRQ
3169 , 5BZQJ2126-0119 , FSRQ
3170 , 5BZBJ2127+3613 , BL Lac
3171 , 5BZQJ2128-0244 , FSRQ
3172 , 5BZQJ2129-1538 , FSRQ
3173 , 5BZUJ2129+0035 , Blazar Uncertain type
3174 , 5BZUJ2130-0927 , Blazar Uncertain type
3175 , 5BZQJ2130-4515 , FSRQ
3176 , 5BZBJ2131-2746 , BL Lac
3177 , 5BZQJ2131-1207 , FSRQ
3178 , 5BZBJ2131-0915 , BL Lac
3179 , 5BZBJ2131-2515 , BL Lac
3180 , 5BZQJ2132-4537 , FSRQ
3181 , 5BZGJ2133+2528 , BL Lac-galaxy dominated
3182 , 5BZQJ2133+8239 , FSRQ
3183 , 5BZBJ2134-0153 , BL Lac
3184 , 5BZQJ2135-5006 , FSRQ
3185 , 5BZQJ2135-0803 , FSRQ
3186 , 5BZBJ2136-4443 , BL Lac
3187 , 5BZQJ2136+0041 , FSRQ
3188 , 5BZQJ2138-2439 , FSRQ
3189 , 5BZBJ2138-2053 , BL Lac
3190 , 5BZQJ2139+1423 , FSRQ
3191 , 5BZBJ2139-4235 , BL Lac
3192 , 5BZQJ2139+0122 , FSRQ
3193 , 5BZGJ2140-2339 , BL Lac-galaxy dominated
3194 , 5BZQJ2141-3729 , FSRQ
3195 , 5BZQJ2142-0437 , FSRQ
3196 , 5BZBJ2143-3929 , BL Lac
3197 , 5BZGJ2143-2845 , BL Lac-galaxy dominated
3198 , 5BZQJ2143+1743 , FSRQ
3199 , 5BZBJ2144-0028 , BL Lac
3200 , 5BZQJ2145-3357 , FSRQ
3201 , 5BZQJ2145+1115 , FSRQ
3202 , 5BZGJ2145-0434 , BL Lac-galaxy dominated
3203 , 5BZQJ2145-3142 , FSRQ
3204 , 5BZBJ2145+0719 , BL Lac
3205 , 5BZQJ2146-1525 , FSRQ
3206 , 5BZBJ2146-4748 , BL Lac
3207 , 5BZQJ2146-7755 , FSRQ
3208 , 5BZBJ2146-1344 , BL Lac
3209 , 5BZGJ2147-1019 , BL Lac-galaxy dominated
3210 , 5BZQJ2147-7812 , FSRQ
3211 , 5BZQJ2147+0929 , FSRQ
3212 , 5BZQJ2147-7536 , FSRQ
3213 , 5BZQJ2147-0620 , FSRQ
3214 , 5BZQJ2147-3601 , FSRQ
3215 , 5BZGJ2147-1608 , BL Lac-galaxy dominated
3216 , 5BZQJ2147-7621 , FSRQ
3217 , 5BZQJ2148+0657 , FSRQ
3218 , 5BZBJ2148-0733 , BL Lac
3219 , 5BZQJ2148-1723 , FSRQ
3220 , 5BZBJ2149+0322 , BL Lac
3221 , 5BZQJ2150-6802 , FSRQ
3222 , 5BZGJ2150-1410 , BL Lac-galaxy dominated
3223 , 5BZBJ2150+1119 , BL Lac
3224 , 5BZQJ2150-2812 , FSRQ
3225 , 5BZQJ2151-2742 , FSRQ
3226 , 5BZQJ2151+0709 , FSRQ
3227 , 5BZQJ2151+0552 , FSRQ
3228 , 5BZQJ2151-3027 , FSRQ
3229 , 5BZQJ2152-7807 , FSRQ
3230 , 5BZBJ2152-1205 , BL Lac
3231 , 5BZBJ2152+1734 , BL Lac
3232 , 5BZBJ2153-0042 , BL Lac
3233 , 5BZQJ2153-1136 , FSRQ
3234 , 5BZQJ2154-1501 , FSRQ
3235 , 5BZQJ2155+2250 , FSRQ
3236 , 5BZUJ2156-0037 , Blazar Uncertain type
3237 , 5BZQJ2156-2012 , FSRQ
3238 , 5BZBJ2156-0855 , BL Lac
3239 , 5BZQJ2157+1014 , FSRQ
3240 , 5BZQJ2157+3127 , FSRQ
3241 , 5BZQJ2157+0649 , FSRQ
3242 , 5BZQJ2158-1501 , FSRQ
3243 , 5BZBJ2158-3013 , BL Lac
3244 , 5BZUJ2159-2841 , Blazar Uncertain type
3245 , 5BZQJ2159-1500 , FSRQ
3246 , 5BZQJ2200-1945 , FSRQ
3247 , 5BZQJ2200+0234 , FSRQ
3248 , 5BZQJ2200-1632 , FSRQ
3249 , 5BZQJ2201+5048 , FSRQ
3250 , 5BZBJ2201-1707 , BL Lac Candidate
3251 , 5BZQJ2202-8338 , FSRQ
3252 , 5BZBJ2202+4216 , BL Lac
3253 , 5BZQJ2202-2335 , FSRQ
3254 , 5BZQJ2203+3145 , FSRQ
3255 , 5BZQJ2203+1725 , FSRQ
3256 , 5BZQJ2203+7151 , FSRQ
3257 , 5BZUJ2204+0440 , Blazar Uncertain type
3258 , 5BZQJ2206-1835 , FSRQ
3259 , 5BZQJ2206-2119 , FSRQ
3260 , 5BZBJ2206-0031 , BL Lac
3261 , 5BZQJ2206-7735 , FSRQ
3262 , 5BZQJ2207+0041 , FSRQ
3263 , 5BZQJ2207-5346 , FSRQ
3264 , 5BZQJ2207+1652 , FSRQ
3265 , 5BZQJ2207-5707 , FSRQ
3266 , 5BZUJ2208+6519 , Blazar Uncertain type
3267 , 5BZUJ2209-4710 , Blazar Uncertain type
3268 , 5BZUJ2209-2453 , Blazar Uncertain type
3269 , 5BZUJ2211-2849 , Blazar Uncertain type
3270 , 5BZBJ2211-0003 , BL Lac
3271 , 5BZGJ2211-0023 , BL Lac-galaxy dominated
3272 , 5BZUJ2211-1328 , Blazar Uncertain type
3273 , 5BZUJ2211+2919 , Blazar Uncertain type
3274 , 5BZQJ2211-3707 , FSRQ
3275 , 5BZQJ2211+1841 , FSRQ
3276 , 5BZUJ2212+2355 , Blazar Uncertain type
3277 , 5BZQJ2212+0646 , FSRQ
3278 , 5BZQJ2213-2529 , FSRQ
3279 , 5BZQJ2214+3739 , FSRQ
3280 , 5BZBJ2214+0020 , BL Lac
3281 , 5BZQJ2215-2944 , FSRQ
3282 , 5BZQJ2216+3518 , FSRQ
3283 , 5BZQJ2216-5424 , FSRQ
3284 , 5BZQJ2216+3102 , FSRQ
3285 , 5BZBJ2217+2421 , BL Lac
3286 , 5BZBJ2217-3106 , BL Lac
3287 , 5BZQJ2217+0220 , FSRQ
3288 , 5BZQJ2218+1520 , FSRQ
3289 , 5BZQJ2218-0335 , FSRQ
3290 , 5BZQJ2219+1806 , FSRQ
3291 , 5BZQJ2219-2719 , FSRQ
3292 , 5BZBJ2219+2120 , BL Lac
3293 , 5BZQJ2219-0051 , FSRQ
3294 , 5BZGJ2219+2613 , BL Lac-galaxy dominated
3295 , 5BZQJ2219+0736 , FSRQ
3296 , 5BZBJ2221-5225 , BL Lac
3297 , 5BZBJ2222-1753 , BL Lac
3298 , 5BZQJ2223-3455 , FSRQ
3299 , 5BZBJ2223+0102 , BL Lac
3300 , 5BZQJ2223-1607 , FSRQ
3301 , 5BZBJ2224-1126 , BL Lac
3302 , 5BZQJ2225+2118 , FSRQ
3303 , 5BZBJ2225-1113 , BL Lac
3304 , 5BZQJ2225-0457 , FSRQ
3305 , 5BZQJ2226+0052 , FSRQ
3306 , 5BZBJ2227+0037 , BL Lac
3307 , 5BZQJ2228+2503 , FSRQ
3308 , 5BZQJ2228-0753 , FSRQ
3309 , 5BZQJ2229+3057 , FSRQ
3310 , 5BZQJ2229-0832 , FSRQ
3311 , 5BZQJ2230-1325 , FSRQ
3312 , 5BZQJ2230+6946 , FSRQ
3313 , 5BZQJ2230-3942 , FSRQ
3314 , 5BZQJ2230-4416 , FSRQ
3315 , 5BZQJ2232-1659 , FSRQ
3316 , 5BZQJ2232+1143 , FSRQ
3317 , 5BZBJ2233+1336 , BL Lac
3318 , 5BZQJ2234-2055 , FSRQ
3319 , 5BZQJ2235-4835 , FSRQ
3320 , 5BZBJ2235-3629 , BL Lac
3321 , 5BZQJ2235-1826 , FSRQ
3322 , 5BZBJ2236-1706 , BL Lac
3323 , 5BZQJ2236+2828 , FSRQ
3324 , 5BZBJ2236-1433 , BL Lac
3325 , 5BZQJ2236+7322 , FSRQ
3326 , 5BZQJ2237-3921 , FSRQ
3327 , 5BZQJ2238+0724 , FSRQ
3328 , 5BZGJ2238-3940 , BL Lac-galaxy dominated
3329 , 5BZQJ2238+2749 , FSRQ
3330 , 5BZQJ2238+0412 , FSRQ
3331 , 5BZQJ2239-5525 , FSRQ
3332 , 5BZQJ2239-5701 , FSRQ
3333 , 5BZGJ2239-0631 , BL Lac-galaxy dominated
3334 , 5BZBJ2240+1326 , BL Lac
3335 , 5BZBJ2241+4120 , BL Lac
3336 , 5BZQJ2241+0953 , FSRQ
3337 , 5BZBJ2243-0609 , BL Lac
3338 , 5BZBJ2243-2544 , BL Lac
3339 , 5BZBJ2243+2021 , BL Lac
3340 , 5BZUJ2244-2954 , Blazar Uncertain type
3341 , 5BZQJ2244+4057 , FSRQ
3342 , 5BZQJ2244+2600 , FSRQ
3343 , 5BZBJ2244-0006 , BL Lac
3344 , 5BZQJ2245+0324 , FSRQ
3345 , 5BZQJ2245+0500 , FSRQ
3346 , 5BZQJ2246-5607 , FSRQ
3347 , 5BZQJ2246-1206 , FSRQ
3348 , 5BZQJ2247-3657 , FSRQ
3349 , 5BZBJ2247+0000 , BL Lac
3350 , 5BZQJ2247-1237 , FSRQ
3351 , 5BZBJ2247+4413 , BL Lac
3352 , 5BZQJ2247+0310 , FSRQ
3353 , 5BZUJ2248-0541 , Blazar Uncertain type
3354 , 5BZGJ2248-0036 , BL Lac-galaxy dominated
3355 , 5BZQJ2248-2931 , FSRQ
3356 , 5BZQJ2248-2702 , FSRQ
3357 , 5BZUJ2248+3718 , Blazar Uncertain type
3358 , 5BZQJ2248-3235 , FSRQ
3359 , 5BZQJ2249+2107 , FSRQ
3360 , 5BZBJ2249-1300 , BL Lac
3361 , 5BZQJ2249-3039 , FSRQ
3362 , 5BZBJ2249+1308 , BL Lac
3363 , 5BZBJ2250+3824 , BL Lac
3364 , 5BZUJ2250-4206 , Blazar Uncertain type
3365 , 5BZQJ2250-0647 , FSRQ
3366 , 5BZUJ2250-2806 , Blazar Uncertain type
3367 , 5BZQJ2251-3827 , FSRQ
3368 , 5BZUJ2251-3206 , Blazar Uncertain type
3369 , 5BZQJ2251+2217 , FSRQ
3370 , 5BZBJ2251+4030 , BL Lac
3371 , 5BZBJ2252+1245 , BL Lac
3372 , 5BZQJ2253+1942 , FSRQ
3373 , 5BZBJ2253+1404 , BL Lac
3374 , 5BZQJ2253+1608 , FSRQ
3375 , 5BZBJ2254+0054 , BL Lac
3376 , 5BZQJ2254+1341 , FSRQ
3377 , 5BZUJ2254-3209 , Blazar Uncertain type
3378 , 5BZQJ2254-4139 , FSRQ
3379 , 5BZBJ2254-2725 , BL Lac
3380 , 5BZQJ2254-5926 , FSRQ
3381 , 5BZQJ2255-0844 , FSRQ
3382 , 5BZBJ2255+2410 , BL Lac
3383 , 5BZQJ2256-2735 , FSRQ
3384 , 5BZQJ2256+2301 , FSRQ
3385 , 5BZBJ2256-3303 , BL Lac
3386 , 5BZBJ2256+1305 , BL Lac
3387 , 5BZQJ2256-6533 , FSRQ
