energy,area
3.042850264805006, 0.33672295752114223
3.1844005777563793, 0.5967021130238468
3.323062108810785, 1.0140528875638684
3.4675012036591237, 1.675878094234323
3.6003851709195955, 2.6192793448156273
3.7448242657679347, 4.209615445771333
3.8834857968223404, 6.398241170997701
4.022147327876744, 9.196791985117065
4.160808858931151, 12.855557319139006
4.299470389985556, 17.96989148532592
4.4467982667308625, 24.427486833971365
4.5883485796822345, 31.40289571566329
4.721232546942706, 39.25901453817643
4.862782859894078, 48.40034806709942
5.004333172845451, 58.02783448666173
5.142994703899856, 67.65548789727863
5.287433798748195, 77.78737048694303
5.4260953298026, 83.40884765952211
5.582089552238806, 93.2603346883218
5.709195955705345, 90.69341548063775
5.836302359171883, 90.69341548063775
5.972075108329321, 89.43657337095803
6.122291766971594, 83.40884765952211
6.266730861819932, 79.98900656338775
6.402503610977371, 68.60624286177782
6.541165142031776, 58.84329312027761
6.685604236880115, 49.080512716538514
6.824265767934522, 40.3701725859655
6.962927298988927, 35.11191734215127
7.107366393837266, 21.847107184945976
7.246027924891671, 11.497569953977356
7.384689455946075, 12.855557319139006
7.523350987000482, 5.5648638769832885
7.667790081848821, 6.7655487897278705
7.806451612903226, 2.848035868435799
7.9480019258546, 1.822242034990412
