id , Source name , Counterpart name , Class , RA (J2000.0) , Dec (J2000.0) , Significance , Flux 10-2000 GeV (ph/cm2/s) , Flux 10-2000 GeV Error , Spectral Index , Spectral Index Error , Log Nu peak (Hz) , Redshift , TeV Cat , Prev. Fermi Assoc.
1 , 3FHL J0001.2-0748  , PMN J0001-0746  , bll  , 0.31067517399787903 , -7.807518482208252 , 5.36 , 2.959e-11 , 1.170e-11 , 1.672 , 0.827 , 14.49 , 0.000 ,   , 3FGL J0001.2-0748 
2 , 3FHL J0001.9-4155  , 1RXS J000135.5-415519  , bcu  , 0.48486530780792236 , -41.930259704589844 , 5.64 , 4.323e-11 , 1.343e-11 , 1.782 , 0.494 , 15.8 , 0.000 ,   , 3FGL J0002.2-4152 
3 , 3FHL J0002.1-6728  , SUMSS J000215-672653  , bcu  , 0.528261661529541 , -67.48248291015625 , 8.47 , 5.009e-11 , 1.335e-11 , 1.811 , 0.626 , 15.65 , 0.000 ,   , 3FGL J0002.0-6722 
4 , 3FHL J0003.3-5248  , RBS 0006  , bcu  , 0.8300246596336365 , -52.814998626708984 , 7.23 , 4.156e-11 , 1.284e-11 , 1.601 , 0.564 , 16.85 , 0.000 ,   , 3FGL J0003.2-5246 
5 , 3FHL J0007.0+7303  , LAT PSR J0007+7303  , PSR  , 1.7646807432174683 , 73.05597686767578 , 75.27 , 1.531e-9 , 6.134e-11 , 3.175 , 0.21 , 0 , 0.000 , CTA 1  , 3FGL J0007.0+7302 
6 , 3FHL J0007.9+4711  , MG4 J000800+4712  , bll  , 1.9931458234786987 , 47.191978454589844 , 17.77 , 1.513e-10 , 2.218e-11 , 2.678 , 0.42 , 15.4 , 0.28 ,   , 3FGL J0008.0+4713 
7 , 3FHL J0008.4-2339  , RBS 0016  , bll  , 2.1242945194244385 , -23.651365280151367 , 9.68 , 7.460e-11 , 1.790e-11 , 2.739 , 0.714 , 14.72 , 0.147 ,   , 3FGL J0008.6-2340 
8 , 3FHL J0009.1+0628  , CRATES J000903.95+062821.5 , bll  , 2.287442922592163 , 6.481377124786377 , 6.28 , 4.160e-11 , 1.432e-11 , 2.553 , 0.836 , 14.82 , 0.000 ,   , 3FGL J0009.1+0630 
9 , 3FHL J0009.4+5030  , NVSS J000922+503028  , bll  , 2.350379228591919 , 50.504878997802734 , 22.4 , 2.219e-10 , 2.621e-11 , 1.43 , 0.351 , 15.15 , 0.000 ,   , 3FGL J0009.3+5030 
10 , 3FHL J0009.7-4319  , SUMSS J000949-431654  , bll  , 2.444950819015503 , -43.31950378417969 , 4.96 , 2.419e-11 , 1.001e-11 , 2.204 , 0.964 , 0 , 0.000 ,   ,  
11 , 3FHL J0013.0-3956  , PKS 0010-401  , bll  , 3.2523112297058105 , -39.93812561035156 , 7.2 , 4.988e-11 , 1.438e-11 , 3.013 , 0.949 , 12.27 , 0.000 ,   , 3FGL J0013.2-3954 
12 , 3FHL J0013.8-1855  , RBS 0030  , bll  , 3.4684338569641113 , -18.916900634765625 , 5.27 , 3.109e-11 , 1.195e-11 , 1.944 , 0.916 , 16.72 , 0.095 , SHBL J001355.9-185406 , 3FGL J0013.9-1853 
13 , 3FHL J0014.0-5024  , RBS 0032  , bll  , 3.5038001537323 , -50.40033721923828 , 4.87 , 3.026e-11 , 1.137e-11 , 1.498 , 0.749 , 16.92 , 0.000 ,   , 3FGL J0014.0-5025 
14 , 3FHL J0014.7+5801  , 1RXS J001442.2+580201  , bll  , 3.6950950622558594 , 58.02438735961914 , 8.22 , 5.674e-11 , 1.398e-11 , 2.001 , 0.444 , 16.64 , 0.000 ,   , 3FGL J0014.7+5802 
15 , 3FHL J0014.9+6118  , 4C +60.01  , bcu  , 3.7365994453430176 , 61.30251693725586 , 9.09 , 8.478e-11 , 1.685e-11 , 3.091 , 0.548 , 13.11 , 0.000 ,   , 3FGL J0014.6+6119 
16 , 3FHL J0015.7+5551  , GB6 J0015+5551  , bll  , 3.9336628913879395 , 55.86485290527344 , 8.11 , 5.216e-11 , 1.321e-11 , 1.697 , 0.373 , 15.79 , 0.000 ,   , 3FGL J0015.7+5552 
17 , 3FHL J0018.6+2946  , RBS 0042  , bll  , 4.652533054351807 , 29.782142639160156 , 7.92 , 5.058e-11 , 1.450e-11 , 1.68 , 0.49 , 16.77 , 0.1 ,   , 3FGL J0018.4+2947 
18 , 3FHL J0019.1-8151  , PMN J0019-8152  , bll  , 4.776153087615967 , -81.86212158203125 , 7.5 , 5.804e-11 , 1.470e-11 , 2.574 , 0.769 , 15.14 , 0.000 ,   , 3FGL J0018.9-8152 
19 , 3FHL J0021.4-2550  , CRATES J002132.55-255049.3 , bll  , 5.369340896606445 , -25.84705924987793 , 6.8 , 4.729e-11 , 1.496e-11 , 2.056 , 0.717 , 14.53 , 0.000 ,   , 3FGL J0021.6-2553 
20 , 3FHL J0021.8-5140  , 1RXS J002159.2-514028  , bll  , 5.46391487121582 , -51.6755485534668 , 9.96 , 6.679e-11 , 1.594e-11 , 2.856 , 0.573 , 15.68 , 0.000 ,   , 3FGL J0022.1-5141 
21 , 3FHL J0022.0+0006  , 1RXS J002200.9+000659  , bll  , 5.50323486328125 , 0.10580995678901672 , 5.97 , 3.481e-11 , 1.295e-11 , 1.011 , 0.583 , 18.2 , 0.000 ,   , 2FHL J0022.0+0006 
22 , 3FHL J0022.1-1855  , 1RXS J002209.2-185333  , bll  , 5.5259833335876465 , -18.91701316833496 , 10 , 6.882e-11 , 1.743e-11 , 1.892 , 0.527 , 15.13 , 0.000 ,   , 3FGL J0022.1-1855 
23 , 3FHL J0022.4+0607  , PKS 0019+058  , bll  , 5.621655464172363 , 6.132139682769775 , 11.33 , 1.116e-10 , 2.206e-11 , 2.234 , 0.514 , 13.11 , 0.000 ,   , 3FGL J0022.5+0608 
24 , 3FHL J0024.2-7205  , 47 Tuc  , glc  , 6.057860374450684 , -72.0944595336914 , 5.13 , 2.479e-11 , 9.389e-12 , 3.863 , 1.071 , 0 , 0.000 ,   , 3FGL J0023.9-7203 
25 , 3FHL J0025.5+6407  , Tycho  , snr  , 6.379510879516602 , 64.13015747070312 , 6.8 , 6.009e-11 , 1.524e-11 , 2.441 , 0.37 , 0 , 0.000 , Tycho  , 3FGL J0025.7+6404 
26 , 3FHL J0026.5-4602  , 1RXS J002636.3-460101  , bll  , 6.6442484855651855 , -46.0441780090332 , 4.89 , 2.461e-11 , 1.021e-11 , 1.543 , 0.811 , 17.41 , 0.000 ,   , 3FGL J0026.7-4603 
27 , 3FHL J0029.4+2052  , NVSS J002928+205332  , bcu  , 7.364803791046143 , 20.868982315063477 , 5.12 , 2.643e-11 , 1.040e-11 , 1.363 , 0.656 , 0 , 0.000 ,   ,  
28 , 3FHL J0030.2-1648  , 1RXS J003019.6-164723  , bll  , 7.572597026824951 , -16.800193786621094 , 8.52 , 5.981e-11 , 1.611e-11 , 1.625 , 0.49 , 15.52 , 2.1 ,   , 3FGL J0030.2-1646 
29 , 3FHL J0030.5-0210  , PKS B0027-024  , bcu  , 7.642247200012207 , -2.1800360679626465 , 5.14 , 3.285e-11 , 1.279e-11 , 6.306 , 2.495 , 12.58 , 2.09 ,   , 3FGL J0030.7-0209 
30 , 3FHL J0031.2+0727  , NVSS J003119+072456  , bcu  , 7.8195977210998535 , 7.459073066711426 , 4.96 , 3.738e-11 , 1.375e-11 , 2.39 , 0.947 , 15.18 , 0.000 ,   , 3FGL J0031.3+0724 
31 , 3FHL J0033.5-1921  , KUV 00311-1938  , bll  , 8.39293098449707 , -19.35748291015625 , 30.09 , 4.384e-10 , 4.202e-11 , 1.916 , 0.194 , 15.92 , 0.61 , KUV 00311-1938  , 3FGL J0033.6-1921 
32 , 3FHL J0035.2+1514  , RX J0035.2+1515  , bll  , 8.817281723022461 , 15.243119239807129 , 14.25 , 1.434e-10 , 2.428e-11 , 2.231 , 0.395 , 15.1 , 0.000 ,   , 3FGL J0035.2+1513 
33 , 3FHL J0035.9+5950  , 1ES 0033+595  , bll  , 8.978160858154297 , 59.835044860839844 , 40.12 , 6.094e-10 , 4.127e-11 , 1.855 , 0.114 , 17.12 , 0.000 , 1ES 0033+595  , 3FGL J0035.9+5949 
34 , 3FHL J0037.8+1239  , NVSS J003750+123818  , bll  , 9.461506843566895 , 12.651176452636719 , 6.5 , 5.253e-11 , 1.595e-11 , 2.17 , 0.693 , 15.37 , 0.089 ,   , 3FGL J0037.9+1239 
35 , 3FHL J0038.1+0012  , NVSS J003808+001336  , bll  , 9.540312767028809 , 0.21576939523220062 , 6.22 , 4.453e-11 , 1.447e-11 , 1.928 , 0.745 , 13.94 , 0.74 ,   , 3FGL J0038.0+0012 
36 , 3FHL J0039.2+4330  , NVSS J003907+433015  , bcu  , 9.814183235168457 , 43.50697326660156 , 5.2 , 2.375e-11 , 9.291e-12 , 3.642 , 1.403 , 0 , 0.000 ,   , 3FGL J0039.1+4330 
37 , 3FHL J0040.3+4049  , B3 0037+405  , bcu  , 10.086973190307617 , 40.825439453125 , 5.5 , 2.475e-11 , 1.009e-11 , 1.3 , 0.537 , 1 , 0.000 ,   , 3FGL J0040.3+4049 
38 , 3FHL J0041.5+3759  , B3 0038+377  , bcu  , 10.376530647277832 , 37.995731353759766 , 4.74 , 2.822e-11 , 1.084e-11 , 1.849 , 0.544 , 0 , 0.38 ,   ,  
39 , 3FHL J0041.7-1608  ,   ,   , 10.441791534423828 , -16.140186309814453 , 4.2 , 2.080e-11 , 9.522e-12 , 2.564 , 1.066 , 0 , 0.000 ,   ,  
40 , 3FHL J0043.4-0443  , 1RXS J004333.7-044257  , bll  , 10.870043754577637 , -4.721834182739258 , 4.08 , 2.830e-11 , 1.222e-11 , 2.805 , 0.99 , 17.25 , 0.000 ,   , 3FGL J0043.5-0444 
41 , 3FHL J0043.8+3425  , GB6 J0043+3426  , fsrq  , 10.96580696105957 , 34.422523498535156 , 22.34 , 2.527e-10 , 3.029e-11 , 1.835 , 0.3 , 13.81 , 0.966 ,   , 3FGL J0043.8+3425 
42 , 3FHL J0045.3+2127  , GB6 J0045+2127  , bll  , 11.327788352966309 , 21.46341896057129 , 22.87 , 2.577e-10 , 3.143e-11 , 1.733 , 0.232 , 16 , 0.000 ,   , 3FGL J0045.3+2126 
43 , 3FHL J0045.7+1217  , GB6 J0045+1217  , bll  , 11.439268112182617 , 12.284432411193848 , 13.09 , 1.234e-10 , 2.302e-11 , 1.873 , 0.388 , 14.3 , 0.000 ,   , 3FGL J0045.7+1217 
44 , 3FHL J0047.0+5657  , GB6 J0047+5657  , bll  , 11.774592399597168 , 56.957763671875 , 7.23 , 5.624e-11 , 1.403e-11 , 2.473 , 0.679 , 1 , 0.747 ,   , 3FGL J0047.0+5658 
45 , 3FHL J0047.6-2517  , NGC 253  , sbg  , 11.914228439331055 , -25.29001235961914 , 7.11 , 4.402e-11 , 1.432e-11 , 1.664 , 0.478 , 0 , 0.000 , NGC 253  , 3FGL J0047.5-2516 
46 , 3FHL J0047.9+3947  , B3 0045+395  , bll  , 11.976590156555176 , 39.789615631103516 , 11.71 , 8.365e-11 , 1.723e-11 , 2.074 , 0.453 , 15.3 , 0.252 ,   , 3FGL J0048.0+3950 
47 , 3FHL J0047.9+5448  , 1RXS J004754.5+544758  , bcu  , 11.995187759399414 , 54.8037223815918 , 6.65 , 3.489e-11 , 1.091e-11 , 1.686 , 0.32 , 15.9 , 0.000 ,   , 3FGL J0047.9+5447 
48 , 3FHL J0049.0+4224  ,   ,   , 12.27132797241211 , 42.40330505371094 , 4.34 , 2.646e-11 , 1.080e-11 , 2.012 , 0.814 , 0 , 0.000 ,   , 3FGL J0049.0+4224 
49 , 3FHL J0049.7+0238  , PKS 0047+023  , bll  , 12.44653034210205 , 2.6444132328033447 , 5.58 , 4.434e-11 , 1.494e-11 , 2.533 , 1.102 , 13.24 , 1.474 ,   , 3FGL J0049.7+0237 
50 , 3FHL J0050.7-0929  , PKS 0048-09  , BLL  , 12.682050704956055 , -9.49457836151123 , 19.2 , 2.209e-10 , 3.040e-11 , 2.279 , 0.338 , 14.4 , 0.635 ,   , 3FGL J0050.6-0929 
51 , 3FHL J0051.0-0647  , PKS 0048-071  , fsrq  , 12.752532958984375 , -6.795837879180908 , 4.94 , 3.251e-11 , 1.293e-11 , 4.916 , 0.826 , 12.83 , 1.975 ,   , 3FGL J0051.0-0649 
52 , 3FHL J0051.2-6242  , 1RXS J005117.7-624154  , bll  , 12.82167911529541 , -62.7083854675293 , 23.71 , 2.363e-10 , 2.766e-11 , 1.982 , 0.264 , 15.9 , 0.000 ,   , 3FGL J0051.2-6241 
53 , 3FHL J0054.7-2456  , FRBA J0054-2455  , bll  , 13.696929931640625 , -24.936819076538086 , 14.3 , 1.338e-10 , 2.377e-11 , 1.807 , 0.371 , 0 , 0.000 ,   , 3FGL J0054.8-2455 
54 , 3FHL J0055.8+4507  ,   ,   , 13.953277587890625 , 45.12626647949219 , 4.28 , 2.108e-11 , 9.091e-12 , 3.752 , 1.242 , 0 , 0.000 ,   ,  
55 , 3FHL J0056.3-0936  , TXS 0053-098  , bll  , 14.0954008102417 , -9.616596221923828 , 10.06 , 9.371e-11 , 2.037e-11 , 1.744 , 0.354 , 15.5 , 0.103 ,   , 3FGL J0056.3-0935 
56 , 3FHL J0056.5-2118  , PMN J0056-2117  , bll  , 14.128731727600098 , -21.306482315063477 , 9.72 , 8.309e-11 , 1.913e-11 , 2.386 , 0.573 , 14.67 , 0.000 ,   , 3FGL J0056.3-2116 
57 , 3FHL J0057.9+6325  ,   ,   , 14.48618221282959 , 63.42363739013672 , 7.46 , 6.088e-11 , 1.472e-11 , 1.533 , 0.43 , 0 , 0.000 ,   ,  
58 , 3FHL J0058.0-3234  , PKS 0055-328  , bll  , 14.517678260803223 , -32.575416564941406 , 9.72 , 6.961e-11 , 1.714e-11 , 3.615 , 0.934 , 13.44 , 0.000 ,   , 3FGL J0058.0-3233 
59 , 3FHL J0059.3-0152  , 1RXS J005916.3-015030  , bll  , 14.838739395141602 , -1.874751091003418 , 6.13 , 4.135e-11 , 1.353e-11 , 2.001 , 0.635 , 15.76 , 0.144 ,   , 3FGL J0059.2-0152 
60 , 3FHL J0059.4-3513  , 1RXS J005932.3-351049  , bcu  , 14.856669425964355 , -35.22385787963867 , 5.27 , 2.880e-11 , 1.102e-11 , 4.643 , 1.695 , 16.75 , 0.000 ,   ,  
61 , 3FHL J0100.3+0746  , GB6 J0100+0745  , bll  , 15.097467422485352 , 7.7747883796691895 , 14.05 , 1.267e-10 , 2.286e-11 , 2.795 , 0.566 , 13.36 , 0.000 ,   , 3FGL J0100.2+0745 
62 , 3FHL J0102.8+4838  , PSR J0102+4839  , PSR  , 15.702670097351074 , 48.64120101928711 , 5.27 , 2.741e-11 , 9.880e-12 , 3.683 , 1.274 , 0 , 0.000 ,   , 3FGL J0102.8+4840 
63 , 3FHL J0102.8+5825  , TXS 0059+581  , fsrq  , 15.705192565917969 , 58.417476654052734 , 14.94 , 1.448e-10 , 2.155e-11 , 3.004 , 0.465 , 12.73 , 0.644 ,   , 3FGL J0102.8+5825 
64 , 3FHL J0102.8-2001  , PMN J0102-2001  , bcu  , 15.701664924621582 , -20.02587127685547 , 4.16 , 2.436e-11 , 1.042e-11 , 1.865 , 0.966 , 0 , 0.000 ,   ,  
65 , 3FHL J0103.5+5337  , 1RXS J010325.9+533721  , bll  , 15.887414932250977 , 53.63129425048828 , 10.58 , 7.374e-11 , 1.559e-11 , 2.477 , 0.476 , 1 , 0.000 ,   , 3FGL J0103.4+5336 
66 , 3FHL J0106.5+4856  , LAT PSR J0106+4855  , PSR  , 16.645427703857422 , 48.9437141418457 , 5.17 , 3.213e-11 , 1.083e-11 , 4.443 , 1.565 , 0 , 0.000 ,   , 3FGL J0106.5+4855 
67 , 3FHL J0108.7+0135  , 4C +01.02  , fsrq  , 17.188899993896484 , 1.5918313264846802 , 15.37 , 1.519e-10 , 2.537e-11 , 3.76 , 0.779 , 12.69 , 2.099 ,   , 3FGL J0108.7+0134 
68 , 3FHL J0109.1+1817  , MG1 J010908+1816  , bll  , 17.29154396057129 , 18.2844295501709 , 7.3 , 5.499e-11 , 1.554e-11 , 3.619 , 0.954 , 14.86 , 0.443 ,   , 3FGL J0109.1+1816 
69 , 3FHL J0109.9-4020  , RBS 0158  , bll  , 17.497032165527344 , -40.340187072753906 , 6 , 3.129e-11 , 1.145e-11 , 1.17 , 0.682 , 16.05 , 0.313 ,   , 3FGL J0109.9-4020 
70 , 3FHL J0110.1+6806  , 4C +67.04  , bll  , 17.543954849243164 , 68.1015853881836 , 22.57 , 2.474e-10 , 2.626e-11 , 1.97 , 0.198 , 14.86 , 0.000 ,   , 3FGL J0110.2+6806 
71 , 3FHL J0110.9+4346  ,   ,   , 17.735349655151367 , 43.78166961669922 , 4.2 , 3.005e-11 , 1.198e-11 , 3.877 , 1.191 , 0 , 0.000 ,   ,  
72 , 3FHL J0112.1+2245  , S2 0109+22  , BLL  , 18.032926559448242 , 22.755352020263672 , 33.62 , 5.130e-10 , 4.337e-11 , 2.591 , 0.26 , 14.32 , 0.265 , S2 0109+22  , 3FGL J0112.1+2245 
73 , 3FHL J0112.9+3208  , 4C +31.03  , fsrq  , 18.23705291748047 , 32.1474494934082 , 6.28 , 3.573e-11 , 1.158e-11 , 2.021 , 0.875 , 14.26 , 0.603 ,   , 3FGL J0112.8+3207 
74 , 3FHL J0113.5+4948  , S4 0110+49  , fsrq  , 18.38197135925293 , 49.81145477294922 , 7.77 , 4.728e-11 , 1.267e-11 , 2.166 , 0.613 , 13.11 , 0.389 ,   , 3FGL J0113.4+4948 
75 , 3FHL J0114.8+1324  , GB6 J0114+1325  , bll  , 18.70676612854004 , 13.404436111450195 , 10.1 , 9.478e-11 , 2.022e-11 , 1.956 , 0.519 , 14.8 , 0.583 ,   , 3FGL J0114.8+1326 
76 , 3FHL J0114.9-3359  , 1RXS J011501.3-340008  , bll  , 18.7395076751709 , -33.99786376953125 , 7.27 , 3.326e-11 , 1.183e-11 , 1.249 , 0.478 , 0 , 0.000 ,   , 2FHL J0114.9-3359 
77 , 3FHL J0115.4-2916  ,   ,   , 18.85103988647461 , -29.282608032226562 , 4.68 , 2.236e-11 , 9.907e-12 , 4.176 , 2.127 , 0 , 0.000 ,   ,  
78 , 3FHL J0115.5+0358  , PMN J0115+0356  , bll  , 18.8754825592041 , 3.9754202365875244 , 7.37 , 6.627e-11 , 1.760e-11 , 2.793 , 0.692 , 15.1 , 0.000 ,   , 3FGL J0115.7+0356 
79 , 3FHL J0115.8+2519  , RX J0115.7+2519  , bll  , 18.953994750976562 , 25.328521728515625 , 12.3 , 1.069e-10 , 2.054e-11 , 2.047 , 0.376 , 15.29 , 0.358 ,   , 3FGL J0115.8+2519 
80 , 3FHL J0115.9-2746  , 1RXS J011555.6-274428  , bcu  , 18.996902465820312 , -27.774959564208984 , 4.18 , 2.263e-11 , 1.023e-11 , 1.284 , 0.777 , 0 , 0.000 ,   , 3FGL J0116.2-2744 
81 , 3FHL J0116.2-6153  , SUMSS J011619-615343  , bll  , 19.07012939453125 , -61.89390182495117 , 8.04 , 4.140e-11 , 1.194e-11 , 2.297 , 0.721 , 14.52 , 0.000 ,   , 3FGL J0116.3-6153 
82 , 3FHL J0117.7-2109  , PKS 0115-214  , fsrq  , 19.44259262084961 , -21.150402069091797 , 4.84 , 3.117e-11 , 1.241e-11 , 3.379 , 1.235 , 13.12 , 1.49 ,   , 3FGL J0117.8-2113 
83 , 3FHL J0118.9-2141  , PKS 0116-219  , fsrq  , 19.732406616210938 , -21.69710350036621 , 9.1 , 8.345e-11 , 1.953e-11 , 3.126 , 0.803 , 12.85 , 1.165 ,   , 3FGL J0118.8-2142 
84 , 3FHL J0119.0-1458  , 1RXS J011905.4-145906  , bll  , 19.75078582763672 , -14.968358993530273 , 7.17 , 4.268e-11 , 1.387e-11 , 1.507 , 0.606 , 15.8 , 0.000 ,   , 3FGL J0118.9-1457 
85 , 3FHL J0120.4-2701  , PKS 0118-272  , bll  , 20.115039825439453 , -27.027128219604492 , 28.12 , 3.739e-10 , 3.828e-11 , 2.151 , 0.219 , 14.32 , 0.000 ,   , 3FGL J0120.4-2700 
86 , 3FHL J0121.8+3808  ,   ,   , 20.456491470336914 , 38.13401412963867 , 4.49 , 2.110e-11 , 9.291e-12 , 2.524 , 0.922 , 0 , 0.000 ,   ,  
87 , 3FHL J0121.9-3917  ,   ,   , 20.483455657958984 , -39.28703308105469 , 4.14 , 2.092e-11 , 9.657e-12 , 1.819 , 1.279 , 0 , 0.000 ,   , 3FGL J0121.8-3917 
88 , 3FHL J0123.0+3422  , 1ES 0120+340  , bll  , 20.767080307006836 , 34.37439727783203 , 8.92 , 6.240e-11 , 1.567e-11 , 1.93 , 0.413 , 17.36 , 0.272 ,   , 3FGL J0122.8+3423 
89 , 3FHL J0123.6-2309  , 1RXS J012338.2-231100  , bll  , 20.910247802734375 , -23.162702560424805 , 10.39 , 7.772e-11 , 1.805e-11 , 1.586 , 0.33 , 17.12 , 0.404 ,   , 3FGL J0123.7-2312 
90 , 3FHL J0127.2+0325  , NVSS J012713+032259  , bll  , 21.803909301757812 , 3.425280809402466 , 8.51 , 7.025e-11 , 1.806e-11 , 1.922 , 0.61 , 15.95 , 0.000 ,   , 3FGL J0127.2+0325 
91 , 3FHL J0127.3-0821  , PMN J0127-0821  , bll  , 21.831138610839844 , -8.35743522644043 , 5.48 , 2.935e-11 , 1.156e-11 , 2.355 , 0.979 , 13.27 , 0.36 ,   , 3FGL J0127.1-0818 
92 , 3FHL J0131.1+5546  , TXS 0128+554  , bcu  , 22.7984561920166 , 55.77035903930664 , 4.8 , 3.317e-11 , 1.162e-11 , 3.543 , 0.905 , 0 , 0.0365 ,   , 3FGL J0131.3+5548 
93 , 3FHL J0131.1+6120  , 1RXS J013106.4+612035  , bll  , 22.798442840576172 , 61.33915710449219 , 22.46 , 2.533e-10 , 2.707e-11 , 1.907 , 0.193 , 16.3 , 0.000 ,   , 3FGL J0131.2+6120 
94 , 3FHL J0132.6-1655  , PKS 0130-17  , fsrq  , 23.159374237060547 , -16.92194938659668 , 7.21 , 5.832e-11 , 1.642e-11 , 3.979 , 1.384 , 13.13 , 1.02 ,   , 3FGL J0132.6-1655 
95 , 3FHL J0133.1-4533  , 1RXS J013308.8-453528  , bcu  , 23.29604148864746 , -45.551513671875 , 4.73 , 2.202e-11 , 9.198e-12 , 1.872 , 1.001 , 15.6 , 0.000 ,   ,  
96 , 3FHL J0134.4+2638  , 1RXS J013427.2+263846  , bcu  , 23.60527801513672 , 26.649585723876953 , 10.24 , 7.789e-11 , 1.749e-11 , 2.033 , 0.416 , 15.81 , 0.000 ,   , 3FGL J0134.5+2638 
97 , 3FHL J0136.5+3906  , B3 0133+388  , bll  , 24.13918685913086 , 39.10121536254883 , 47.53 , 8.329e-10 , 5.219e-11 , 1.622 , 0.171 , 16.19 , 0.000 , RGB J0136+391  , 3FGL J0136.5+3905 
98 , 3FHL J0136.9+4751  , OC 457  , fsrq  , 24.237579345703125 , 47.85487365722656 , 13.56 , 1.104e-10 , 1.930e-11 , 2.891 , 0.661 , 12.81 , 0.859 ,   , 3FGL J0137.0+4752 
99 , 3FHL J0137.9+5815  , 1RXS J013748.0+581422  , bll  , 24.48206329345703 , 58.253353118896484 , 16.44 , 1.652e-10 , 2.268e-11 , 2.276 , 0.26 , 16.58 , 0.000 ,   , 3FGL J0137.8+5813 
100 , 3FHL J0138.0+2248  , NVSS J013801+224809  , bll  , 24.51009750366211 , 22.800922393798828 , 5.83 , 3.786e-11 , 1.305e-11 , 1.352 , 0.599 , 0 , 0.000 ,   ,  
101 , 3FHL J0140.3+7054  ,   ,   , 25.083690643310547 , 70.9102783203125 , 4.81 , 2.999e-11 , 9.951e-12 , 2.517 , 1.028 , 0 , 0.000 ,   ,  
102 , 3FHL J0141.4-0928  , PKS 0139-09  , bll  , 25.354719161987305 , -9.46848201751709 , 14.16 , 1.312e-10 , 2.363e-11 , 2.243 , 0.384 , 12.8 , 0.73 ,   , 3FGL J0141.4-0929 
103 , 3FHL J0143.8-5846  , SUMSS J014347-584550  , bll  , 25.955793380737305 , -58.77202606201172 , 19.55 , 1.807e-10 , 2.446e-11 , 1.023 , 0.355 , 16.4 , 0.000 ,   , 3FGL J0143.7-5845 
104 , 3FHL J0144.5+2705  , TXS 0141+268  , bll  , 26.14372444152832 , 27.093969345092773 , 22.48 , 2.519e-10 , 3.034e-11 , 2.256 , 0.353 , 13.4 , 0.000 ,   , 3FGL J0144.6+2705 
105 , 3FHL J0146.8-5203  , PKS 0144-522  , bcu  , 26.704984664916992 , -52.05214309692383 , 5.43 , 3.292e-11 , 1.122e-11 , 2.303 , 0.85 , 14.9 , 0.098 ,   , 3FGL J0147.0-5204 
106 , 3FHL J0148.2+5201  , GB6 J0148+5202  , bll  , 27.06205177307129 , 52.0216178894043 , 12.87 , 1.014e-10 , 1.818e-11 , 2.011 , 0.363 , 1 , 0.000 ,   , 3FGL J0148.3+5200 
107 , 3FHL J0148.4+8601  , NVSS J014929+860114  , bll  , 27.112375259399414 , 86.03263092041016 , 4.74 , 1.950e-11 , 7.957e-12 , 1.999 , 0.605 , 1 , 0.15 ,   , 3FGL J0145.6+8600 
108 , 3FHL J0148.6+0127  , PMN J0148+0129  , bll  , 27.166744232177734 , 1.4606605768203735 , 5.01 , 3.357e-11 , 1.289e-11 , 2.383 , 1.033 , 13.98 , 0.94 ,   , 3FGL J0148.6+0128 
109 , 3FHL J0150.6-5450  , PMN J0150-5450  , bcu  , 27.654903411865234 , -54.844268798828125 , 4.06 , 1.562e-11 , 7.871e-12 , 1.682 , 1.073 , 15.55 , 0.000 ,   , 3FGL J0150.5-5447 
110 , 3FHL J0151.0+0539  , PMN J0151+0540  , bcu  , 27.753681182861328 , 5.654636383056641 , 5.57 , 2.330e-11 , 9.627e-12 , 9.041 , 3.462 , 13.74 , 0.3 ,   , 3FGL J0151.0+0537 
111 , 3FHL J0152.6+0147  , PMN J0152+0146  , bll  , 28.172147750854492 , 1.7856642007827759 , 14.26 , 1.249e-10 , 2.270e-11 , 1.83 , 0.344 , 15.43 , 0.08 , RGB J0152+017  , 3FGL J0152.6+0148 
112 , 3FHL J0152.8+7517  , 1RXS J015308.4+751756  , bll  , 28.202003479003906 , 75.2894287109375 , 8.71 , 4.987e-11 , 1.197e-11 , 2.221 , 0.517 , 15.95 , 0.000 ,   , 3FGL J0152.8+7517 
113 , 3FHL J0153.5+7115  , TXS 0149+710  , bcu  , 28.396713256835938 , 71.25178527832031 , 7.16 , 4.447e-11 , 1.198e-11 , 2.155 , 0.337 , 15.69 , 0.022 ,   , 3FGL J0153.4+7114 
114 , 3FHL J0154.0+0823  , GB6 J0154+0823  , bll  , 28.50320816040039 , 8.389946937561035 , 14.9 , 1.636e-10 , 2.613e-11 , 2.282 , 0.451 , 15.1 , 0.681 ,   , 3FGL J0154.0+0824 
115 , 3FHL J0156.2-2419  ,   ,   , 29.0671329498291 , -24.325000762939453 , 4.87 , 2.900e-11 , 1.155e-11 , 1.733 , 0.926 , 0 , 0.000 ,   , 3FGL J0156.5-2423 
116 , 3FHL J0156.7-5302  , 1RXS J015658.6-530208  , bll  , 29.19902992248535 , -53.03643798828125 , 13.11 , 8.736e-11 , 1.710e-11 , 1.488 , 0.308 , 17.08 , 0.000 ,   , 3FGL J0157.0-5301 
117 , 3FHL J0156.9-4744  , 2MASS J01564603-4744174  , bll  , 29.229780197143555 , -47.74932861328125 , 4.31 , 2.449e-11 , 1.016e-11 , 2.786 , 1.193 , 15.35 , 0.000 ,   , 3FGL J0156.9-4742 
