id , Source name , Counterpart name , Class , RA (J2000.0) , Dec (J2000.0) , Significance , Flux 10-2000 GeV (ph/cm2/s) , Flux 10-2000 GeV Error , Spectral Index , Spectral Index Error , Log Nu peak (Hz) , Redshift , TeV Cat , Prev. Fermi Assoc.
1190 , 3FHL J1800.5-2343e , W 28  , SNR  , 270.1440124511719 , -23.7189998626709 , 21.78 , 2.305e-9 , 1.292e-10 , 2.247 , 0.105 , 0 , 0.000 , W 28  , 3FGL J1801.3-2326e
1191 , 3FHL J1800.7+7828  , S5 1803+784  , bll  , 270.18646240234375 , 78.47378540039062 , 26.89 , 2.470e-10 , 2.501e-11 , 2.227 , 0.289 , 13.32 , 0.68 ,   , 3FGL J1800.5+7827 
1192 , 3FHL J1800.7-2357  ,   ,   , 270.1838684082031 , -23.95326042175293 , 4.19 , 1.483e-10 , 3.829e-11 , 3.068 , 0.768 , 0 , 0.000 , HESS J1800-240B  , 3FGL J1800.8-2402 
1193 , 3FHL J1801.5-2450  , SNR G005.4-01.2  , snr  , 270.3810729980469 , -24.836992263793945 , 4.24 , 8.507e-11 , 2.456e-11 , 4.14 , 1.124 , 0 , 0.000 ,   ,  
1194 , 3FHL J1801.6-2327  , W 28  , snr  , 270.4026184082031 , -23.464689254760742 , 4.94 , 1.587e-10 , 3.915e-11 , 5.688 , 0.921 , 0 , 0.000 , W 28  , 3FGL J1801.3-2326e
1195 , 3FHL J1802.3-3043  ,   ,   , 270.5987548828125 , -30.722190856933594 , 7.3 , 8.278e-11 , 1.958e-11 , 5.812 , 1.297 , 0 , 0.000 ,   , 3FGL J1802.4-3043 
1196 , 3FHL J1802.6-3940  , PMN J1802-3940  , fsrq  , 270.6703186035156 , -39.67422103881836 , 11.4 , 1.184e-10 , 2.185e-11 , 3.253 , 0.606 , 12.44 , 1.319 ,   , 3FGL J1802.6-3940 
1197 , 3FHL J1803.1-2148  , LAT PSR J1803-2149  , PSR  , 270.79083251953125 , -21.81288719177246 , 6.87 , 1.890e-10 , 3.747e-11 , 4.707 , 0.812 , 0 , 0.000 ,   , 3FGL J1803.1-2147 
1198 , 3FHL J1803.1-6709  ,   ,   , 270.7944030761719 , -67.16366577148438 , 4.76 , 1.843e-11 , 8.108e-12 , 6.649 , 3.174 , 0 , 0.000 ,   , 3FGL J1803.3-6706 
1199 , 3FHL J1804.7-2144e , W 30  , snr  , 271.1910095214844 , -21.735000610351562 , 22.71 , 1.475e-9 , 9.197e-11 , 1.935 , 0.08 , 0 , 0.000 , HESS J1804-216  , 3FGL J1805.6-2136e
1200 , 3FHL J1806.8+6950  , 3C 371  , bll  , 271.70001220703125 , 69.83887481689453 , 18 , 1.302e-10 , 1.843e-11 , 2.593 , 0.438 , 14.67 , 0.05 ,   , 3FGL J1806.7+6949 
1201 , 3FHL J1807.1+6429  , 7C 1807+6428  , bll  , 271.7948913574219 , 64.4931640625 , 5.59 , 2.247e-11 , 8.157e-12 , 1.883 , 0.492 , 14.44 , 0.000 ,   , 3FGL J1807.8+6427 
1202 , 3FHL J1808.7+2420  ,   ,   , 272.1907043457031 , 24.33974266052246 , 4.35 , 2.244e-11 , 9.619e-12 , 1.66 , 0.857 , 0 , 0.000 ,   ,  
1203 , 3FHL J1809.4+2041  , RX J1809.3+2041  , bll  , 272.3588562011719 , 20.68906021118164 , 6.22 , 3.768e-11 , 1.203e-11 , 2.051 , 0.777 , 15.43 , 0.000 ,   , 3FGL J1809.4+2040 
1204 , 3FHL J1809.8+2911  , MG2 J180948+2910  , bll  , 272.451171875 , 29.186372756958008 , 13.31 , 1.167e-10 , 2.033e-11 , 2.012 , 0.449 , 14.44 , 0.000 ,   , 3FGL J1809.7+2909 
1205 , 3FHL J1809.8-2332  , LAT PSR J1809-2332  , PSR  , 272.45941162109375 , -23.53913688659668 , 29.23 , 6.791e-10 , 5.158e-11 , 4.217 , 0.407 , 0 , 0.000 ,   , 3FGL J1809.8-2332 
1206 , 3FHL J1810.7+5333  , WISE J181037.99+533501.5  , bcu  , 272.6841735839844 , 53.553226470947266 , 6.36 , 4.256e-11 , 1.244e-11 , 2.633 , 0.798 , 0 , 0.000 ,   , 3FGL J1810.7+5335 
1207 , 3FHL J1811.2-2800  , 1RXS J181119.4-275939  , bcu  , 272.8037109375 , -28.00310516357422 , 5.03 , 4.564e-11 , 1.461e-11 , 2.35 , 0.793 , 0 , 0.000 ,   ,  
1208 , 3FHL J1811.3+0341  , NVSS J181118+034113  , bll  , 272.8320007324219 , 3.6901698112487793 , 11.39 , 1.001e-10 , 1.988e-11 , 1.692 , 0.396 , 15.36 , 0.000 ,   , 3FGL J1811.2+0340 
1209 , 3FHL J1811.5-1927  , SWIFT J1811.5-1925  , psr  , 272.8851318359375 , -19.450918197631836 , 4.78 , 1.136e-10 , 2.939e-11 , 2.754 , 0.539 , 0 , 0.000 ,   , 3FGL J1811.3-1927c
1210 , 3FHL J1813.4-1245  , LAT PSR J1813-1246  , PSR  , 273.3620910644531 , -12.762838363647461 , 4.51 , 7.016e-11 , 2.082e-11 , 6.148 , 1.795 , 0 , 0.000 , HESS J1813-126  , 3FGL J1813.4-1246 
1211 , 3FHL J1813.5+0614  , TXS 1811+062  , bll  , 273.3997497558594 , 6.245962142944336 , 9.16 , 7.417e-11 , 1.679e-11 , 1.877 , 0.535 , 14.12 , 0.000 ,   , 3FGL J1813.6+0614 
1212 , 3FHL J1813.5+3144  , B2 1811+31  , bll  , 273.3957824707031 , 31.738664627075195 , 7.21 , 4.944e-11 , 1.363e-11 , 1.883 , 0.647 , 14.93 , 0.117 ,   , 3FGL J1813.6+3143 
1213 , 3FHL J1819.2+2135  , MG2 J181902+2132  , bll  , 274.8078918457031 , 21.58673667907715 , 4.97 , 3.567e-11 , 1.228e-11 , 3.996 , 1.594 , 14.98 , 0.000 ,   , 3FGL J1819.1+2134 
1214 , 3FHL J1820.4+3623  , NVSS J182021+362343  , bcu  , 275.10986328125 , 36.394203186035156 , 8.69 , 5.479e-11 , 1.394e-11 , 1.852 , 0.568 , 16.08 , 0.000 ,   , 3FGL J1820.3+3625 
1215 , 3FHL J1821.4+6637  ,   ,   , 275.3619384765625 , 66.61713409423828 , 6.05 , 3.508e-11 , 1.058e-11 , 2.375 , 0.556 , 0 , 0.000 ,   , 3FGL J1821.9+6636 
1216 , 3FHL J1823.3-1339  ,   ,   , 275.84039306640625 , -13.662771224975586 , 8.03 , 2.339e-10 , 4.009e-11 , 3.299 , 0.576 , 0 , 0.000 ,   , 3FGL J1823.2-1339 
1217 , 3FHL J1823.6-3454  , NVSS J182338-345412  , bcu  , 275.9065856933594 , -34.901485443115234 , 18.52 , 2.103e-10 , 2.775e-11 , 1.583 , 0.229 , 16.14 , 0.000 ,   , 3FGL J1823.6-3453 
1218 , 3FHL J1824.0+5651  , 4C +56.27  , bll  , 276.0066223144531 , 56.86491012573242 , 8.81 , 5.195e-11 , 1.283e-11 , 2.032 , 0.659 , 12.97 , 0.663 ,   , 3FGL J1824.2+5649 
1219 , 3FHL J1824.3-0621  ,   ,   , 276.0751037597656 , -6.351437568664551 , 5.94 , 7.142e-11 , 1.894e-11 , 3.484 , 0.876 , 0 , 0.000 ,   , 3FGL J1824.3-0620 
1220 , 3FHL J1824.5+4310  , 1RXS J182418.7+430954  , bcu  , 276.14190673828125 , 43.17820739746094 , 6.21 , 2.877e-11 , 1.003e-11 , 1.709 , 0.644 , 14.93 , 0.487 ,   , 3FGL J1824.4+4310 
1221 , 3FHL J1824.5-1351e , HESS J1825-137  , PWN  , 276.1300048828125 , -13.852100372314453 , 17.68 , 2.076e-9 , 1.603e-10 , 1.527 , 0.103 , 0 , 0.000 , HESS J1825-137  , 3FGL J1824.5-1351e
1222 , 3FHL J1826.1-1256  , LAT PSR J1826-1256  , PSR  , 276.5418701171875 , -12.942547798156738 , 10.78 , 2.684e-10 , 3.935e-11 , 3.932 , 0.801 , 0 , 0.000 , HESS J1826-130  , 3FGL J1826.1-1256 
1223 , 3FHL J1826.2-1451  , LS 5039  , HMB  , 276.5660705566406 , -14.852655410766602 , 11.44 , 2.010e-10 , 3.254e-11 , 1.743 , 0.241 , 0 , 0.000 , LS 5039  , 3FGL J1826.2-1450 
1224 , 3FHL J1828.9-2416  , 1RXS J182853.8-241746  , bcu  , 277.24603271484375 , -24.28107452392578 , 6.86 , 5.259e-11 , 1.538e-11 , 1.579 , 0.405 , 16.46 , 0.000 ,   , 3FGL J1828.9-2417 
1225 , 3FHL J1829.4+4845  , 3C 380  , fsrq  , 277.3553466796875 , 48.760520935058594 , 5.44 , 3.433e-11 , 1.167e-11 , 2.053 , 0.629 , 13.04 , 0.695 ,   , 3FGL J1829.6+4844 
1226 , 3FHL J1829.4+5402  , 1RXS J182925.7+540255  , bll  , 277.37158203125 , 54.034976959228516 , 11.39 , 7.353e-11 , 1.493e-11 , 2.2 , 0.445 , 14.37 , 0.000 ,   , 3FGL J1829.4+5402 
1227 , 3FHL J1830.0+1323  , MG1 J183001+1323  , bll  , 277.52178955078125 , 13.394865036010742 , 7.57 , 6.210e-11 , 1.617e-11 , 1.772 , 0.536 , 14.44 , 0.000 ,   , 3FGL J1829.8+1328 
1228 , 3FHL J1830.0-1518  ,   ,   , 277.5071105957031 , -15.301252365112305 , 4.39 , 6.734e-11 , 2.115e-11 , 1.713 , 0.348 , 0 , 0.000 ,   , 3FGL J1829.2-1504 
1229 , 3FHL J1832.8-5657  , PMN J1832-5659  , bll  , 278.207275390625 , -56.956459045410156 , 8.17 , 5.873e-11 , 1.445e-11 , 2.338 , 0.605 , 13.95 , 0.000 ,   , 3FGL J1832.4-5659 
1230 , 3FHL J1833.6-1034  , PSR J1833-1034  , PSR  , 278.414794921875 , -10.572575569152832 , 6.72 , 1.179e-10 , 2.686e-11 , 2.677 , 0.526 , 0 , 0.000 , HESS J1833-105  , 3FGL J1833.5-1033 
1231 , 3FHL J1833.6-2104  , PKS 1830-211  , fsrq  , 278.4129943847656 , -21.068262100219727 , 16.93 , 2.232e-10 , 2.962e-11 , 3.017 , 0.416 , 12.59 , 2.507 ,   , 3FGL J1833.6-2103 
1232 , 3FHL J1834.1-0706e , SNR G24.7+0.6  , SNR  , 278.531005859375 , -7.110000133514404 , 10.82 , 5.007e-10 , 5.999e-11 , 2.186 , 0.214 , 0 , 0.000 ,   , 3FGL J1833.9-0711 
1233 , 3FHL J1834.2+3136  , NVSS J183418+313623  , fsrq  , 278.5570373535156 , 31.607519149780273 , 5.19 , 3.116e-11 , 1.125e-11 , 2.173 , 0.799 , 14.85 , 0.000 ,   ,  
1234 , 3FHL J1834.5-0846e , W 41  , spp  , 278.6400146484375 , -8.779999732971191 , 12.11 , 7.581e-10 , 7.772e-11 , 1.878 , 0.163 , 0 , 0.000 , HESS J1834-087  , 2FHL J1834.5-0846e
1235 , 3FHL J1836.3+5925  , LAT PSR J1836+5925  , PSR  , 279.081787109375 , 59.43307113647461 , 33.19 , 3.713e-10 , 3.152e-11 , 4.881 , 0.401 , 0 , 0.000 ,   , 3FGL J1836.2+5925 
1236 , 3FHL J1836.4+3137  , RX J1836.2+3136  , bll  , 279.10699462890625 , 31.62053680419922 , 4.33 , 2.112e-11 , 9.347e-12 , 1.673 , 0.801 , 14.95 , 0.000 ,   , 3FGL J1836.3+3137 
1237 , 3FHL J1836.5-0651e , HESS J1837-069  , pwn  , 279.14300537109375 , -6.866000175476074 , 18.76 , 1.920e-9 , 1.246e-10 , 1.934 , 0.109 , 0 , 0.000 , HESS J1837-069  , 3FGL J1836.5-0655e
1238 , 3FHL J1838.1-6000  , SUMSS J183806-600033  , bcu  , 279.5484924316406 , -60.0129508972168 , 4.18 , 3.060e-11 , 1.123e-11 , 1.789 , 0.842 , 15.41 , 0.000 ,   , 3FGL J1838.5-6006 
1239 , 3FHL J1838.8+4802  , GB6 J1838+4802  , bll  , 279.7169189453125 , 48.04448318481445 , 25.51 , 2.567e-10 , 2.800e-11 , 1.742 , 0.212 , 15.8 , 0.000 ,   , 3FGL J1838.8+4802 
1240 , 3FHL J1838.9-0537  , LAT PSR J1838-0537  , PSR  , 279.73809814453125 , -5.617463111877441 , 7.71 , 2.206e-10 , 3.993e-11 , 2.556 , 0.522 , 0 , 0.000 ,   , 3FGL J1838.9-0537 
1241 , 3FHL J1838.9-0704e , HESS J1837-069  , pwn  , 279.7449951171875 , -7.066999912261963 , 11.35 , 8.785e-10 , 9.331e-11 , 1.685 , 0.147 , 0 , 0.000 , HESS J1837-069  , 3FGL J1838.9-0646 
1242 , 3FHL J1839.4-0553  ,   ,   , 279.8512878417969 , -5.896199703216553 , 5.69 , 1.649e-10 , 3.672e-11 , 3.692 , 0.837 , 0 , 0.000 ,   , 3FGL J1839.3-0552 
1243 , 3FHL J1840.9-0532e , HESS J1841-055  , PWN  , 280.2300109863281 , -5.550000190734863 , 14.77 , 1.360e-9 , 1.156e-10 , 1.775 , 0.1 , 0 , 0.000 , HESS J1841-055  , 3FGL J1840.9-0532e
1244 , 3FHL J1841.3+2909  , MG3 J184126+2910  , bcu  , 280.3341064453125 , 29.15664291381836 , 9.95 , 8.213e-11 , 1.774e-11 , 1.816 , 0.432 , 16.19 , 0.000 ,   , 3FGL J1841.2+2910 
1245 , 3FHL J1841.7+3217  , RX J1841.7+3218  , bll  , 280.4476013183594 , 32.29775619506836 , 11.7 , 9.893e-11 , 1.897e-11 , 2.425 , 0.589 , 16.31 , 0.000 ,   , 3FGL J1841.7+3218 
1246 , 3FHL J1842.4-5841  , 1RXS J184230.6-584202  , bcu  , 280.6095886230469 , -58.689937591552734 , 9.58 , 4.943e-11 , 1.284e-11 , 1.255 , 0.362 , 16.48 , 0.000 ,   , 3FGL J1842.3-5841 
1247 , 3FHL J1843.4-4835  , PKS 1839-48  , rdg  , 280.86279296875 , -48.58919143676758 , 4.86 , 2.987e-11 , 1.087e-11 , 2.551 , 0.953 , 0 , 0.1108 ,   ,  
1248 , 3FHL J1844.4+1547  , NVSS J184425+154646  , bll  , 281.111572265625 , 15.79876708984375 , 14.43 , 1.540e-10 , 2.414e-11 , 2.395 , 0.389 , 14.71 , 0.000 ,   , 3FGL J1844.3+1547 
1249 , 3FHL J1846.4+0919  , LAT PSR J1846+0919  , PSR  , 281.6114196777344 , 9.327319145202637 , 5.14 , 4.174e-11 , 1.382e-11 , 4.937 , 1.728 , 0 , 0.000 ,   , 3FGL J1846.3+0919 
1250 , 3FHL J1848.4+6538  , NVSS J184822+653702  , bcu  , 282.1120910644531 , 65.6339340209961 , 5.2 , 2.039e-11 , 7.531e-12 , 1.546 , 0.799 , 0 , 0.364 ,   ,  
1251 , 3FHL J1848.5+3217  , B2 1846+32A  , FSRQ  , 282.13311767578125 , 32.2988395690918 , 6.42 , 4.655e-11 , 1.371e-11 , 1.96 , 0.654 , 13.11 , 0.798 ,   , 3FGL J1848.4+3216 
1252 , 3FHL J1848.5+3243  , NVSS J184834+324400  , fsrq  , 282.1346435546875 , 32.723697662353516 , 5.32 , 3.551e-11 , 1.241e-11 , 3.233 , 1.511 , 12.86 , 0.000 ,   , 2FGL J1848.6+3241 
1253 , 3FHL J1848.9+4247  , RGB J1848+427  , bll  , 282.2369384765625 , 42.79652404785156 , 6.39 , 3.316e-11 , 1.070e-11 , 1.877 , 0.581 , 16.84 , 0.000 ,   , 3FGL J1848.9+4247 
1254 , 3FHL J1849.2-1647  , 1RXS J184919.7-164726  , bcu  , 282.3160095214844 , -16.786888122558594 , 8.16 , 7.044e-11 , 1.728e-11 , 1.682 , 0.424 , 1 , 0.000 ,   , 3FGL J1849.3-1645 
1255 , 3FHL J1849.3+6705  , S4 1849+67  , FSRQ  , 282.3381652832031 , 67.09416198730469 , 18.7 , 1.421e-10 , 1.946e-11 , 2.584 , 0.435 , 13.2 , 0.657 ,   , 3FGL J1849.2+6705 
1256 , 3FHL J1849.3-6448  , 1RXS J184924.8-644933  , unknown , 282.33770751953125 , -64.80659484863281 , 5.15 , 2.579e-11 , 9.706e-12 , 2.365 , 0.987 , 0 , 0.000 ,   ,  
1257 , 3FHL J1849.4-0056  , 3C 391  , snr  , 282.3563232421875 , -0.9383313059806824 , 8.81 , 2.365e-10 , 3.951e-11 , 3.067 , 0.546 , 0 , 0.000 ,   , 3FGL J1849.4-0057 
1258 , 3FHL J1850.4+2631  , NVSS J185023+263151  , bcu  , 282.6100158691406 , 26.532007217407227 , 4.41 , 2.578e-11 , 9.935e-12 , 1.479 , 0.552 , 15.65 , 0.000 ,   ,  
1259 , 3FHL J1852.3+4855  , S4 1851+48  , fsrq  , 283.0858459472656 , 48.924503326416016 , 10.02 , 6.493e-11 , 1.447e-11 , 2.562 , 0.703 , 13.13 , 1.25 ,   , 3FGL J1852.4+4856 
1260 , 3FHL J1854.6-6008  , PMN J1854-6009  , bll  , 283.66912841796875 , -60.13461685180664 , 4.12 , 2.271e-11 , 9.292e-12 , 5.837 , 2.025 , 1 , 0.000 ,   , 3FGL J1855.1-6008 
1261 , 3FHL J1855.3+0751  ,   ,   , 283.83502197265625 , 7.866543769836426 , 4.49 , 4.788e-11 , 1.754e-11 , 1.614 , 0.503 , 0 , 0.000 ,   , 3FGL J1855.6+0753 
1262 , 3FHL J1855.5+0142  ,   ,   , 283.8992614746094 , 1.7152116298675537 , 5.37 , 1.681e-10 , 3.873e-11 , 3.311 , 0.543 , 0 , 0.000 ,   ,  
1263 , 3FHL J1855.9+0121e , W 44  , SNR  , 283.989990234375 , 1.3550000190734863 , 14.53 , 7.961e-10 , 7.310e-11 , 3.319 , 0.323 , 0 , 0.000 ,   , 3FGL J1855.9+0121e
1264 , 3FHL J1856.1-1221  ,   ,   , 284.0308837890625 , -12.354375839233398 , 4.62 , 4.144e-11 , 1.429e-11 , 2.084 , 0.779 , 0 , 0.000 ,   , 3FGL J1856.1-1217 
1265 , 3FHL J1857.0+0059  ,   ,   , 284.27374267578125 , 0.989561915397644 , 5.8 , 1.400e-10 , 3.306e-11 , 4.27 , 1.216 , 0 , 0.000 ,   , 3FGL J1857.2+0059 
1266 , 3FHL J1857.7+0246e , HESS J1857+026  , pwn  , 284.4490051269531 , 2.7739999294281006 , 9.36 , 7.500e-10 , 9.030e-11 , 1.897 , 0.148 , 0 , 0.000 , HESS J1857+026  , 2FHL J1856.8+0256 
1267 , 3FHL J1858.4+7318  ,   ,   , 284.61480712890625 , 73.30052947998047 , 4.65 , 2.481e-11 , 9.057e-12 , 2.629 , 0.553 , 0 , 0.000 ,   , 3FGL J1857.9+7319 
1268 , 3FHL J1902.8-6748  , PMN J1903-6749  , fsrq  , 285.7085876464844 , -67.80073547363281 , 5.24 , 2.678e-11 , 9.778e-12 , 5.905 , 2.583 , 12.99 , 0.255 ,   , 3FGL J1902.9-6745 
1269 , 3FHL J1903.2+5540  , TXS 1902+556  , bll  , 285.8095703125 , 55.67930603027344 , 32.24 , 3.818e-10 , 3.279e-11 , 2.053 , 0.209 , 14.38 , 0.000 ,   , 3FGL J1903.2+5541 
1270 , 3FHL J1904.1+3627  , MG2 J190411+3627  , bcu  , 286.0357360839844 , 36.45155715942383 , 9.57 , 6.354e-11 , 1.502e-11 , 2.071 , 0.41 , 16.33 , 0.000 ,   , 3FGL J1904.5+3627 
1271 , 3FHL J1907.0+0713  ,   ,   , 286.75238037109375 , 7.228698253631592 , 6.03 , 1.591e-10 , 3.443e-11 , 3.331 , 0.524 , 0 , 0.000 ,   ,  
1272 , 3FHL J1907.9+0602  , LAT PSR J1907+0602  , PSR  , 286.979248046875 , 6.036015033721924 , 16.99 , 3.501e-10 , 4.038e-11 , 4.073 , 0.703 , 0 , 0.000 ,   , 3FGL J1907.9+0602 
1273 , 3FHL J1910.8+2856  , 1RXS J191053.2+285622  , bcu  , 287.71441650390625 , 28.933778762817383 , 8.16 , 6.193e-11 , 1.579e-11 , 1.988 , 0.508 , 16.91 , 0.000 ,   , 3FGL J1910.8+2855 
1274 , 3FHL J1911.0+0905  , W 49B  , snr  , 287.7519836425781 , 9.095062255859375 , 26.67 , 7.984e-10 , 5.972e-11 , 2.448 , 0.194 , 0 , 0.000 , W 49B  , 3FGL J1910.9+0906 
1275 , 3FHL J1911.3-2007  , PKS B1908-201  , fsrq  , 287.8471374511719 , -20.131492614746094 , 6.56 , 5.669e-11 , 1.562e-11 , 4.614 , 1.442 , 12.86 , 1.119 ,   , 3FGL J1911.2-2006 
1276 , 3FHL J1911.5+0310  ,   ,   , 287.89117431640625 , 3.1754651069641113 , 4.39 , 4.764e-11 , 1.658e-11 , 2.934 , 0.924 , 0 , 0.000 ,   , 3FGL J1911.7+0307 
1277 , 3FHL J1911.5-1908  , PMN J1911-1908  , bcu  , 287.8817443847656 , -19.139522552490234 , 9.18 , 8.021e-11 , 1.809e-11 , 1.931 , 0.435 , 15.95 , 0.000 ,   , 3FGL J1911.4-1908 
1278 , 3FHL J1912.1-0802  , PMN J1912-0804  , bcu  , 288.0274353027344 , -8.049654960632324 , 7.01 , 5.589e-11 , 1.535e-11 , 2.083 , 0.631 , 15.05 , 0.000 ,   , 3FGL J1912.0-0804 
1279 , 3FHL J1914.0+4438  , 1RXS J191401.9+443849  , bll  , 288.5184631347656 , 44.63791275024414 , 6.9 , 3.769e-11 , 1.182e-11 , 1.687 , 0.647 , 15.7 , 0.000 ,   , 3FGL J1913.9+4441 
1280 , 3FHL J1915.2-1323  ,   ,   , 288.81817626953125 , -13.391587257385254 , 4.53 , 2.052e-11 , 9.243e-12 , 1.551 , 0.369 , 0 , 0.000 ,   ,  
1281 , 3FHL J1917.7-1921  , 1H 1914-194  , bll  , 289.4382629394531 , -19.36618995666504 , 29.8 , 3.965e-10 , 3.698e-11 , 1.902 , 0.164 , 15.35 , 0.137 ,   , 3FGL J1917.7-1921 
1282 , 3FHL J1917.9+0331  ,   ,   , 289.4992370605469 , 3.5239040851593018 , 5.53 , 4.844e-11 , 1.564e-11 , 1.579 , 0.463 , 0 , 0.000 ,   , 2FHL J1917.9+0331 
1283 , 3FHL J1918.1+3752  , 1RXS J191810.2+375315  , bcu  , 289.5427551269531 , 37.87601089477539 , 5 , 2.966e-11 , 1.113e-11 , 1.391 , 0.715 , 16.35 , 0.000 ,   , 3FGL J1918.0+3750 
1284 , 3FHL J1918.2-4111  , PMN J1918-4111  , bll  , 289.5586853027344 , -41.18961715698242 , 18.58 , 2.206e-10 , 2.853e-11 , 2.209 , 0.372 , 14.08 , 0.000 ,   , 3FGL J1918.2-4110 
1285 , 3FHL J1921.3-1231  , TXS 1918-126  , bll  , 290.33660888671875 , -12.521743774414062 , 12.14 , 1.093e-10 , 2.057e-11 , 2.127 , 0.489 , 13.4 , 0.000 ,   , 3FGL J1921.2-1232 
1286 , 3FHL J1921.8-1607  , PMN J1921-1607  , bll  , 290.465087890625 , -16.119674682617188 , 13.94 , 1.378e-10 , 2.305e-11 , 1.821 , 0.29 , 15.1 , 0.000 ,   , 3FGL J1921.9-1607 
1287 , 3FHL J1922.6-7452  , SUMSS J192240-745348  , bcu  , 290.6630859375 , -74.88095092773438 , 8.13 , 4.408e-11 , 1.181e-11 , 1.758 , 0.487 , 0 , 0.000 ,   , 3FGL J1923.2-7452 
1288 , 3FHL J1923.2+1408e , W 51C  , SNR  , 290.8179931640625 , 14.145000457763672 , 33.63 , 1.641e-9 , 8.292e-11 , 2.593 , 0.117 , 0 , 0.000 , W 51  , 3FGL J1923.2+1408e
1289 , 3FHL J1923.4-2502  , 1RXS J192325.9-250228  , bcu  , 290.85028076171875 , -25.048742294311523 , 5.57 , 4.282e-11 , 1.425e-11 , 1.904 , 0.671 , 15.2 , 0.000 ,   ,  
1290 , 3FHL J1923.5-2102  , TXS 1920-211  , fsrq  , 290.89276123046875 , -21.041677474975586 , 5.33 , 4.432e-11 , 1.370e-11 , 4.133 , 1.53 , 13.4 , 0.874 ,   , 3FGL J1923.5-2104 
1291 , 3FHL J1924.2-1548  , NVSS J192411-154902  , bcu  , 291.0575256347656 , -15.8045015335083 , 5.09 , 3.097e-11 , 1.149e-11 , 2.616 , 0.951 , 0 , 0.000 ,   ,  
1292 , 3FHL J1924.8-2913  , PKS B1921-293  , fsrq  , 291.21771240234375 , -29.222068786621094 , 8.81 , 7.641e-11 , 1.786e-11 , 2.406 , 0.599 , 12.52 , 0.353 ,   , 3FGL J1924.8-2914 
1293 , 3FHL J1925.0+2815  , NVSS J192502+281542  , bcu  , 291.26739501953125 , 28.262493133544922 , 8.92 , 6.457e-11 , 1.542e-11 , 1.866 , 0.466 , 15.85 , 0.000 ,   , 3FGL J1924.9+2817 
1294 , 3FHL J1925.3+1617  ,   ,   , 291.3468933105469 , 16.29851722717285 , 5.67 , 1.081e-10 , 2.710e-11 , 2.004 , 0.392 , 0 , 0.000 ,   , 3FGL J1925.4+1605 
1295 , 3FHL J1925.4+3706  , 1RXS J192520.1+370527  , bcu  , 291.3506774902344 , 37.108978271484375 , 4.7 , 3.206e-11 , 1.225e-11 , 3.084 , 1.504 , 16.25 , 0.000 ,   ,  
1296 , 3FHL J1926.9+6154  , 1RXS J192649.5+615445  , bll  , 291.7261047363281 , 61.91196060180664 , 20.98 , 1.760e-10 , 2.218e-11 , 1.93 , 0.329 , 15.85 , 0.000 ,   , 3FGL J1926.8+6154 
1297 , 3FHL J1927.5+0153  ,   ,   , 291.8813171386719 , 1.8978453874588013 , 5.41 , 5.053e-11 , 1.562e-11 , 1.603 , 0.611 , 0 , 0.000 ,   ,  
1298 , 3FHL J1927.6+6117  , S4 1926+61  , bll  , 291.90264892578125 , 61.29947280883789 , 10.18 , 6.104e-11 , 1.356e-11 , 2.052 , 0.544 , 13.36 , 0.000 ,   , 3FGL J1927.7+6118 
1299 , 3FHL J1931.1+0937  , RX J1931.1+0937  , bll  , 292.78924560546875 , 9.628168106079102 , 28.56 , 4.525e-10 , 4.054e-11 , 2.074 , 0.195 , 16.15 , 0.000 ,   , 3FGL J1931.1+0937 
1300 , 3FHL J1933.3+0726  , 1RXS J193320.3+072616  , bll  , 293.3336486816406 , 7.4480671882629395 , 13.54 , 1.274e-10 , 2.219e-11 , 1.853 , 0.29 , 15.98 , 0.000 ,   , 3FGL J1933.4+0727 
1301 , 3FHL J1934.2-2419  , NVSS J193412-241922  , bcu  , 293.56182861328125 , -24.320457458496094 , 4.41 , 2.600e-11 , 1.015e-11 , 2.429 , 0.889 , 16.19 , 0.000 ,   ,  
1302 , 3FHL J1936.9-4720  , PMN J1936-4719  , bll  , 294.228271484375 , -47.340145111083984 , 14 , 1.259e-10 , 2.125e-11 , 1.995 , 0.302 , 16.42 , 0.265 ,   , 3FGL J1936.9-4719 
1303 , 3FHL J1939.9-4927  , SUMSS J193946-492539  , bcu  , 294.9939880371094 , -49.459999084472656 , 5.45 , 3.392e-11 , 1.158e-11 , 2.569 , 0.997 , 0 , 0.000 ,   , 3FGL J1939.6-4925 
1304 , 3FHL J1941.3-6207  , PKS 1936-623  , fsrq  , 295.34918212890625 , -62.129249572753906 , 5.71 , 3.735e-11 , 1.186e-11 , 5.301 , 1.598 , 13.12 , 0.000 ,   , 3FGL J1941.2-6210 
1305 , 3FHL J1942.7+1033  , 1RXS J194246.3+103339  , bll  , 295.697021484375 , 10.558334350585938 , 29.63 , 4.385e-10 , 3.983e-11 , 1.95 , 0.164 , 15.44 , 0.000 ,   , 3FGL J1942.7+1033 
1306 , 3FHL J1943.9+2117  , MG2 J194359+2118  , bcu  , 295.9999084472656 , 21.287912368774414 , 11.3 , 1.239e-10 , 2.280e-11 , 1.45 , 0.292 , 18.73 , 0.000 , HESS J1943+213  , 2FHL J1944.1+2117 
1307 , 3FHL J1944.2+3920  ,   ,   , 296.0655822753906 , 39.3430061340332 , 4.28 , 3.010e-11 , 1.170e-11 , 2.023 , 0.834 , 0 , 0.000 ,   , 3FGL J1944.1+3919 
