id , BZCAT5 Source name , Other name , BZCAT name , RA (J2000.0) , Dec (J2000.0) , Redshift , Redshiftflag , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density 5.0GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Fermi flux1-100 GeV(ph/cm2/s)
1861 , 5BZQJ1214+0829 , GB6J1215+0829  , BZQJ1214+0829  , 183.74962 , 8.48958 , 2.359 ,  , 20.2 , QSO RLoud flat radio sp. , 231 , 225 ,  ,  , 
1862 , 5BZBJ1215+5002 , 2FGLJ1214.9+5004 , BZBJ1215+5002  , 183.75325 , 50.03767 ,  ,  , 17.4 , BL Lac , 86 , 36 ,  ,  , 5e-10
1863 , 5BZQJ1215+1654 , GB6J1215+1654  , BZQJ1215+1654  , 183.76654 , 16.91053 , 1.132 ,  , 20.1 , QSO RLoud flat radio sp. , 298 , 322 ,  , 0.41 , 5e-10
1864 , 5BZBJ1215+3508 , SDSSJ121508.85+350813.4 , BZBJ1215+3508  , 183.78688 , 35.13706 , 0.882 ,  ?  , 20.5 , BL Lac , 83 , 56 ,  ,  , 
1865 , 5BZQJ1215+4627 , GB 1212+46.7  , BZQJ1215+4627  , 183.79146 , 46.45419 , 0.72 ,  , 17.4 , QSO RLoud flat radio sp. , 272 , 168 ,  , 0.68 , 
1866 , 5BZGJ1215+0732 , 1ES1212+078  , BZBJ1215+0732  , 183.79575 , 7.53464 , 0.136 ,  , 16.4 , BL Lac-galaxy dominated , 137 , 117 ,  , 3.27 , 
1867 , 5BZQJ1215+6422 , CRATESJ121547+642225 , BZQJ1215+6422  , 183.95379 , 64.37458 , 3.233 ,  , 18.6 , QSO RLoud flat radio sp. , 65 , 79 ,  , 0.22 , 
1868 , 5BZQJ1215+3448 , S41213+350  , BZQJ1215+3448  , 183.98167 , 34.80422 , 0.857 ,  , 20.4 , QSO RLoud flat radio sp. , 1507 , 1123 , 295 ,  , 
1869 , 5BZBJ1216-0243 , 1RXSJ121603.6-024302 , BZBJ1216-0243  , 184.01362 , -2.71825 , 0.359 ,  , 17.2 , BL Lac Candidate , 11 ,  ,  , 1.15 , 
1870 , 5BZGJ1216+0929 , CRATESJ121607+092904 , BZBJ1216+0929  , 184.02592 , 9.48594 , 0.094 ,  , 15.4 , BL Lac-galaxy dominated , 144 , 157 ,  , 1.02 , 
1871 , 5BZQJ1216-1033 , PKS1213-102  , BZUJ1216-1033  , 184.10167 , -10.55433 , 0.636 ,  ?  , 19.6 , QSO RLoud flat radio sp. , 306 , 311 ,  ,  , 
1872 , 5BZBJ1216+0541 , BZBJ1216+0541  , BZBJ1216+0541  , 184.20829 , 5.69353 ,  ,  , 19.8 , BL Lac , 56 , 45 ,  , 0.29 , 
1873 , 5BZQJ1217+2925 , GB6J1217+2925  , BZQJ1217+2925  , 184.28438 , 29.42597 , 0.974 ,  , 19.2 , QSO RLoud flat radio sp. , 67 , 49 ,  , 0.19 , 
1874 , 5BZQJ1217+5835 , CRATESJ121710+583523 , BZQJ1217+5835  , 184.29588 , 58.59061 , 2.55 ,  , 19.1 , QSO RLoud flat radio sp. , 455 , 306 ,  ,  , 
1875 , 5BZQJ1217+3305 , B2 1215+33  , BZQJ1217+3305  , 184.38558 , 33.094 , 2.606 ,  , 18.3 , QSO RLoud flat radio sp. , 194 , 117 ,  , 0.06 , 
1876 , 5BZQJ1217+5155 , SBS 1215+521  , BZQJ1217+5155  , 184.40271 , 51.9195 , 2.224 ,  , 17.4 , QSO RLoud flat radio sp. , 85 , 61 ,  ,  , 
1877 , 5BZBJ1217+3007 , ON 325  , BZBJ1217+3007  , 184.467 , 30.11683 , 0.13 ,  ?  , 15.3 , BL Lac , 573 , 478 ,  , 24.9 , 5.5e-9
1878 , 5BZBJ1217-0029 , PKS 1215-002  , BZBJ1217-0029  , 184.49471 , -0.49619 , 0.419 ,  , 17.7 , BL Lac , 453 , 340 ,  ,  , 
1879 , 5BZBJ1218-0119 , PKS 1216-010  , BZBJ1218-0119  , 184.64554 , -1.33175 ,  ,  , 17.6 , BL Lac , 245 , 226 ,  ,  , 1.6e-9
1880 , 5BZQJ1219+4829 , S41216+48  , BZQJ1219+4829  , 184.77671 , 48.49892 , 1.076 ,  , 20.3 , QSO RLoud flat radio sp. , 619 , 638 , 326 ,  , 
1881 , 5BZQJ1219+6600 , GB6B1217+6617  , BZQJ1219+6600  , 184.89913 , 66.00883 , 1.266 ,  , 19.1 , QSO RLoud flat radio sp. , 76 , 111 ,  ,  , 
1882 , 5BZBJ1219+0446 , SDSSJ121944.98+044622.4 , BZBJ1219+0446  , 184.93742 , 4.77289 ,  ,  , 17.8 , BL Lac , 8 ,  ,  ,  , 
1883 , 5BZBJ1219-0314 , 1RXSJ121946.0-031419 , BZBJ1219-0314  , 184.94046 , -3.24 , 0.299 ,  , 17.7 , BL Lac , 29 ,  ,  , 1.72 , 6e-10
1884 , 5BZQJ1220+7105 , S5 1217+46  , BZQJ1220+7105  , 185.01513 , 71.09197 , 0.451 ,  , 19.8 , QSO RLoud flat radio sp. , 253 , 293 ,  ,  , 4e-10
1885 , 5BZBJ1220+3431 , GB2 1217+348  , BZBJ1220+3431  , 185.03454 , 34.52269 ,  ,  , 17.6 , BL Lac , 251 , 352 ,  , 0.3 , 6e-10
1886 , 5BZQJ1220+0203 , PKS 1217+02  , BZQJ1220+0203  , 185.0495 , 2.06172 , 0.24 ,  , 15.8 , QSO RLoud flat radio sp. , 674 , 698 ,  , 2.79 , 4e-10
1887 , 5BZBJ1220-0003 , BZBJ1220-0003  , BZBJ1220-0003  , 185.05058 , -0.05158 ,  ,  , 19.2 , BL Lac , 10 ,  ,  , 0.47 , 
1888 , 5BZQJ1220+3808 , GB6J1220+3809  , BZQJ1220+3808  , 185.24679 , 38.14878 , 1.108 ,  , 22.8 , QSO RLoud flat radio sp. , 219 , 320 ,  ,  , 
1889 , 5BZGJ1221+4742 , WE 1218+47W2  , BZBJ1221+4742  , 185.28242 , 47.70792 , 0.21 ,  , 17.5 , BL Lac-galaxy dominated , 42 , 18 ,  , 0.97 , 
1890 , 5BZBJ1221+3010 , EXO1218.8+3027  , BZBJ1221+3010  , 185.34142 , 30.17697 , 0.184 ,  , 16 , BL Lac , 72 , 52 ,  , 16.3 , 2.8e-9
1891 , 5BZQJ1221-0241 , PKS 1218-024  , BZQJ1221-0241  , 185.34975 , -2.69711 , 0.665 ,  , 19.9 , QSO RLoud flat radio sp. , 694 , 440 ,  ,  , 
1892 , 5BZQJ1221+4411 , B31218+444B  , BZQJ1221+4411  , 185.36267 , 44.19158 , 1.347 ,  , 18.3 , QSO RLoud flat radio sp. , 558 , 539 ,  ,  , 
1893 , 5BZBJ1221+2813 , ON 231  , BZBJ1221+2813  , 185.38204 , 28.23292 , 0.102 ,  , 15 , BL Lac , 732 , 1085 ,  , 1.3 , 5.5e-9
1894 , 5BZGJ1221+0821 , RXSJ12215+0821  , BZBJ1221+0821  , 185.38358 , 8.36228 , 0.132 ,  , 17.1 , BL Lac-galaxy dominated , 177 , 58 ,  , 1.14 , 
1895 , 5BZBJ1222+3540 , 1RXSJ122212.7+354101 , BZBJ1222+3540  , 185.54758 , 35.68286 ,  ,  , 18.7 , BL Lac , 7 ,  ,  , 0.23 , 
1896 , 5BZQJ1222+0413 , PKS 1219+04  , BZQJ1222+0413  , 185.59392 , 4.22103 , 0.966 ,  , 16.8 , QSO RLoud flat radio sp. , 800 , 1351 , 989 , 0.91 , 1.3e-9
1897 , 5BZQJ1222+2934 , BZQJ1222+2934  , BZQJ1222+2934  , 185.68008 , 29.57819 , 0.787 ,  , 19.1 , QSO RLoud flat radio sp. , 95 , 60 ,  , 0.16 , 
1898 , 5BZQJ1223+4611 , GB6B1221+4628  , BZQJ1223+4611  , 185.91392 , 46.1885 , 1.012 ,  , 17.7 , QSO RLoud flat radio sp. , 361 , 314 ,  , 0.25 , 
1899 , 5BZBJ1223+8040 , S51221+809  , BZBJ1223+8040  , 185.91871 , 80.66786 ,  ,  , 19.3 , BL Lac , 705 , 518 ,  , 0.19 , 1.1e-9
1900 , 5BZGJ1223+4650 , 1RXSJ122352.5+465059 , BZBJ1223+4650  , 185.97104 , 46.84692 , 0.261 ,  , 17.7 , BL Lac-galaxy dominated , 13 ,  ,  , 0.36 , 
1901 , 5BZQJ1223+0650 , 1WGAJ1223.8+0650 , BZQJ1223+0650  , 185.97758 , 6.83406 , 1.189 ,  , 19.6 , QSO RLoud flat radio sp. , 276 , 251 ,  , 0.18 , 
1902 , 5BZBJ1223+7953 ,  ,  , 185.99258 , 79.89139 ,  ,  , 18.5 , BL Lac , 32 ,  ,  ,  , 3e-10
1903 , 5BZBJ1224+2239 , CRATESJ122400+223930 , BZBJ1224+2239  , 186.00433 , 22.66081 , 0.428 ,  ?  , 19.2 , BL Lac , 111 , 90 ,  , 0.28 , 
1904 , 5BZQJ1224+5001 , 1FGL_J1224.2+5012 , BZQJ1224+5001  , 186.04129 , 50.03208 , 1.062 ,  , 17.1 , QSO RLoud flat radio sp. , 47 , 31 ,  ,  , 
1905 , 5BZBJ1224+2436 , MS1221.8+2452  , BZBJ1224+2436  , 186.10075 , 24.60653 , 0.219 ,  , 16.7 , BL Lac , 26 , 27 ,  , 1.56 , 6e-10
1906 , 5BZBJ1224+4335 , GB6B1222+4352  , BZBJ1224+4335  , 186.21462 , 43.58869 ,  ,  , 20.1 , BL Lac , 366 , 213 ,  ,  , 4e-10
1907 , 5BZQJ1224+0330 , PKS 1222+037  , BZQJ1224+0330  , 186.21842 , 3.51397 , 0.956 ,  , 18.5 , QSO RLoud flat radio sp. , 1280 , 1221 ,  , 0.56 , 
1908 , 5BZUJ1224-8313 , PKS1221-82  , BZUJ1224-8313  , 186.22658 , -83.21947 ,  ,  , 19.7 , Blazar Uncertain type , 510 , 797 ,  ,  , 5e-10
1909 , 5BZQJ1224+2122 , PKS 1222+216 , BZQJ1224+2122  , 186.22692 , 21.37956 , 0.434 ,  , 16.1 , QSO RLoud flat radio sp. , 2095 , 1154 , 1055 , 1.97 , 3.54e-8
1910 , 5BZUJ1225+4834 , ROXAJ122506.4+483435.1 , BZQJ1225+4834  , 186.27708 , 48.57644 , 0.647 ,  , 19.3 , Blazar Uncertain type , 59 , 38 ,  , 0.18 , 
1911 , 5BZBJ1225+7214 , 1RXSJ122515.5+721450 , BZBJ1225+7214  , 186.30892 , 72.24669 , 0.114 ,  ?  , 14.6 , BL Lac Candidate , 5 ,  ,  , 0.91 , 
1912 , 5BZGJ1226+2604 , 1RXSJ122603.6+260435 , BZBJ1226+2604  , 186.51717 , 26.07447 , 0.176 ,  , 17.5 , BL Lac-galaxy dominated , 13 ,  ,  , 0.89 , 
1913 , 5BZBJ1226+0638 , 1RXSJ122645.2+063906 , BZBJ1226+0638  , 186.68412 , 6.64836 ,  ,  , 17.2 , BL Lac , 17 ,  ,  , 0.95 , 2e-10
1914 , 5BZBJ1226-1328 , 2FGLJ1226.7-1331 , BZBJ1226-1328  , 186.72675 , -13.47747 ,  ,  , 20.3 , BL Lac , 146 , 294 ,  ,  , 1.3e-9
1915 , 5BZQJ1226+4340 , GB6J1226+4341  , BZQJ1226+4340  , 186.74129 , 43.68289 , 2.009 ,  , 19.2 , QSO RLoud flat radio sp. , 181 , 154 ,  ,  , 
1916 , 5BZBJ1227-4436 , PKS1224-443  , BZBJ1227-4436  , 186.86117 , -44.61064 ,  ,  , 17.1 , BL Lac , 320 , 339 ,  ,  , 
1917 , 5BZQJ1227+4932 , GB6J1227+4933  , BZQJ1227+4932  , 186.98217 , 49.54889 , 1.348 ,  , 20.6 , QSO RLoud flat radio sp. , 235 , 130 ,  ,  , 5e-10
1918 , 5BZBJ1228-0221 , SDSSJ12281-0221  , BZBJ1228-0221  , 187.03808 , -2.36006 , 0.323 ,  , 19.1 , BL Lac , 1.5 ,  ,  , 0.93 , 
1919 , 5BZQJ1228+3128 , B2 1225+31  , BZQJ1228+3128  , 187.10404 , 31.47711 , 2.195 ,  , 15.8 , QSO RLoud flat radio sp. , 333 , 345 ,  , 0.25 , 
1920 , 5BZQJ1228-0304 , PKS1226-028  ,  , 187.15383 , -3.07753 , 1.804 ,  , 18.9 , QSO RLoud flat radio sp. , 137 , 201 ,  ,  , 
1921 , 5BZQJ1228+3706 , PCCS1217G147.15+78.93 , BZQJ1228+3706  , 187.19758 , 37.10333 , 1.517 ,  , 18.2 , QSO RLoud flat radio sp. , 383 , 856 ,  , 0.19 , 
1922 , 5BZQJ1228+4858 , ON+444  , BZQJ1228+4858  , 187.21571 , 48.96703 , 1.719 ,  , 18.6 , QSO RLoud flat radio sp. , 388 , 350 ,  , 0.18 , 7e-10
1923 , 5BZQJ1229+0203 , 3C273  , BZQJ1229+0203  , 187.27792 , 2.05239 , 0.158 ,  , 12.9 , QSO RLoud flat radio sp. , 54992 , 43572 , 17880 , 63.1 , 1.51e-8
1924 , 5BZQJ1229+0423 , BZQJ1229+0423  , BZQJ1229+0423  , 187.31792 , 4.38917 , 1.027 ,  , 18.5 , QSO RLoud flat radio sp. , 257 , 175 ,  , 0.22 , 
1925 , 5BZBJ1230+2518 , RXJ12302+2517  , BZBJ1230+2518  , 187.55871 , 25.30197 , 0.135 ,  ?  , 14.7 , BL Lac , 244 , 324 ,  , 2.22 , 9e-10
1926 , 5BZUJ1230-3121 , PKS 1228-310  , BZUJ1230-3121  , 187.68721 , -31.35647 , 2.276 ,  ?  , 17.9 , Blazar Uncertain type , 321 , 167 ,  ,  , 
1927 , 5BZQJ1230-1139 , PKS1228-113  , BZQJ1230-1139  , 187.7315 , -11.65272 , 3.528 ,  , 19.1 , QSO RLoud flat radio sp. , 472 , 374 ,  ,  , 
1928 , 5BZBJ1231+1421 , 1WGAJ1231.3+14  , BZBJ1231+1421  , 187.84958 , 14.35681 , 0.256 ,  , 17.2 , BL Lac , 55 , 67 ,  , 1.88 , 6e-10
1929 , 5BZQJ1231+0418 , GB6J1231+0418  , BZQJ1231+0418  , 187.86496 , 4.30053 , 1.03 ,  , 18 , QSO RLoud flat radio sp. , 339 , 373 ,  ,  , 
1930 , 5BZBJ1231+6414 , MS1229.2+6430  , BZBJ1231+6414  , 187.88079 , 64.23842 , 0.163 ,  , 16.6 , BL Lac , 59 , 36 ,  , 2.49 , 
1931 , 5BZBJ1231+2847 , GB6B1229+2904  , BZBJ1231+2847  , 187.93163 , 28.79714 ,  ,  , 17.2 , BL Lac , 142 , 114 ,  , 1.53 , 3.5e-9
1932 , 5BZQJ1232-0224 , PKS 1229-021 , BZQJ1232-0224  , 188.00004 , -2.40147 , 1.043 ,  , 16.8 , QSO RLoud flat radio sp. , 1648 , 1020 , 339 , 0.32 , 
1933 , 5BZQJ1232+4821 , BP155  , BZQJ1232+4821  , 188.14496 , 48.35917 , 1.588 ,  , 21.5 , QSO RLoud flat radio sp. , 326 , 268 ,  ,  , 
1934 , 5BZQJ1233-0031 , Q 1230-0015  , BZQJ1233-0031  , 188.26692 , -0.52619 , 0.471 ,  , 17.8 , QSO RLoud flat radio sp. , 92 , 88 ,  , 0.23 , 
1935 , 5BZBJ1233+1701 , SDSSJ123305.15+170133.3 , BZBJ1233+1701  , 188.27146 , 17.02592 ,  ,  , 17.7 , BL Lac , 31 , 24 ,  ,  , 
1936 , 5BZQJ1233-1025 , PKS1230-10  , BZQJ1233-1025  , 188.30471 , -10.42189 , 2.394 ,  , 19.1 , QSO RLoud flat radio sp. , 616 , 373 ,  ,  , 
1937 , 5BZBJ1233-0144 , SDSSJ12336-0144  , BZBJ1233-0144  , 188.42221 , -1.73992 ,  ,  , 18.3 , BL Lac , 29 , 58 ,  ,  , 1e-9
1938 , 5BZGJ1233+5026 , GB6B1231+5043  , BZBJ1233+5026  , 188.45529 , 50.43967 , 0.207 ,  , 17.5 , BL Lac-galaxy dominated , 283 , 175 ,  , 0.12 , 
1939 , 5BZQJ1234+4753 , GB 1231+482  , BZQJ1234+4753  , 188.55554 , 47.89756 , 0.374 ,  , 16.8 , QSO RLoud flat radio sp. , 356 , 268 ,  , 0.36 , 
1940 , 5BZBJ1234-3856 , SHBLJ123417.1-385635 , BZBJ1234-3856  , 188.57146 , -38.94308 , 0.236 ,  , 18.1 , BL Lac , 7 ,  ,  , 2.51 , 
1941 , 5BZBJ1234+3910 , SDSSJ123438.95+391046.8 , BZBJ1234+3910  , 188.66229 , 39.17967 , 0.584 ,  , 19.5 , BL Lac , 84 , 60 ,  ,  , 
1942 , 5BZGJ1234-2432 , ABELL3520  ,  , 188.70721 , -24.54247 , 0.182 ,  , 14.1 , BL Lac-galaxy dominated , 29 , 58 ,  ,  , 
1943 , 5BZQJ1235+3621 , S4 1232+36  , BZQJ1235+3621  , 188.77421 , 36.35536 , 1.6 ,  , 18.4 , QSO RLoud flat radio sp. , 154 , 234 ,  , 0.2 , 
1944 , 5BZBJ1235-1403 , SHBLJ123511.0-140322 , BZBJ1235-1403  , 188.79662 , -14.0565 , 0.407 ,  , 18.2 , BL Lac , 4 ,  ,  , 1.22 , 
1945 , 5BZGJ1235+1700 , 1WGAJ1235.4+1700 , BZBJ1235+1700  , 188.87021 , 17.01017 , 0.381 ,  , 18.8 , BL Lac-galaxy dominated , 124 , 81 ,  , 0.28 , 
1946 , 5BZQJ1235+5228 , GB6B1233+5245  , BZQJ1235+5228  , 188.87733 , 52.47436 , 1.653 ,  , 18 , QSO RLoud flat radio sp. , 88 , 80 ,  ,  , 
1947 , 5BZBJ1236+3900 , FIRSTJ12363+3900 , BZBJ1236+3900  , 189.09596 , 39.00031 , 0.389 ,  , 18.2 , BL Lac , 36 , 42 ,  , 0.31 , 
1948 , 5BZBJ1237+3020 , RXJ12370+3020  , BZBJ1237+3020  , 189.27329 , 30.33478 ,  ,  , 19.2 , BL Lac , 6 ,  ,  , 5.44 , 
1949 , 5BZBJ1237+6258 , 1H 1241+626.A , BZBJ1237+6258  , 189.41283 , 62.97856 , 0.297 ,  , 18 , BL Lac , 13 ,  ,  , 2.28 , 
1950 , 5BZQJ1238+0723 , GB6J1238+0723  , BZQJ1238+0723  , 189.51017 , 7.38939 , 1.172 ,  ?  , 21 , QSO RLoud flat radio sp. , 320 , 654 ,  ,  , 
1951 , 5BZQJ1238-1159 , TEX 1235-117  , BZQJ1238-1159  , 189.53083 , -11.99 , 1.32 ,  , 17 , QSO RLoud flat radio sp. , 108 , 87 ,  , 0.76 , 
1952 , 5BZUJ1238+5325 , 1RXSJ123808.3+532603 , BZUJ1238+5325  , 189.53237 , 53.43222 , 0.348 ,  , 17.3 , Blazar Uncertain type , 115 , 56 ,  , 1.86 , 
1953 , 5BZUJ1238-1959 , CRATESJ123825-195901 ,  , 189.60158 , -19.98714 ,  ,  , 17.8 , Blazar Uncertain type , 95 , 150 ,  , 0.36 , 5e-10
1954 , 5BZBJ1238+4431 , ROXAJ123825.9+443137.0 , BZBJ1238+4431  , 189.60842 , 44.52697 , 0.312 ,  ?  , 19.4 , BL Lac , 13 ,  ,  , 0.18 , 
1955 , 5BZGJ1238+5406 , GB6B1236+5423  , BZBJ1238+5406  , 189.63017 , 54.11442 , 0.224 ,  , 17.3 , BL Lac-galaxy dominated , 40 , 21 ,  ,  , 
1956 , 5BZBJ1239+4132 , RXSJ12393+4132  , BZBJ1239+4132  , 189.84471 , 41.54767 ,  ,  , 19.8 , BL Lac , 9 ,  ,  , 1.52 , 
1957 , 5BZUJ1239+0730 , PKS 1236+077  , BZUJ1239+0730  , 189.85246 , 7.50478 , 0.4 ,  , 18 , Blazar Uncertain type , 568 , 606 , 451 , 0.44 , 4e-10
1958 , 5BZQJ1239+0443 , PCCS1217G295.20+67.41 , BZQJ1239+0443  , 189.8865 , 4.71811 , 1.761 ,  , 20.4 , QSO RLoud flat radio sp. , 354 , 319 ,  , 0.28 , 4.5e-9
1959 , 5BZQJ1239-1023 , PKS 1237-101 �  , BZQJ1239-1023  , 189.92942 , -10.39131 , 0.751 ,  , 17.7 , QSO RLoud flat radio sp. , 1519 , 1180 ,  , 0.35 , 
1960 , 5BZBJ1241+3400 , SDSSJ124109.43+340038.1 , BZBJ1241+3400  , 190.28929 , 34.01058 ,  ,  , 19.4 , BL Lac , 7 ,  ,  ,  , 
1961 , 5BZBJ1241+3440 , RXJ12416+3440  , BZBJ1241+3440  , 190.4225 , 34.67531 ,  ,  , 19.6 , BL Lac , 10 ,  ,  , 1.34 , 
1962 , 5BZBJ1241+0636 , 1ES1239+069  , BZBJ1241+0636  , 190.45125 , 6.60028 ,  ,  , 18.5 , BL Lac , 17 ,  ,  , 1 , 
1963 , 5BZBJ1241-1455 , RXJ12418-1455  , BZBJ1241-1455  , 190.45583 , -14.93278 ,  ,  , 16.6 , BL Lac , 17 , 42 ,  , 8.37 , 5e-10
1964 , 5BZBJ1242-1653 ,  ,  , 190.58525 , -16.88444 ,  ,  , 18.6 , BL Lac , 61 , 71 ,  ,  , 
1965 , 5BZBJ1242+7634 , RXSJ12425+7634  , BZBJ1242+7634  , 190.63463 , 76.57158 ,  ,  , 19.3 , BL Lac Candidate , 9 ,  ,  , 0.65 , 
1966 , 5BZQJ1242+3751 , B2 1240+38  , BZQJ1242+3751  , 190.71404 , 37.85 , 1.317 ,  , 18.3 , QSO RLoud flat radio sp. , 550 , 758 ,  ,  , 
1967 , 5BZGJ1243+5212 , GB6B1240+5229  , BZBJ1243+5212  , 190.78742 , 52.21253 , 0.2 ,  , 17.3 , BL Lac-galaxy dominated , 39 , 20 ,  , 0.15 , 
1968 , 5BZQJ1243-2943 , PKS 1240-294  , BZQJ1243-2943  , 190.79442 , -29.72292 , 1.135 ,  , 17.3 , QSO RLoud flat radio sp. , 391 , 472 ,  , 0.37 , 
1969 , 5BZBJ1243+3627 , GB6B1240+3644  , BZBJ1243+3627  , 190.80292 , 36.46219 ,  ,  , 15.9 , BL Lac , 148 , 107 ,  , 10 , 1.9e-9
1970 , 5BZQJ1243-3941 , PKS1240-394  , BZQJ1243-3941  , 190.89233 , -39.69792 , 1.387 ,  , 19 , QSO RLoud flat radio sp. , 393 , 214 ,  ,  , 
1971 , 5BZGJ1243-0613 , PKS1240-059  , BZBJ1243-0613  , 190.89379 , -6.2225 , 0.139 ,  , 16.8 , BL Lac-galaxy dominated , 346 , 145 ,  ,  , 
1972 , 5BZQJ1243+7442 , 1RXSJ124345.0+744247 , BZQJ1243+7442  , 190.93762 , 74.71031 , 0.782 ,  , 19.4 , QSO RLoud flat radio sp. , 187 , 279 ,  , 0.33 , 
1973 , 5BZQJ1243+4043 , GB6J1243+4044  ,  , 190.98242 , 40.73292 , 1.518 ,  , 19.7 , QSO RLoud flat radio sp. , 191 , 135 ,  ,  , 
1974 , 5BZBJ1244+0444 , SDSSJ124425.29+044459.6 , BZBJ1244+0444  , 191.10538 , 4.74989 , 0.4 ,  , 19.3 , BL Lac , 7 ,  ,  ,  , 
1975 , 5BZBJ1244+1616 , 2E1242.2+1632  , BZBJ1244+1616  , 191.18479 , 16.27269 , 0.456 ,  , 19.1 , BL Lac , 14 ,  ,  , 0.61 , 
1976 , 5BZBJ1245+5709 , 1RXSJ124510.5+571020 , BZBJ1245+5709  , 191.29167 , 57.16511 ,  ,  , 17 , BL Lac , 84 , 100 ,  , 0.33 , 5e-10
1977 , 5BZBJ1245+0228 , 1WGAJ1245.5+0228 , BZBJ1245+0228  , 191.39079 , 2.47367 ,  ,  , 18.9 , BL Lac , 35 ,  ,  , 0.1 , 
1978 , 5BZQJ1245+4346 , 1RXSJ124601.9+434631 , BZQJ1245+4346  , 191.49996 , 43.77414 , 1.15 ,  , 17.7 , QSO RLoud flat radio sp. , 76 , 48 ,  , 0.18 , 
1979 , 5BZBJ1246+0113 , BZBJ1246+0113  , BZBJ1246+0113  , 191.5105 , 1.22189 , 0.386 ,  , 18.3 , BL Lac , 72 , 90 ,  ,  , 
1980 , 5BZQJ1246-0730 , PKS 1243-072  , BZQJ1246-0730  , 191.51763 , -7.51294 , 1.286 ,  , 19.6 , QSO RLoud flat radio sp. , 551 , 1140 , 512 ,  , 
1981 , 5BZQJ1246-2547 , PKS1244-255  , BZQJ1246-2547  , 191.695 , -25.79703 , 0.635 ,  , 15.9 , QSO RLoud flat radio sp. , 1165 , 2317 ,  , 1.32 , 8.7e-9
1982 , 5BZBJ1247+4423 , 1RXSJ124701.3+442325 , BZBJ1247+4423  , 191.75304 , 44.38883 ,  ,  , 18.6 , BL Lac , 11 ,  ,  , 2.03 , 
1983 , 5BZQJ1247+1022 , Q 1245+1038  , BZQJ1247+1022  , 191.94725 , 10.37544 , 1.382 ,  , 17.4 , QSO RLoud flat radio sp. , 85 , 120 ,  ,  , 
1984 , 5BZBJ1248+5820 , PG 1246+586  , BZBJ1248+5820  , 192.07825 , 58.34131 ,  ,  , 15.3 , BL Lac , 245 , 356 ,  , 3.99 , 4.1e-9
1985 , 5BZQJ1248-0632 , PKSB1245-062  , BZQJ1248-0632  , 192.09575 , -6.53606 , 0.762 ,  , 19.9 , QSO RLoud flat radio sp. , 377 , 433 ,  , 0.21 , 
1986 , 5BZBJ1248+0830 , XMMJ12484+0830  , BZBJ1248+0830  , 192.10792 , 8.50583 , 0.43 ,  , 19.2 , BL Lac , 0.8 ,  ,  , 0.57 , 
1987 , 5BZQJ1248-4559 , WMAP5J0519-4546  ,  , 192.11875 , -45.99644 , 1.02 ,  , 16.7 , QSO RLoud flat radio sp. , 1196 , 893 , 242 , 0.84 , 
1988 , 5BZBJ1248+5128 , 1RXSJ124832.1+512817 , BZBJ1248+5128  , 192.14292 , 51.46886 , 0.351 ,  , 17.6 , BL Lac , 115 , 88 ,  , 0.32 , 
1989 , 5BZBJ1249+3707 , 1RXSJ124947.0+370812 , BZBJ1249+3707  , 192.44475 , 37.12992 ,  ,  , 18.8 , BL Lac , 6 ,  ,  , 0.26 , 7e-10
1990 , 5BZBJ1250+3155 , 1RXSJ125015.0+315605 , BZBJ1250+3155  , 192.56479 , 31.93317 ,  ,  , 18.9 , BL Lac , 6 ,  ,  , 1.17 , 
1991 , 5BZBJ1250+0216 , PKS1247+025  , BZBJ1250+0216  , 192.63571 , 2.27558 , 0.959 ,  ?  , 19.7 , BL Lac , 341 , 327 ,  ,  , 
1992 , 5BZQJ1251-1717 , 1RXSJ125116.2-171706 , BZQJ1251-1717  , 192.81033 , -17.287 , 0.606 ,  , 18.6 , QSO RLoud flat radio sp. , 163 , 259 ,  , 0.38 , 
1993 , 5BZBJ1251+1039 , 1RXSJ125117.4+103914 , BZBJ1251+1039  , 192.82454 , 10.65147 , 0.245 ,  , 18.2 , BL Lac , 5 ,  ,  , 0.89 , 4e-10
1994 , 5BZBJ1251-2958 , 1ES1248-296  , BZBJ1251-2958  , 192.89537 , -29.97858 , 0.382 ,  , 17.7 , BL Lac , 11 ,  ,  , 1.8 , 
1995 , 5BZQJ1251-3518 , ON-381  , BZQJ1251-3518  , 192.91346 , -35.311 , 0.41 ,  , 20 , QSO RLoud flat radio sp. , 252 , 277 ,  ,  , 
1996 , 5BZQJ1252+6451 , 1RXSJ125223.7+645143 , BZQJ1252+6451  , 193.09913 , 64.86056 , 0.312 ,  , 17.9 , QSO RLoud flat radio sp. , 43 , 25 ,  , 1.01 , 
1997 , 5BZBJ1252+0849 , SDSSJ125234.58+084944.0 , BZBJ1252+0849  , 193.14408 , 8.82889 , 0.37 ,  ?  , 19 , BL Lac , 47 ,  ,  ,  , 
1998 , 5BZBJ1252+2937 , BZBJ1252+2937  , BZBJ1252+2937  , 193.14442 , 29.62572 , 0.528 ,  , 19 , BL Lac , 10 ,  ,  ,  , 
