id , Source Name , 1-100 GeV Flux (ph cm-2 s-1) , 1-100 GeV Flux Error (ph cm-2 s-1) , 0.1-100 GeV Energy Flux (erg cm-2 s-1) , 0.1-100 GeV Energy Flux Error (erg cm-2 s-1) , Spectrum Type , Flux 1-3 GeV (ph/cm2/s) , Flux 3-10 GeV (ph/cm2/s) , Flux 10-30 GeV (ph/cm2/s) , Flux 30-300 GeV (ph/cm2/s) , NuFNu 1-3 GeV (erg /cm2/s) , NuFNu 3-10 GeV (erg /cm2/s) , NuFNu 10-30 GeV (erg /cm2/s) , NuFNu 30-300 GeV (erg /cm2/s)
3676 , 4FGL J1745.6-3145 , 1.272e-9 , 2.290e-10 , 7.715e-12 , 2.306e-12 , LogParabola , 8.714e-10 , 1.876e-10 , 3.216e-11 , <7.478e-12 , 2.056e-12 , 1.153e-12 , 6.590e-13 , 5.301e-16
3677 , 4FGL J1745.7-2506 , 1.411e-9 , 1.965e-10 , 7.358e-12 , 1.456e-12 , LogParabola , 1.139e-9 , 8.282e-11 , 5.893e-12 , <5.246e-12 , 2.507e-12 , 4.329e-13 , 1.117e-13 , 3.332e-16
3678 , 4FGL J1745.8-3028e , 1.394e-8 , 5.893e-10 , 1.607e-10 , 7.837e-12 , PowerLaw , 1.222e-8 , 2.653e-9 , 7.094e-10 , 2.576e-10 , 2.876e-11 , 1.776e-11 , 1.669e-11 , 1.263e-11
3679 , 4FGL J1746.1-2541 , 7.550e-10 , 1.536e-10 , 1.181e-11 , 3.224e-12 , PowerLaw , 6.604e-10 , 1.249e-10 , 1.062e-11 , <8.326e-12 , 1.505e-12 , 8.053e-13 , 2.421e-13 , 3.287e-15
3680 , 4FGL J1746.2-3342c , 8.342e-10 , 1.210e-10 , 1.150e-11 , 2.124e-12 , PowerLaw , 5.519e-10 , 1.132e-10 , 2.849e-11 , <8.720e-12 , 1.271e-12 , 7.387e-13 , 6.560e-13 , 1.154e-17
3681 , 4FGL J1746.4-2852 , 1.576e-8 , 1.341e-9 , 7.792e-11 , 1.017e-11 , LogParabola , 1.217e-8 , 3.054e-9 , 2.349e-10 , 1.956e-11 , 2.938e-11 , 1.832e-11 , 4.581e-12 , 5.436e-13
3682 , 4FGL J1746.5-2019 , 7.244e-10 , 1.158e-10 , 1.141e-11 , 2.290e-12 , PowerLaw , 4.449e-10 , 8.209e-11 , 1.869e-11 , 2.901e-12 , 1.013e-12 , 5.289e-13 , 4.258e-13 , 1.259e-13
3683 , 4FGL J1746.8-3239 , 8.284e-9 , 3.147e-10 , 4.826e-11 , 2.931e-12 , PLSuperExpCutoff , 6.769e-9 , 1.189e-9 , 2.885e-11 , 2.710e-12 , 1.605e-11 , 6.820e-12 , 5.469e-13 , 7.534e-14
3684 , 4FGL J1747.0-3505 , 1.527e-9 , 1.446e-10 , 1.070e-11 , 1.909e-12 , LogParabola , 1.323e-9 , 7.757e-11 , 9.903e-12 , 2.938e-12 , 2.910e-12 , 4.256e-13 , 1.877e-13 , 8.166e-14
3685 , 4FGL J1747.1-5453 , 3.009e-10 , 4.865e-11 , 3.629e-12 , 6.439e-13 , PowerLaw , 1.540e-10 , 7.380e-11 , 1.348e-11 , 1.847e-12 , 3.597e-13 , 4.898e-13 , 3.150e-13 , 8.802e-14
3686 , 4FGL J1747.2+4937 , 1.266e-10 , 3.245e-11 , 1.446e-12 , 3.534e-13 , PowerLaw , 6.547e-11 , 3.491e-11 , 8.466e-12 , 5.592e-12 , 1.584e-13 , 2.416e-13 , 2.048e-13 , 3.072e-13
3687 , 4FGL J1747.2-2957 , 1.978e-8 , 5.512e-10 , 1.664e-10 , 9.213e-12 , PLSuperExpCutoff , 1.657e-8 , 2.411e-9 , 6.747e-11 , 3.431e-12 , 3.792e-11 , 1.386e-11 , 1.279e-12 , 9.538e-14
3688 , 4FGL J1747.6-5308 , 2.707e-10 , 5.079e-11 , 4.832e-12 , 9.392e-13 , PowerLaw , 1.669e-10 , 1.876e-11 , 1.299e-11 , 6.078e-13 , 3.769e-13 , 1.197e-13 , 2.934e-13 , 2.560e-14
3689 , 4FGL J1747.6+0324 , 8.810e-10 , 8.900e-11 , 6.225e-12 , 8.998e-13 , LogParabola , 6.231e-10 , 2.201e-10 , 1.237e-11 , <4.356e-12 , 1.480e-12 , 1.409e-12 , 2.682e-13 , 2.548e-17
3690 , 4FGL J1747.7-2141 , 6.273e-10 , 1.117e-10 , 1.051e-11 , 2.213e-12 , PowerLaw , 4.248e-10 , 2.744e-11 , 1.567e-11 , <6.093e-12 , 9.635e-13 , 1.759e-13 , 3.553e-13 , 1.979e-20
3691 , 4FGL J1747.7-4037 , 1.823e-9 , 1.141e-10 , 1.286e-11 , 8.703e-13 , PLSuperExpCutoff , 1.362e-9 , 2.578e-10 , 1.043e-11 , <4.992e-12 , 3.167e-12 , 1.489e-12 , 1.977e-13 , 2.374e-16
3692 , 4FGL J1747.8-0316 , 2.054e-10 , 6.658e-11 , 2.297e-12 , 7.051e-13 , PowerLaw , 6.475e-11 , 7.968e-11 , 1.405e-11 , 3.222e-12 , 1.556e-13 , 5.472e-13 , 3.376e-13 , 1.723e-13
3693 , 4FGL J1747.9-3224 , 1.058e-9 , 2.432e-10 , 5.876e-12 , 2.032e-12 , LogParabola , 7.040e-10 , 1.823e-10 , 2.661e-11 , <5.471e-12 , 1.690e-12 , 1.126e-12 , 5.422e-13 , 4.344e-18
3694 , 4FGL J1747.9+4704 , 1.803e-10 , 3.591e-11 , 2.437e-12 , 4.584e-13 , PowerLaw , 1.902e-10 , 2.125e-11 , 3.930e-12 , <5.103e-12 , 4.387e-13 , 1.389e-13 , 9.064e-14 , 1.983e-15
3695 , 4FGL J1748.0+3403 , 4.610e-10 , 4.449e-11 , 5.662e-12 , 5.048e-13 , PowerLaw , 4.387e-10 , 1.019e-10 , 8.726e-12 , 2.592e-12 , 1.022e-12 , 6.741e-13 , 2.033e-13 , 1.224e-13
3696 , 4FGL J1748.0-2446 , 1.260e-8 , 3.245e-10 , 7.670e-11 , 3.563e-12 , LogParabola , 9.917e-9 , 2.141e-9 , 9.402e-11 , 7.234e-12 , 2.333e-11 , 1.310e-11 , 1.918e-12 , 2.011e-13
3697 , 4FGL J1748.1+2702 , 1.615e-10 , 3.724e-11 , 1.800e-12 , 4.288e-13 , PowerLaw , 7.622e-11 , 1.786e-11 , 1.938e-11 , 5.925e-12 , 1.812e-13 , 1.211e-13 , 4.608e-13 , 3.029e-13
3698 , 4FGL J1748.2-1942 , 6.545e-10 , 1.107e-10 , 8.629e-12 , 1.862e-12 , PowerLaw , 5.124e-10 , 6.242e-11 , 2.255e-11 , 6.129e-12 , 1.185e-12 , 4.092e-13 , 5.213e-13 , 2.809e-13
3699 , 4FGL J1748.3-2906 , 4.304e-9 , 4.738e-10 , 2.120e-11 , 4.007e-12 , LogParabola , 3.349e-9 , 8.226e-10 , 5.667e-11 , <8.226e-12 , 8.070e-12 , 4.915e-12 , 1.101e-12 , 2.144e-17
3700 , 4FGL J1748.4+1601 , 2.017e-10 , 4.404e-11 , 2.663e-12 , 5.791e-13 , PowerLaw , 1.862e-10 , 4.219e-11 , <6.403e-12 , <4.458e-12 , 4.304e-13 , 2.765e-13 , 1.330e-18 , 8.077e-18
3701 , 4FGL J1748.5-0854 , 3.394e-10 , 8.449e-11 , 3.778e-12 , 9.035e-13 , PowerLaw , 1.981e-10 , 5.256e-11 , 1.608e-11 , 2.048e-11 , 4.748e-13 , 3.598e-13 , 3.855e-13 , 1.082e-12
3702 , 4FGL J1748.6+7005 , 4.875e-9 , 1.108e-10 , 4.698e-11 , 1.366e-12 , LogParabola , 3.294e-9 , 1.152e-9 , 3.059e-10 , 7.307e-11 , 7.910e-12 , 7.800e-12 , 7.189e-12 , 3.355e-12
3703 , 4FGL J1748.9-2021 , 2.123e-9 , 1.595e-10 , 1.636e-11 , 2.226e-12 , LogParabola , 1.689e-9 , 2.657e-10 , 1.797e-11 , 3.746e-12 , 3.869e-12 , 1.608e-12 , 3.683e-13 , 1.064e-13
3704 , 4FGL J1749.0-2327 , 7.469e-10 , 2.924e-10 , 1.122e-11 , 2.809e-12 , LogParabola , 3.942e-10 , 8.603e-12 , 1.805e-12 , 9.565e-16 , 8.170e-13 , 4.530e-14 , 3.421e-14 , 2.659e-17
3705 , 4FGL J1749.0+4321 , 1.052e-9 , 5.886e-11 , 1.168e-11 , 6.525e-13 , PowerLaw , 7.046e-10 , 2.636e-10 , 6.352e-11 , 1.647e-11 , 1.682e-12 , 1.796e-12 , 1.517e-12 , 8.566e-13
3706 , 4FGL J1749.6-3143c , 1.082e-9 , 2.075e-10 , 4.952e-12 , 9.564e-13 , LogParabola , 5.560e-10 , 2.878e-10 , 6.037e-12 , 5.697e-12 , 1.441e-12 , 1.727e-12 , 1.144e-13 , 1.583e-13
3707 , 4FGL J1749.8-0303 , 1.167e-9 , 1.071e-10 , 1.254e-11 , 1.503e-12 , LogParabola , 8.939e-10 , 1.874e-10 , <1.113e-11 , <4.732e-12 , 2.003e-12 , 1.124e-12 , 1.605e-15 , 8.712e-17
3708 , 4FGL J1750.0-3849 , 7.536e-10 , 1.102e-10 , 4.491e-12 , 8.308e-13 , LogParabola , 5.348e-10 , 6.365e-11 , <6.208e-12 , <6.330e-12 , 1.173e-12 , 3.390e-13 , 3.957e-18 , 7.074e-16
3709 , 4FGL J1750.3-3702 , 2.046e-9 , 1.310e-10 , 1.481e-11 , 1.331e-12 , LogParabola , 1.567e-9 , 2.510e-10 , 1.966e-11 , 4.599e-12 , 3.613e-12 , 1.525e-12 , 4.031e-13 , 1.302e-13
3710 , 4FGL J1750.4-1721 , 7.686e-10 , 1.201e-10 , 6.093e-12 , 1.414e-12 , LogParabola , 6.217e-10 , 5.763e-11 , <7.874e-12 , <5.050e-12 , 1.389e-12 , 3.318e-13 , 4.360e-16 , 1.423e-16
3711 , 4FGL J1750.4-3023 , 1.059e-9 , 2.021e-10 , 5.380e-12 , 1.599e-12 , LogParabola , 9.729e-10 , 1.282e-10 , 9.174e-12 , <8.477e-12 , 2.284e-12 , 7.450e-13 , 1.748e-13 , 2.876e-15
3712 , 4FGL J1750.6-1906 , 6.795e-10 , 1.034e-10 , 1.075e-11 , 1.964e-12 , PowerLaw , 4.416e-10 , 9.195e-11 , 1.004e-11 , <4.593e-12 , 1.006e-12 , 5.921e-13 , 2.287e-13 , 3.158e-22
3713 , 4FGL J1750.8-4405 , 2.958e-10 , 6.241e-11 , 3.546e-12 , 7.964e-13 , PowerLaw , 2.661e-10 , 7.065e-11 , 6.851e-13 , 2.036e-12 , 6.219e-13 , 4.693e-13 , 1.601e-14 , 9.732e-14
3714 , 4FGL J1750.8-3106 , 8.516e-10 , 1.860e-10 , 3.551e-12 , 7.177e-13 , LogParabola , 4.690e-10 , 1.608e-10 , 4.399e-12 , 1.723e-12 , 1.174e-12 , 9.121e-13 , 8.338e-14 , 4.788e-14
3715 , 4FGL J1750.9-3301 , 5.751e-10 , 1.183e-10 , 6.572e-12 , 1.515e-12 , PowerLaw , 4.811e-10 , 1.004e-10 , 1.428e-11 , 4.283e-12 , 1.134e-12 , 6.740e-13 , 3.366e-13 , 2.116e-13
3716 , 4FGL J1751.5+0938 , 4.770e-9 , 1.387e-10 , 4.527e-11 , 1.482e-12 , LogParabola , 3.655e-9 , 8.709e-10 , 1.463e-10 , 1.802e-11 , 8.533e-12 , 5.634e-12 , 3.278e-12 , 6.731e-13
3717 , 4FGL J1751.6+2921 , 3.481e-10 , 4.335e-11 , 6.114e-12 , 7.061e-13 , PowerLaw , 3.150e-10 , 4.569e-11 , 5.358e-12 , <5.044e-12 , 7.122e-13 , 2.917e-13 , 1.211e-13 , 1.028e-15
3718 , 4FGL J1751.6-1750 , 6.329e-10 , 1.011e-10 , 7.758e-12 , 1.508e-12 , PowerLaw , 4.099e-10 , 9.433e-11 , 2.806e-11 , 4.997e-12 , 9.554e-13 , 6.244e-13 , 6.539e-13 , 2.361e-13
3719 , 4FGL J1752.0+3606 , 1.107e-10 , 2.998e-11 , 1.252e-12 , 3.359e-13 , PowerLaw , 9.304e-11 , 4.800e-11 , <5.208e-12 , 3.024e-12 , 2.246e-13 , 3.314e-13 , 1.762e-22 , 1.646e-13
3720 , 4FGL J1752.3-2914 , 9.050e-10 , 1.768e-10 , 1.614e-11 , 4.269e-12 , PowerLaw , 1.123e-9 , 1.060e-10 , 4.054e-12 , 5.865e-12 , 2.536e-12 , 6.763e-13 , 9.157e-14 , 2.471e-13
3721 , 4FGL J1752.3-3139 , 5.377e-10 , 1.209e-10 , 6.587e-12 , 1.687e-12 , PowerLaw , 4.068e-10 , 1.002e-10 , 1.216e-11 , 4.427e-12 , 9.482e-13 , 6.634e-13 , 2.834e-13 , 2.093e-13
3722 , 4FGL J1752.6-1010 , 4.919e-10 , 9.100e-11 , 6.476e-12 , 1.318e-12 , PowerLaw , 4.840e-10 , 5.611e-11 , 1.376e-11 , 4.825e-12 , 1.119e-12 , 3.679e-13 , 3.182e-13 , 2.212e-13
3723 , 4FGL J1752.7-3040 , 1.250e-9 , 1.754e-10 , 5.776e-12 , 1.185e-12 , LogParabola , 1.097e-9 , 7.849e-11 , 1.723e-11 , 1.278e-13 , 2.517e-12 , 4.254e-13 , 3.265e-13 , 3.551e-15
3724 , 4FGL J1752.8-4449 , 7.693e-10 , 1.068e-10 , 4.209e-12 , 8.341e-13 , LogParabola , 6.165e-10 , 1.322e-10 , 1.186e-11 , <5.070e-12 , 1.477e-12 , 8.111e-13 , 2.397e-13 , 2.047e-17
3725 , 4FGL J1753.2-2848 , 1.077e-9 , 2.046e-10 , 4.665e-12 , 1.095e-12 , LogParabola , 8.292e-10 , 1.605e-10 , <8.364e-12 , <6.832e-12 , 1.967e-12 , 8.905e-13 , 3.500e-17 , 2.690e-16
3726 , 4FGL J1753.3-3325 , 1.378e-9 , 1.435e-10 , 8.287e-12 , 1.368e-12 , LogParabola , 1.071e-9 , 1.658e-10 , <7.623e-12 , 3.467e-12 , 2.449e-12 , 9.568e-13 , 1.140e-20 , 9.637e-14
3727 , 4FGL J1753.6-5014 , 7.096e-10 , 7.279e-11 , 7.912e-12 , 8.961e-13 , LogParabola , 5.895e-10 , 8.113e-11 , 8.710e-13 , <5.558e-12 , 1.302e-12 , 4.729e-13 , 1.736e-14 , 1.538e-17
3728 , 4FGL J1753.7+2847 , 1.680e-10 , 3.728e-11 , 2.184e-12 , 5.645e-13 , PowerLaw , 9.662e-11 , 4.651e-11 , 1.023e-11 , <4.434e-12 , 2.237e-13 , 3.055e-13 , 2.368e-13 , 7.923e-17
3729 , 4FGL J1753.8-2538 , 9.510e-9 , 3.916e-10 , 6.828e-11 , 5.603e-12 , LogParabola , 7.668e-9 , 1.823e-9 , 2.307e-10 , 1.409e-11 , 1.811e-11 , 1.160e-11 , 4.976e-12 , 4.446e-13
3730 , 4FGL J1753.9+2443 , 3.858e-10 , 4.785e-11 , 4.324e-12 , 5.333e-13 , PowerLaw , 3.078e-10 , 8.690e-11 , 2.745e-11 , <4.618e-12 , 7.297e-13 , 5.871e-13 , 6.508e-13 , 1.918e-17
3731 , 4FGL J1754.1-4333 , 2.248e-10 , 6.089e-11 , 2.645e-12 , 6.046e-13 , PowerLaw , 4.277e-11 , 3.099e-11 , 4.926e-11 , 2.632e-12 , 1.041e-13 , 2.160e-13 , 1.199e-12 , 1.482e-13
3732 , 4FGL J1754.2+3212 , 2.744e-9 , 9.942e-11 , 2.337e-11 , 1.172e-12 , LogParabola , 1.858e-9 , 7.284e-10 , 1.703e-10 , 4.996e-11 , 4.572e-12 , 4.979e-12 , 3.971e-12 , 2.057e-12
3733 , 4FGL J1754.3-4443 , 6.870e-10 , 1.064e-10 , 4.286e-12 , 9.390e-13 , LogParabola , 4.912e-10 , 9.782e-11 , <6.758e-12 , 2.094e-12 , 1.127e-12 , 5.727e-13 , 1.643e-16 , 5.821e-14
3734 , 4FGL J1754.3-3236 , 9.154e-10 , 1.415e-10 , 5.530e-12 , 1.270e-12 , LogParabola , 7.532e-10 , 2.649e-11 , 3.310e-12 , <5.294e-12 , 1.637e-12 , 1.391e-13 , 6.274e-14 , 2.670e-16
3735 , 4FGL J1754.5-6425 , 4.102e-10 , 4.602e-11 , 5.333e-12 , 6.223e-13 , PowerLaw , 3.250e-10 , 6.678e-11 , 1.300e-11 , 2.494e-12 , 7.525e-13 , 4.385e-13 , 3.009e-13 , 1.149e-13
3736 , 4FGL J1754.6-2933 , 2.431e-9 , 1.998e-10 , 1.233e-11 , 1.759e-12 , LogParabola , 1.964e-9 , 2.369e-10 , 1.330e-11 , <6.101e-12 , 4.533e-12 , 1.335e-12 , 2.522e-13 , 1.309e-19
3737 , 4FGL J1754.7+3444 , 1.940e-10 , 3.503e-11 , 3.111e-12 , 5.086e-13 , PowerLaw , 1.963e-10 , 2.084e-11 , <5.365e-12 , <4.089e-12 , 4.467e-13 , 1.340e-13 , 4.663e-22 , 1.084e-16
3738 , 4FGL J1754.8-3200 , 7.199e-10 , 1.413e-10 , 3.167e-12 , 5.372e-13 , LogParabola , 4.903e-10 , 1.757e-10 , 4.873e-13 , <5.052e-12 , 1.280e-12 , 1.030e-12 , 9.236e-15 , 5.507e-17
3739 , 4FGL J1755.9-4009 , 3.083e-10 , 6.723e-11 , 5.176e-12 , 1.173e-12 , PowerLaw , 2.127e-10 , 7.193e-11 , <7.529e-12 , <5.268e-12 , 4.824e-13 , 4.609e-13 , 5.059e-16 , 2.475e-20
3740 , 4FGL J1756.3+5522 , 4.222e-10 , 4.134e-11 , 5.066e-12 , 5.216e-13 , PowerLaw , 1.963e-10 , 1.289e-10 , 4.647e-11 , 1.616e-11 , 4.793e-13 , 9.016e-13 , 1.134e-12 , 9.218e-13
3741 , 4FGL J1756.3+0236 , 2.074e-10 , 6.006e-11 , 5.423e-12 , 1.093e-12 , PowerLaw , 1.404e-10 , 2.171e-11 , <7.456e-12 , 1.685e-12 , 3.103e-13 , 1.349e-13 , 1.287e-15 , 6.600e-14
3742 , 4FGL J1756.6-2352 , 1.357e-9 , 2.503e-10 , 1.762e-11 , 4.262e-12 , PowerLaw , 1.470e-9 , 2.064e-10 , 4.213e-11 , 1.455e-11 , 3.402e-12 , 1.355e-12 , 9.755e-13 , 6.704e-13
3743 , 4FGL J1756.6+1553 , 1.421e-10 , 3.812e-11 , 9.927e-13 , 2.379e-13 , LogParabola , 7.202e-11 , 6.912e-11 , 1.144e-11 , <6.263e-12 , 2.100e-13 , 4.716e-13 , 2.258e-13 , 5.107e-16
3744 , 4FGL J1756.9+1531 , 1.745e-10 , 4.299e-11 , 1.946e-12 , 4.882e-13 , PowerLaw , 4.922e-11 , 7.362e-11 , <5.877e-12 , 2.556e-12 , 1.170e-13 , 4.990e-13 , 1.353e-19 , 1.306e-13
3745 , 4FGL J1757.0+7032 , 1.432e-10 , 3.743e-11 , 1.784e-12 , 3.972e-13 , PowerLaw , 8.060e-11 , 4.565e-11 , 2.384e-11 , 6.410e-12 , 1.977e-13 , 3.213e-13 , 5.848e-13 , 3.735e-13
3746 , 4FGL J1757.1-3554 , 6.606e-10 , 1.025e-10 , 3.589e-12 , 6.813e-13 , LogParabola , 4.028e-10 , 8.883e-11 , 5.425e-13 , <6.426e-12 , 9.370e-13 , 5.175e-13 , 1.043e-14 , 1.015e-15
3747 , 4FGL J1757.1-2848c , 5.415e-10 , 1.201e-10 , 7.862e-12 , 2.179e-12 , PowerLaw , 6.278e-10 , 9.820e-11 , 6.082e-12 , <6.332e-12 , 1.439e-12 , 6.373e-13 , 1.394e-13 , 7.931e-18
3748 , 4FGL J1757.4-3125 , 1.261e-9 , 1.414e-10 , 9.544e-12 , 1.819e-12 , LogParabola , 8.757e-10 , 1.798e-10 , 2.116e-12 , <5.143e-12 , 2.008e-12 , 1.087e-12 , 4.330e-14 , 7.000e-17
3749 , 4FGL J1757.6-2731 , 9.732e-10 , 1.808e-10 , 5.304e-12 , 1.945e-12 , LogParabola , 5.493e-10 , 1.758e-10 , 1.103e-11 , <4.904e-12 , 1.291e-12 , 1.044e-12 , 2.162e-13 , 5.743e-18
3750 , 4FGL J1757.7-2337 , 1.663e-9 , 2.931e-10 , 2.029e-11 , 4.455e-12 , PowerLaw , 1.399e-9 , 4.173e-10 , 2.344e-11 , 1.579e-11 , 3.262e-12 , 2.764e-12 , 5.467e-13 , 7.480e-13
3751 , 4FGL J1757.7-6032 , 7.029e-10 , 6.535e-11 , 4.044e-12 , 4.587e-13 , LogParabola , 4.056e-10 , 2.459e-10 , 1.754e-11 , <3.651e-12 , 1.040e-12 , 1.608e-12 , 3.679e-13 , 5.604e-17
3752 , 4FGL J1758.0-2953 , 7.293e-10 , 1.505e-10 , 3.095e-12 , 5.706e-13 , LogParabola , 4.959e-10 , 1.390e-10 , <9.627e-12 , <5.193e-12 , 1.266e-12 , 7.993e-13 , 2.977e-16 , 1.640e-21
3753 , 4FGL J1758.3+1429 , 2.249e-10 , 4.524e-11 , 2.999e-12 , 6.284e-13 , PowerLaw , 1.771e-10 , 5.861e-11 , 6.499e-12 , <4.840e-12 , 4.090e-13 , 3.837e-13 , 1.501e-13 , 2.372e-18
3754 , 4FGL J1758.3-1920 , 1.163e-9 , 1.515e-10 , 1.060e-11 , 2.190e-12 , LogParabola , 7.908e-10 , 1.009e-10 , 1.083e-11 , <7.113e-12 , 1.768e-12 , 5.916e-13 , 2.159e-13 , 5.037e-16
3755 , 4FGL J1758.3-3028 , 1.163e-9 , 1.212e-10 , 1.457e-11 , 1.842e-12 , PowerLaw , 9.766e-10 , 2.221e-10 , 2.146e-11 , 1.056e-11 , 2.270e-12 , 1.465e-12 , 4.987e-13 , 4.942e-13
3756 , 4FGL J1758.6-2404 , 3.355e-9 , 3.762e-10 , 4.332e-11 , 6.519e-12 , PowerLaw , 2.851e-9 , 6.074e-10 , 1.549e-10 , 8.326e-12 , 6.606e-12 , 3.992e-12 , 3.588e-12 , 3.846e-13
3757 , 4FGL J1758.7-1621 , 1.109e-9 , 1.349e-10 , 9.095e-12 , 1.493e-12 , LogParabola , 8.161e-10 , 1.076e-10 , <8.082e-12 , <4.682e-12 , 1.825e-12 , 6.238e-13 , 3.748e-17 , 1.423e-17
3758 , 4FGL J1758.7-4109 , 1.104e-9 , 9.010e-11 , 8.636e-12 , 9.726e-13 , LogParabola , 7.445e-10 , 2.254e-10 , 2.087e-11 , <5.316e-12 , 1.741e-12 , 1.427e-12 , 4.506e-13 , 1.191e-20
3759 , 4FGL J1758.8-2326 , 2.905e-9 , 4.054e-10 , 2.120e-11 , 5.294e-12 , LogParabola , 2.348e-9 , 4.480e-10 , 6.548e-11 , <1.082e-11 , 5.511e-12 , 2.825e-12 , 1.401e-12 , 1.610e-15
3760 , 4FGL J1759.0-0107 , 2.580e-10 , 7.069e-11 , 6.396e-12 , 1.401e-12 , PowerLaw , 1.722e-10 , 3.537e-11 , <9.897e-12 , <5.469e-12 , 3.816e-13 , 2.205e-13 , 8.857e-16 , 1.724e-18
3761 , 4FGL J1759.1-2347c , 1.371e-9 , 3.930e-10 , 1.608e-11 , 5.464e-12 , PowerLaw , 1.773e-9 , 3.443e-10 , 6.257e-11 , 1.478e-11 , 4.158e-12 , 2.297e-12 , 1.468e-12 , 7.158e-13
3762 , 4FGL J1759.1-4822 , 7.653e-10 , 6.739e-11 , 9.265e-12 , 7.921e-13 , PowerLaw , 7.110e-10 , 1.522e-10 , 2.471e-11 , <4.314e-12 , 1.660e-12 , 1.010e-12 , 5.768e-13 , 1.613e-19
3763 , 4FGL J1759.1-3849 , 1.113e-9 , 1.015e-10 , 7.319e-12 , 9.990e-13 , LogParabola , 7.783e-10 , 2.305e-10 , <6.077e-12 , <5.650e-12 , 1.808e-12 , 1.399e-12 , 2.717e-18 , 2.838e-20
3764 , 4FGL J1759.2-0243 , 5.455e-10 , 1.135e-10 , 4.399e-12 , 9.546e-13 , LogParabola , 4.125e-10 , 1.867e-12 , <5.965e-12 , 1.329e-17 , 8.479e-13 , 9.746e-15 , 5.684e-16 , 3.695e-19
3765 , 4FGL J1759.7-2141 , 2.534e-9 , 2.336e-10 , 1.864e-11 , 3.689e-12 , LogParabola , 2.030e-9 , 4.512e-10 , 5.191e-11 , <5.793e-12 , 4.758e-12 , 2.843e-12 , 1.110e-12 , 8.544e-17
3766 , 4FGL J1759.7-2354 , 4.568e-9 , 7.001e-10 , 3.124e-11 , 8.443e-12 , LogParabola , 2.563e-9 , 7.175e-10 , 5.537e-11 , <1.117e-11 , 6.009e-12 , 4.466e-12 , 1.162e-12 , 1.055e-15
3767 , 4FGL J1759.8-1250 , 5.503e-10 , 9.691e-11 , 7.778e-12 , 1.613e-12 , PowerLaw , 4.546e-10 , 1.140e-10 , 9.515e-12 , <4.454e-12 , 1.044e-12 , 7.420e-13 , 2.186e-13 , 2.462e-20
3768 , 4FGL J1800.1+2812 , 1.389e-10 , 3.815e-11 , 1.622e-12 , 3.917e-13 , PowerLaw , 3.037e-11 , 2.627e-11 , 2.519e-11 , 3.484e-12 , 7.382e-14 , 1.828e-13 , 6.122e-13 , 1.951e-13
3769 , 4FGL J1800.1+7037 , 1.673e-10 , 3.767e-11 , 1.870e-12 , 4.428e-13 , PowerLaw , 1.044e-10 , 4.530e-11 , 2.439e-12 , 6.090e-12 , 2.477e-13 , 3.065e-13 , 5.788e-14 , 3.092e-13
3770 , 4FGL J1800.1-0323 , 4.829e-10 , 9.064e-11 , 7.628e-12 , 1.629e-12 , PowerLaw , 3.834e-10 , 8.406e-11 , 1.119e-11 , <6.681e-12 , 8.732e-13 , 5.414e-13 , 2.548e-13 , 3.588e-18
3771 , 4FGL J1800.2-2952 , 8.829e-10 , 1.461e-10 , 4.044e-12 , 9.573e-13 , LogParabola , 6.626e-10 , 4.291e-11 , 5.064e-12 , 3.177e-12 , 1.512e-12 , 2.300e-13 , 9.598e-14 , 8.830e-14
3772 , 4FGL J1800.2-2403c , 1.218e-9 , 4.365e-10 , 1.358e-11 , 5.114e-12 , PowerLaw , 1.149e-9 , 3.262e-10 , 9.196e-11 , 2.215e-11 , 2.731e-12 , 2.211e-12 , 2.186e-12 , 1.133e-12
3773 , 4FGL J1800.5-2910 , 4.976e-10 , 1.068e-10 , 6.834e-12 , 1.792e-12 , PowerLaw , 5.182e-10 , 5.065e-11 , 7.315e-12 , <5.259e-12 , 1.194e-12 , 3.306e-13 , 1.685e-13 , 1.301e-21
3774 , 4FGL J1800.6+7828 , 5.344e-9 , 1.099e-10 , 5.582e-11 , 1.225e-12 , LogParabola , 4.004e-9 , 1.146e-9 , 2.090e-10 , 2.722e-11 , 9.408e-12 , 7.583e-12 , 4.828e-12 , 1.188e-12
3775 , 4FGL J1800.7-2355 , 2.109e-9 , 4.543e-10 , 2.393e-11 , 5.810e-12 , PowerLaw , 2.476e-9 , 3.469e-10 , 1.624e-10 , 1.177e-11 , 5.849e-12 , 2.333e-12 , 3.836e-12 , 5.860e-13
3776 , 4FGL J1800.9-2407 , 3.858e-9 , 5.654e-10 , 3.073e-11 , 7.311e-12 , LogParabola , 2.608e-9 , 7.133e-10 , 9.574e-11 , 1.061e-11 , 6.137e-12 , 4.581e-12 , 2.103e-12 , 3.589e-13
3777 , 4FGL J1801.0-2802 , 8.584e-10 , 1.489e-10 , 4.957e-12 , 1.166e-12 , LogParabola , 5.999e-10 , 8.490e-11 , 1.089e-12 , 2.653e-12 , 1.355e-12 , 4.743e-13 , 2.065e-14 , 7.374e-14
3778 , 4FGL J1801.1-2626 , 6.792e-10 , 1.435e-10 , 3.520e-12 , 5.946e-13 , LogParabola , 2.621e-10 , 2.984e-10 , 9.315e-13 , <4.907e-12 , 7.273e-13 , 1.863e-12 , 1.766e-14 , 1.376e-16
